object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
entry	Bisturi	0	
orth	Bisturi	ita	
foreign	bistouri	fra	
entry	Bitorzoletto	0	
orth	Bitorzoletto	ita	
foreign	bouton	fra	
entry	Bitume	0	
orth	Bitume	ita	
foreign	bitume	fra	
entry	Bivalve	0	
orth	Bivalve	ita	
foreign	bivalve	fra	
entry	Biventre	0	
orth	Biventre	ita	
foreign	digastrique	fra	
entry	Blastemo	0	
orth	Blastemo	ita	
foreign	blastème	fra	
entry	Blasto	0	
orth	Blasto	ita	
foreign	blaste	fra	
entry	Blastoderme	0	
orth	Blastoderme	ita	
foreign	blastoderme	fra	
entry	Blefaritide	0	
orth	Blefaritide	ita	
foreign	blépharite	fra	
entry	Blefaroptosi	0	
orth	Blefaroptosi	ita	
entry	Blennorragie	0	
orth	Blennorragie	ita	
foreign	blennorrhagie	fra	
entry	Blennorragico	0	
orth	Blennorragico	ita	
foreign	blennorrhagique	fra	
entry	Blennorrea	0	
orth	Blennorrea	ita	
foreign	blennorrhée	fra	
entry	Blesizie	0	
orth	Blesizie	ita	
foreign	blésité	fra	
entry	Bleso	0	
orth	Bleso	ita	
entry	Bocca	0	
orth	Bocca	ita	
foreign	bouche	fra	
entry	Boccia di Leyda	0	
orth	Boccia di Leyda	ita	
foreign	bouteille de Leyde	fra	
entry	Boleto	0	
orth	Boleto	ita	
foreign	bolet	fra	
entry	Bolimia	0	
orth	Bolimia	ita	
foreign	boulimie	fra	
entry	Bolla	0	
orth	Bolla	ita	
foreign	bulle	fra	
entry	Bollimento	0	
orth	Bollimento	ita	
foreign	ébullition	fra	
entry	Bolloso	0	
orth	Bolloso	ita	
foreign	bulleux	fra	
entry	Bolo	0	
orth	Bolo	ita	
foreign	bol	fra	
entry	Bolsaggina, Bolsina	0	
orth	Bolsaggina	ita	
orth	Bolsina	ita	
foreign	pousse (cheval)	fra	
entry	Bolso	0	
orth	Bolso	ita	
foreign	poussif	fra	
entry	Borato	0	
orth	Borato	ita	
foreign	borate	fra	
entry	Borbogliamento, Borboglio	0	
orth	Borbogliamento	ita	
orth	Borboglio	ita	
foreign	borborygme	fra	
entry	Borico	0	
orth	Borico	ita	
foreign	borique	fra	
entry	Boro	0	
orth	Boro	ita	
foreign	bore	fra	
entry	Borrace	0	
orth	Borrace	ita	
foreign	borax	fra	
entry	Borraggine	0	
orth	Borraggine	ita	
foreign	bourrache	fra	
entry	Borsa	0	
orth	Borsa	ita	
foreign	bourse	fra	
entry	Borse mucose	0	
orth	Borse mucose	ita	
foreign	bourses muqueuses	fra	
entry	Borsetta del fiele	0	
orth	Borsetta del fiele	ita	
foreign	vésicule du fiel	fra	
entry	Botanica	0	
orth	Botanica	ita	
foreign	botanique (la)	fra	
entry	Botanico	0	
orth	Botanico	ita	
foreign	botanique	fra	
entry	Botricefalo	0	
orth	Botricefalo	ita	
foreign	bothriocéphale	fra	
entry	Botrio	0	
orth	Botrio	ita	
foreign	bothrion	fra	
entry	Bottone	0	
orth	Bottone	ita	
foreign	bouton	fra	
entry	Bottone di fuoco	0	
orth	Bottone di fuoco	ita	
foreign	bouton de feu	fra	
entry	Bozza, Bozzolo	0	
orth	Bozza	ita	
orth	Bozzolo	ita	
foreign	tumeur	fra	
entry	Bracciale	0	
orth	Bracciale	ita	
foreign	brachial	fra	
entry	Braccio	0	
orth	Braccio	ita	
foreign	bras	fra	
entry	Brachiale	0	
orth	Brachiale	ita	
foreign	brachial	fra	
entry	Brachiere	0	
orth	Brachiere	ita	
foreign	brayer	fra	
entry	Brachiocefalico	0	
orth	Brachiocefalico	ita	
foreign	brachio-céphalique	fra	
entry	Bradipepsia	0	
orth	Bradipepsia	ita	
foreign	bradypepsie	fra	
entry	Branchia	0	
orth	Branchia	ita	
foreign	branchie	fra	
entry	Branchiale	0	
orth	Branchiale	ita	
foreign	branchial	fra	
entry	Brattea	0	
orth	Brattea	ita	
foreign	bractée	fra	
entry	Bratteola	0	
orth	Bratteola	ita	
foreign	bractéole	fra	
entry	Breve	0	
orth	Breve	ita	
foreign	court	fra	
entry	Briglia	0	
orth	Briglia	ita	
foreign	bride	fra	
entry	Brina	0	
orth	Brina	ita	
foreign	bruine	fra	
entry	Brionia	0	
orth	Brionia	ita	
foreign	bryone	fra	
entry	Brividio	0	
orth	Brividio	ita	
entry	Brivido	0	
orth	Brivido	ita	
foreign	frisson	fra	
foreign	répugnance	fra	
entry	Brodo	0	
orth	Brodo	ita	
foreign	jus	fra	
foreign	bouillon	fra	
entry	Bromato	0	
orth	Bromato	ita	
foreign	bromate	fra	
entry	Bromatologia	0	
orth	Bromatologia	ita	
entry	Bromo	0	
orth	Bromo	ita	
foreign	brome	fra	
entry	Bronchiale	0	
orth	Bronchiale	ita	
foreign	bronchial	fra	
entry	Bronchico	0	
orth	Bronchico	ita	
foreign	bronchique	fra	
entry	Bronco	0	
orth	Bronco	ita	
foreign	bronche	fra	
entry	Broncocele	0	
orth	Broncocele	ita	
foreign	bronchocèle	fra	
entry	Broncofonia	0	
orth	Broncofonia	ita	
foreign	bronchophonie	fra	
entry	Broncotomia	0	
orth	Broncotomia	ita	
foreign	bronchotomie	fra	
entry	Broncotomo	0	
orth	Broncotomo	ita	
foreign	bronchotome	fra	
entry	Bronzo	0	
orth	Bronzo	ita	
foreign	bronze	fra	
entry	Brucina	0	
orth	Brucina	ita	
foreign	brucine	fra	
entry	Bruciore	0	
orth	Bruciore	ita	
foreign	cuisson	fra	
entry	Brusco	0	
orth	Brusco	ita	
foreign	rugine	fra	
entry	Bubone	0	
orth	Bubone	ita	
foreign	bubon	fra	
entry	Buccale	0	
orth	Buccale	ita	
foreign	buccal	fra	
entry	Buccia	0	
orth	Buccia	ita	
foreign	écorce	fra	
entry	Buccinamento degli orecchi	0	
orth	Buccinamento degli orecchi	ita	
foreign	bourdonnement	fra	
entry	Buccinatore	0	
orth	Buccinatore	ita	
foreign	buccinateur	fra	
entry	Budello	0	
orth	Budello	ita	
foreign	boyau	fra	
entry	Bue	0	
orth	Bue	ita	
foreign	bœuf	fra	
entry	Buftalmia	0	
orth	Buftalmia	ita	
entry	Bulbifero	0	
orth	Bulbifero	ita	
foreign	bulbifère	fra	
entry	Bulbillo	0	
orth	Bulbillo	ita	
foreign	bulbille	fra	
entry	Bulbo	0	
orth	Bulbo	ita	
foreign	bulbe	fra	
entry	Bulbo-cavernoso	0	
orth	Bulbo-cavernoso	ita	
foreign	bulbo-caverneux	fra	
entry	Bulboso	0	
orth	Bulboso	ita	
foreign	bulbeux	fra	
entry	Busso	0	
orth	Busso	ita	
foreign	buis	fra	
entry	Butirrato	0	
orth	Butirrato	ita	
foreign	butyrate	fra	
entry	Butirrico	0	
orth	Butirrico	ita	
foreign	butyrique	fra	
entry	Butirrina	0	
orth	Butirrina	ita	
foreign	butyrine	fra	
entry	Butirro	0	
orth	Butirro	ita	
foreign	beurre	fra	
entry	Butirroso	0	
orth	Butirroso	ita	
foreign	butyreux	fra	
entry	Butterato	0	
orth	Butterato	ita	
entry	Buttero	0	
orth	Buttero	ita	
foreign	coutures (de la variole)	fra	
entry	Caballino	0	
orth	Caballino	ita	
foreign	caballin	fra	
entry	Cacatoria (febbre)	0	
orth	Cacatoria (febbre)	ita	
entry	Cacciù	0	
orth	Cacciù	ita	
foreign	cachou	fra	
entry	Cachessia	0	
orth	Cachessia	ita	
foreign	cachexie	fra	
entry	Cachetico	0	
orth	Cachetico	ita	
foreign	cachectique	fra	
entry	Cacochilia	0	
orth	Cacochilia	ita	
foreign	cacochylie	fra	
entry	Cacochimia	0	
orth	Cacochimia	ita	
foreign	cacochymie	fra	
entry	Cacochimo	0	
orth	Cacochimo	ita	
foreign	cacochyme	fra	
entry	Cacocolia	0	
orth	Cacocolia	ita	
foreign	cacocholie	fra	
entry	Cacoeto	0	
orth	Cacoeto	ita	
foreign	cacoèthe	fra	
entry	Cadaverico	0	
orth	Cadaverico	ita	
foreign	cadavérique	fra	
entry	Cadaveroso	0	
orth	Cadaveroso	ita	
foreign	cadavéreux	fra	
entry	Cadenza	0	
orth	Cadenza	ita	
foreign	cadence	fra	
entry	Cadmia	0	
orth	Cadmia	ita	
foreign	cadmie	fra	
entry	Caduca (membrana)	0	
orth	Caduca (membrana)	ita	
foreign	caduque (la)	fra	
entry	Caduca riflessa	0	
orth	Caduca riflessa	ita	
foreign	caduque réfléchie	fra	
entry	Caducità	0	
orth	Caducità	ita	
foreign	caducité	fra	
entry	Caduco	0	
orth	Caduco	ita	
foreign	caduc	fra	
entry	Caduta	0	
orth	Caduta	ita	
foreign	chute	fra	
entry	Caffè	0	
orth	Caffè	ita	
foreign	café	fra	
entry	Caffeina	0	
orth	Caffeina	ita	
foreign	caféine	fra	
entry	Cafura	0	
orth	Cafura	ita	
foreign	camphre	fra	
entry	Caglio	0	
orth	Caglio	ita	
foreign	présure	fra	
entry	Calamita	0	
orth	Calamita	ita	
foreign	aimant	fra	
entry	Calamo	0	
orth	Calamo	ita	
foreign	roseau	fra	
entry	Calastico	0	
orth	Calastico	ita	
foreign	relâchant	fra	
entry	Calaza, Calazia	0	
orth	Calaza	ita	
orth	Calazia	ita	
foreign	chalazion	fra	
entry	Calcagno, Calcaneo	0	
orth	Calcagno	ita	
orth	Calcaneo	ita	
foreign	calcanéum	fra	
entry	Calcare, Calcario	0	
orth	Calcare	ita	
orth	Calcario	ita	
foreign	calcaire	fra	
entry	Calce	0	
orth	Calce	ita	
foreign	chaux	fra	
entry	Calcinazione	0	
orth	Calcinazione	ita	
foreign	calcination	fra	
entry	Calcio	0	
orth	Calcio	ita	
foreign	calcium	fra	
entry	Calcolifrago	0	
orth	Calcolifrago	ita	
foreign	lithontriptique	fra	
entry	Calcolo	0	
orth	Calcolo	ita	
foreign	calcul	fra	
entry	Calcoloso	0	
orth	Calcoloso	ita	
foreign	calculeux	fra	
entry	Calefacente	0	
orth	Calefacente	ita	
foreign	échauffant	fra	
entry	Calefazione	0	
orth	Calefazione	ita	
foreign	caléfaction	fra	
entry	Calentura	0	
orth	Calentura	ita	
foreign	calenture	fra	
pb	1787	1801	
entry	Calibe	0	
orth	Calibe	ita	
foreign	acier	fra	
entry	Calibeato	0	
orth	Calibeato	ita	
foreign	chalybé	fra	
entry	Calice	0	
orth	Calice	ita	
foreign	calice	fra	
entry	Calicetto	0	
orth	Calicetto	ita	
foreign	calicule	fra	
entry	Caliculato	0	
orth	Caliculato	ita	
foreign	caliculé	fra	
entry	Caligine	0	
orth	Caligine	ita	
entry	Callipedia	0	
orth	Callipedia	ita	
foreign	callipédie	fra	
entry	Callo	0	
orth	Callo	ita	
foreign	cal	fra	
foreign	durillon	fra	
entry	Callosità	0	
orth	Callosità	ita	
foreign	callosité	fra	
entry	Calloso	0	
orth	Calloso	ita	
foreign	calleux	fra	
entry	Calmana	0	
orth	Calmana	ita	
foreign	pleurésie	fra	
entry	Calmante	0	
orth	Calmante	ita	
foreign	calmant	fra	
entry	Calomelano	0	
orth	Calomelano	ita	
foreign	calomélas	fra	
entry	Calore	0	
orth	Calore	ita	
foreign	chaleur	fra	
entry	Caloricità	0	
orth	Caloricità	ita	
foreign	caloricité	fra	
entry	Calorico	0	
orth	Calorico	ita	
foreign	calorique	fra	
entry	Calorificazione	0	
orth	Calorificazione	ita	
foreign	calorification	fra	
entry	Calorifico	0	
orth	Calorifico	ita	
foreign	calorifique	fra	
entry	Calorimetro	0	
orth	Calorimetro	ita	
foreign	calorimètre	fra	
entry	Calotta	0	
orth	Calotta	ita	
foreign	calotte	fra	
entry	Calteritura	0	
orth	Calteritura	ita	
foreign	écorchure	fra	
entry	Calvezza, Calvizie	0	
orth	Calvezza	ita	
orth	Calvizie	ita	
foreign	calvitie	fra	
entry	Calvo	0	
orth	Calvo	ita	
foreign	chauve	fra	
entry	Camarosi	0	
orth	Camarosi	ita	
foreign	camarosis	fra	
entry	Cambio	0	
orth	Cambio	ita	
foreign	cambium	fra	
entry	Camera	0	
orth	Camera	ita	
foreign	chambre	fra	
entry	Camicia di forza	0	
orth	Camicia di forza	ita	
foreign	chemise de force	fra	
entry	Camminare	0	
orth	Camminare	ita	
foreign	marcher	fra	
entry	Camomilla	0	
orth	Camomilla	ita	
foreign	camomille	fra	
entry	Camoscio	0	
orth	Camoscio	ita	
foreign	camus	fra	
entry	Campanula	0	
orth	Campanula	ita	
foreign	campanule	fra	
entry	Camuso	0	
orth	Camuso	ita	
foreign	camus	fra	
entry	Canale	0	
orth	Canale	ita	
foreign	canal	fra	
entry	Canapa	0	
orth	Canapa	ita	
foreign	chancre	fra	
entry	Canceroso	0	
orth	Canceroso	ita	
foreign	cancéreux	fra	
entry	Cancro	0	
orth	Cancro	ita	
foreign	cancer	fra	
entry	Candeletta	0	
orth	Candeletta	ita	
foreign	bougie	fra	
entry	Candito	0	
orth	Candito	ita	
foreign	candi	fra	
entry	Canfora	0	
orth	Canfora	ita	
foreign	camphre	fra	
entry	Canforato	0	
orth	Canforato	ita	
foreign	camphorate	fra	
entry	Canforico	0	
orth	Canforico	ita	
foreign	camphorique	fra	
entry	Cangrena	0	
orth	Cangrena	ita	
foreign	gangrène	fra	
entry	Cangrenoso	0	
orth	Cangrenoso	ita	
foreign	gangréneux	fra	
entry	Canicola	0	
orth	Canicola	ita	
foreign	canicule	fra	
entry	Canicolare	0	
orth	Canicolare	ita	
foreign	caniculaire	fra	
entry	Canino	0	
orth	Canino	ita	
foreign	canin	fra	
entry	Canizie	0	
orth	Canizie	ita	
entry	Canna da zucchero, Cannamele	0	
orth	Canna da zucchero	ita	
orth	Cannamele	ita	
foreign	canne à sucre	fra	
entry	Cannella	0	
orth	Cannella	ita	
foreign	cannelle	fra	
entry	Cannello	0	
orth	Cannello	ita	
foreign	stylet	fra	
entry	Cannone	0	
orth	Cannone	ita	
foreign	occiput	fra	
entry	Cantaride	0	
orth	Cantaride	ita	
foreign	cantharide	fra	
entry	Cantaridina	0	
orth	Cantaridina	ita	
foreign	Cantharidine	fra	
entry	Canto	0	
orth	Canto	ita	
foreign	canthus	fra	
entry	Caoutchouca	0	
orth	Caoutchouca	ita	
foreign	caoutchouc	fra	
entry	Capacità	0	
orth	Capacità	ita	
foreign	capacité	fra	
entry	Capellamento	0	
orth	Capellamento	ita	
foreign	chevelure	fra	
foreign	chevelu (le)	fra	
entry	Capellato	0	
orth	Capellato	ita	
foreign	chevelu	fra	
entry	Capello	0	
orth	Capello	ita	
foreign	cheveu	fra	
entry	Capestro	0	
orth	Capestro	ita	
foreign	chevêtre	fra	
entry	Capezzolato	0	
orth	Capezzolato	ita	
foreign	mamelonné	fra	
entry	Capezzolo	0	
orth	Capezzolo	ita	
foreign	mamelon	fra	
entry	Capillare	0	
orth	Capillare	ita	
foreign	capillaire	fra	
entry	Capillarità	0	
orth	Capillarità	ita	
foreign	capillarité	fra	
entry	Capillazione	0	
orth	Capillazione	ita	
entry	Capitello	0	
orth	Capitello	ita	
foreign	chapiteau	fra	
entry	Capitombolo	0	
orth	Capitombolo	ita	
entry	Capituluvio	0	
orth	Capituluvio	ita	
entry	Capo	0	
orth	Capo	ita	
foreign	tête	fra	
entry	Capogiro	0	
orth	Capogiro	ita	
foreign	vertige	fra	
entry	Capolino	0	
orth	Capolino	ita	
foreign	capitule	fra	
entry	Capomorto	0	
orth	Capomorto	ita	
foreign	caput mortuum	fra	
entry	Capparo	0	
orth	Capparo	ita	
foreign	câpre	fra	
entry	Cappelletto	0	
orth	Cappelletto	ita	
entry	Cappellina	0	
orth	Cappellina	ita	
foreign	capeline	fra	
entry	Caprezzo, Capriccio	0	
orth	Caprezzo	ita	
orth	Capriccio	ita	
entry	Caprizante	0	
orth	Caprizante	ita	
foreign	caprisant	fra	
entry	Capsula	0	
orth	Capsula	ita	
foreign	capsule	fra	
entry	Capsulare	0	
orth	Capsulare	ita	
foreign	capsulaire	fra	
entry	Capucciato	0	
orth	Capucciato	ita	
entry	Capuccio	0	
orth	Capuccio	ita	
foreign	capuchon	fra	
foreign	trapèze (le)	fra	
entry	Caracollo	0	
orth	Caracollo	ita	
entry	Carattere	0	
orth	Carattere	ita	
foreign	caractère	fra	
entry	Carbonate	0	
orth	Carbonate	ita	
foreign	carbonate	fra	
entry	Carboncello	0	
orth	Carboncello	ita	
foreign	glossanthrax	fra	
entry	Carbone	0	
orth	Carbone	ita	
foreign	charbon	fra	
entry	Carbonico	0	
orth	Carbonico	ita	
foreign	carbonique	fra	
entry	Carbonio	0	
orth	Carbonio	ita	
foreign	carbone	fra	
entry	Carbonizzazione	0	
orth	Carbonizzazione	ita	
foreign	carbonisation	fra	
entry	Carbonoso	0	
orth	Carbonoso	ita	
foreign	charbonneux	fra	
entry	Carburo	0	
orth	Carburo	ita	
foreign	carbure	fra	
entry	Carcinoma	0	
orth	Carcinoma	ita	
foreign	carcinome	fra	
entry	Carcinomatoso	0	
orth	Carcinomatoso	ita	
foreign	carcinomateux	fra	
entry	Cardiaco	0	
orth	Cardiaco	ita	
foreign	cardiaque	fra	
entry	Cardialgia	0	
orth	Cardialgia	ita	
foreign	cardialgie	fra	
entry	Carena	0	
orth	Carena	ita	
foreign	carène	fra	
entry	Carfologia	0	
orth	Carfologia	ita	
foreign	carphologie	fra	
entry	Cariare	0	
orth	Cariare	ita	
foreign	carier	fra	
entry	Cariato	0	
orth	Cariato	ita	
foreign	carié	fra	
entry	Carie	0	
orth	Carie	ita	
foreign	carie	fra	
entry	Carioso	0	
orth	Carioso	ita	
foreign	carieux	fra	
entry	Carminativo	0	
orth	Carminativo	ita	
foreign	carminatif	fra	
entry	Carne	0	
orth	Carne	ita	
foreign	chair	fra	
entry	Carnificato	0	
orth	Carnificato	ita	
foreign	carnifié	fra	
entry	Carnificazione	0	
orth	Carnificazione	ita	
foreign	carnification	fra	
entry	Carnivoro	0	
orth	Carnivoro	ita	
foreign	carnivore	fra	
entry	Carnosità	0	
orth	Carnosità	ita	
foreign	carnosité	fra	
entry	Carnoso	0	
orth	Carnoso	ita	
foreign	charnu	fra	
entry	Caro	0	
orth	Caro	ita	
foreign	carus	fra	
entry	Carota	0	
orth	Carota	ita	
foreign	carotte	fra	
entry	Carotico	0	
orth	Carotico	ita	
foreign	carotique	fra	
entry	Carotide	0	
orth	Carotide	ita	
foreign	carotide	fra	
entry	Carpico	0	
orth	Carpico	ita	
foreign	carpien	fra	
entry	Carpo	0	
orth	Carpo	ita	
foreign	carpe	fra	
entry	Cartilagine	0	
orth	Cartilagine	ita	
foreign	cartilage	fra	
entry	Cartilaginificazione	0	
orth	Cartilaginificazione	ita	
foreign	cartilaginification	fra	
entry	Cartilaginoso	0	
orth	Cartilaginoso	ita	
foreign	cartilagineux	fra	
entry	Caruncula	0	
orth	Caruncula	ita	
foreign	caroncule	fra	
entry	Carunculoso	0	
orth	Carunculoso	ita	
entry	Cascariglia	0	
orth	Cascariglia	ita	
foreign	cascarille	fra	
entry	Caseato	0	
orth	Caseato	ita	
foreign	caséate	fra	
entry	Caseico	0	
orth	Caseico	ita	
foreign	caséique	fra	
entry	Caseina	0	
orth	Caseina	ita	
foreign	caséine	fra	
entry	Caseo	0	
orth	Caseo	ita	
foreign	caséum	fra	
entry	Caseoso	0	
orth	Caseoso	ita	
foreign	caséeux	fra	
entry	Cassa	0	
orth	Cassa	ita	
foreign	casse	fra	
entry	Castagna	0	
orth	Castagna	ita	
foreign	châtaigne	fra	
entry	Castagne	0	
orth	Castagne	ita	
foreign	châtain	fra	
entry	Castorio, Castoro	0	
orth	Castorio	ita	
orth	Castoro	ita	
foreign	castoréum	fra	
entry	Castrare	0	
orth	Castrare	ita	
foreign	châtrer	fra	
entry	Castrazione	0	
orth	Castrazione	ita	
foreign	castration	fra	
entry	Catalepsia	0	
orth	Catalepsia	ita	
foreign	catalepsie	fra	
entry	Catalettico	0	
orth	Catalettico	ita	
foreign	cataleptique	fra	
entry	Catalisi	0	
orth	Catalisi	ita	
foreign	catalyse	fra	
entry	Catalitico	0	
orth	Catalitico	ita	
foreign	catalytique	fra	
entry	Catameniale	0	
orth	Catameniale	ita	
foreign	menstruel	fra	
entry	Catamenia	0	
orth	Catamenia	ita	
foreign	menstrues	fra	
entry	Cataplasma	0	
orth	Cataplasma	ita	
foreign	cataplasme	fra	
entry	Catapozio	0	
orth	Catapozio	ita	
foreign	pilule	fra	
entry	Catarrale	0	
orth	Catarrale	ita	
foreign	catarrhal	fra	
entry	Catarratta	0	
orth	Catarratta	ita	
foreign	cataracte	fra	
entry	Catarro	0	
orth	Catarro	ita	
foreign	catarrhe	fra	
entry	Catarroso	0	
orth	Catarroso	ita	
foreign	catarrheux	fra	
entry	Catarsia	0	
orth	Catarsia	ita	
foreign	purgation	fra	
entry	Catartico	0	
orth	Catartico	ita	
foreign	cathartique	fra	
entry	Cateratta	0	
orth	Cateratta	ita	
foreign	cataracte	fra	
entry	Caterattato	0	
orth	Caterattato	ita	
foreign	cataracté	fra	
entry	Cateretico	0	
orth	Cateretico	ita	
foreign	cathérétique	fra	
entry	Catetere	0	
orth	Catetere	ita	
foreign	cathéter	fra	
entry	Cateterismo	0	
orth	Cateterismo	ita	
foreign	cathétérisme	fra	
entry	Catoco	0	
orth	Catoco	ita	
foreign	catochus	fra	
entry	Catolico	0	
orth	Catolico	ita	
foreign	catholicon	fra	
entry	Catolico, Cattolico	0	
orth	Catolico	ita	
orth	Cattolico	ita	
foreign	général	fra	
entry	Catoptro	0	
orth	Catoptro	ita	
foreign	spéculum	fra	
entry	Catrame	0	
orth	Catrame	ita	
foreign	goudron	fra	
entry	Catulotico	0	
orth	Catulotico	ita	
foreign	catulotique	fra	
entry	Cauda equina	0	
orth	Cauda equina	ita	
foreign	queue de cheval	fra	
entry	Caudazione	0	
orth	Caudazione	ita	
entry	Caule	0	
orth	Caule	ita	
foreign	tige	fra	
entry	Causa	0	
orth	Causa	ita	
foreign	cause	fra	
entry	Causticità	0	
orth	Causticità	ita	
foreign	causticité	fra	
entry	Caustico	0	
orth	Caustico	ita	
foreign	caustique	fra	
entry	Cauterio	0	
orth	Cauterio	ita	
foreign	cautère	fra	
entry	Cauterizzare	0	
orth	Cauterizzare	ita	
foreign	cautériser	fra	
entry	Cauterizzazione	0	
orth	Cauterizzazione	ita	
foreign	cautérisation	fra	
entry	Cavallo	0	
orth	Cavallo	ita	
foreign	cheval	fra	
entry	Cavapalle	0	
orth	Cavapalle	ita	
foreign	tire-balle	fra	
entry	Caverna	0	
orth	Caverna	ita	
foreign	caverne	fra	
entry	Cavernoso	0	
orth	Cavernoso	ita	
foreign	caverneux	fra	
entry	Cavezza di Moro	0	
orth	Cavezza di Moro	ita	
foreign	tête de More	fra	
entry	Cavità	0	
orth	Cavità	ita	
foreign	cavité	fra	
entry	Cavo	0	
orth	Cavo	ita	
foreign	cave	fra	
entry	Cavolo	0	
orth	Cavolo	ita	
foreign	chou	fra	
entry	Cavolo-fiore	0	
orth	Cavolo-fiore	ita	
foreign	chou-fleur	fra	
entry	Cavriola	0	
orth	Cavriola	ita	
foreign	courbette	fra	
entry	Cece	0	
orth	Cece	ita	
foreign	pois chiche	fra	
entry	Cecità	0	
orth	Cecità	ita	
foreign	cécité	fra	
entry	Cedreno	0	
orth	Cedreno	ita	
foreign	citronnier	fra	
entry	Cedron	0	
orth	Cedron	ita	
foreign	citron	fra	
entry	Cefalalgia	0	
orth	Cefalalgia	ita	
foreign	céphalalgie	fra	
entry	Cefalea	0	
orth	Cefalea	ita	
foreign	céphalée	fra	
entry	Cefalico	0	
orth	Cefalico	ita	
foreign	céphalique	fra	
entry	Cefalite	0	
orth	Cefalite	ita	
foreign	céphalite	fra	
entry	Cefalocele	0	
orth	Cefalocele	ita	
foreign	céphalocèle	fra	
entry	Cefalometro	0	
orth	Cefalometro	ita	
foreign	céphalomètre	fra	
pb	1788	1802	
entry	Cefalotomia	0	
orth	Cefalotomia	ita	
foreign	céphalotomie	fra	
entry	Celamento, Celatura	0	
orth	Celamento	ita	
orth	Celatura	ita	
entry	Celetta, Celluzza	0	
orth	Celetta	ita	
orth	Celluzza	ita	
foreign	cellule	fra	
entry	Celiaco	0	
orth	Celiaco	ita	
foreign	cœliaque	fra	
entry	Cellulare	0	
orth	Cellulare	ita	
foreign	cellulaire	fra	
entry	Celluloso	0	
orth	Celluloso	ita	
foreign	celluleux	fra	
entry	Celotomia	0	
orth	Celotomia	ita	
foreign	célotomie	fra	
entry	Cenere	0	
orth	Cenere	ita	
foreign	cendre	fra	
entry	Cenerino	0	
orth	Cenerino	ita	
foreign	cendré	fra	
entry	Cenosi	0	
orth	Cenosi	ita	
foreign	évacuation	fra	
entry	Centaurea	0	
orth	Centaurea	ita	
foreign	centaurée	fra	
entry	Centrale	0	
orth	Centrale	ita	
foreign	central	fra	
entry	Centro	0	
orth	Centro	ita	
foreign	centre	fra	
entry	Cenuri	0	
orth	Cenuri	ita	
foreign	cœnures	fra	
entry	Cera	0	
orth	Cera	ita	
foreign	cire	fra	
entry	Ceratocele	0	
orth	Ceratocele	ita	
entry	Ceratofaringeo	0	
orth	Ceratofaringeo	ita	
foreign	cérato-pharyngien	fra	
entry	Ceratonissi	0	
orth	Ceratonissi	ita	
foreign	kératonyxis	fra	
entry	Ceratotomia	0	
orth	Ceratotomia	ita	
foreign	kératotomie	fra	
entry	Ceratotomo	0	
orth	Ceratotomo	ita	
foreign	kératotome	fra	
entry	Cerchiato	0	
orth	Cerchiato	ita	
foreign	couronné	fra	
entry	Cerchiello	0	
orth	Cerchiello	ita	
foreign	anneau	fra	
foreign	cerceau	fra	
entry	Cerchio	0	
orth	Cerchio	ita	
foreign	cercle	fra	
entry	Cerebellite	0	
orth	Cerebellite	ita	
entry	Cerfoglio	0	
orth	Cerfoglio	ita	
foreign	cerfeuil	fra	
entry	Cerotto	0	
orth	Cerotto	ita	
foreign	cérat	fra	
entry	Ceruelo (male)	0	
orth	Ceruelo (male)	ita	
foreign	cyanose	fra	
entry	Cerume	0	
orth	Cerume	ita	
foreign	cérumen	fra	
entry	Ceruminoso	0	
orth	Ceruminoso	ita	
foreign	cérumineux	fra	
entry	Cerusia	0	
orth	Cerusia	ita	
foreign	chirurgie	fra	
entry	Cerusico	0	
orth	Cerusico	ita	
foreign	chirurgien	fra	
entry	Cerussa	0	
orth	Cerussa	ita	
foreign	céruse	fra	
entry	Cerveletto	0	
orth	Cerveletto	ita	
foreign	cervelet	fra	
entry	Cervello	0	
orth	Cervello	ita	
foreign	cerveau	fra	
entry	Cervicale	0	
orth	Cervicale	ita	
foreign	cervical	fra	
entry	Cervo	0	
orth	Cervo	ita	
foreign	cerf	fra	
entry	Cervoggia	0	
orth	Cervoggia	ita	
foreign	cervoise	fra	
foreign	bière	fra	
entry	Cesario (parto), Cesarea (operazione)	0	
orth	Cesario (parto)	ita	
orth	Cesarea (operazione)	ita	
foreign	opération césarienne	fra	
entry	Cetilo	0	
orth	Cetilo	ita	
foreign	cétyle	fra	
entry	Cetina	0	
orth	Cetina	ita	
foreign	Cétine	fra	
entry	Cheloide	0	
orth	Cheloide	ita	
foreign	chéloïde	fra	
foreign	kéloïde	fra	
entry	Chemosi	0	
orth	Chemosi	ita	
foreign	chémosis	fra	
entry	Chiarificato	0	
orth	Chiarificato	ita	
foreign	clarifié	fra	
entry	Chiarificazione	0	
orth	Chiarificazione	ita	
foreign	clarification	fra	
entry	Chiaro	0	
orth	Chiaro	ita	
foreign	clair	fra	
entry	Chiave	0	
orth	Chiave	ita	
foreign	clef	fra	
entry	Chiavi del cranio	0	
orth	Chiavi del cranio	ita	
foreign	clefs du crâne (les os wormiens)	fra	
entry	Chaizza	0	
orth	Chaizza	ita	
entry	Chilare	0	
orth	Chilare	ita	
foreign	chylaire	fra	
entry	Chilifero	0	
orth	Chilifero	ita	
