object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
foreign	cranioscopie	fra	
entry	Cream	0	
orth	Cream	eng	
foreign	crème	fra	
entry	Cream of tartar	0	
orth	Cream of tartar	eng	
foreign	crème de tartre	fra	
entry	Creeping sickness	0	
orth	Creeping sickness	eng	
foreign	ergotisme	fra	
entry	Crest	0	
orth	Crest	eng	
foreign	crête	fra	
entry	Crested	0	
orth	Crested	eng	
entry	Cretaceous	0	
orth	Cretaceous	eng	
foreign	crétacé	fra	
entry	Cretinism	0	
orth	Cretinism	eng	
foreign	crétinisme	fra	
entry	Cribriform	0	
orth	Cribriform	eng	
foreign	cribriforme	fra	
entry	Cricoid	0	
orth	Cricoid	eng	
foreign	cricoïde	fra	
entry	Crim evil	0	
orth	Crim evil	eng	
foreign	mal de Crimée (sorte d’élépliantiasis tuberculeux)	fra	
entry	Critical	0	
orth	Critical	eng	
foreign	critique	fra	
entry	Cross birth	0	
orth	Cross birth	eng	
entry	Crotchet	0	
orth	Crotchet	eng	
foreign	crochet	fra	
entry	Croup	0	
orth	Croup	eng	
foreign	croup	fra	
entry	Croup (false)	0	
orth	Croup (false)	eng	
foreign	faux croup	fra	
entry	Croup-like	0	
orth	Croup-like	eng	
entry	Crown	0	
orth	Crown	eng	
foreign	couronne	fra	
entry	Crucible	0	
orth	Crucible	eng	
foreign	creuset	fra	
entry	Crude	0	
orth	Crude	eng	
foreign	cru	fra	
foreign	non préparé	fra	
entry	Crustaceous	0	
orth	Crustaceous	eng	
foreign	crustacé	fra	
entry	Crystalline lens	0	
orth	Crystalline lens	eng	
foreign	cristallin (le)	fra	
entry	Crystalloid	0	
orth	Crystalloid	eng	
foreign	cristallin	fra	
entry	Cubic nitre	0	
orth	Cubic nitre	eng	
foreign	nitrate de soude	fra	
entry	Culm	0	
orth	Culm	eng	
foreign	chaume	fra	
entry	Cultrate	0	
orth	Cultrate	eng	
entry	Cuneiform	0	
orth	Cuneiform	eng	
foreign	cunéiforme	fra	
entry	Cupping	0	
orth	Cupping	eng	
entry	Curd	0	
orth	Curd	eng	
entry	Curvature	0	
orth	Curvature	eng	
foreign	courbure	fra	
entry	Cutaneous	0	
orth	Cutaneous	eng	
foreign	cutané	fra	
entry	Cuticle	0	
orth	Cuticle	eng	
foreign	épiderme	fra	
entry	Cutting for the stone	0	
orth	Cutting for the stone	eng	
foreign	lithotomie	fra	
entry	Cyanogen	0	
orth	Cyanogen	eng	
foreign	cyanogène	fra	
entry	Cyanuret, Cyanide	0	
orth	Cyanuret	eng	
orth	Cyanide	eng	
foreign	cyanure	fra	
entry	Cylinder	0	
orth	Cylinder	eng	
foreign	cylindre	fra	
entry	Cyst, Kyst	0	
orth	Cyst	eng	
orth	Kyst	eng	
foreign	kyste	fra	
entry	Cystic	0	
orth	Cystic	eng	
foreign	cystique	fra	
entry	Cytoblast	0	
orth	Cytoblast	eng	
foreign	cytoblaste	fra	
entry	Day-mare	0	
orth	Day-mare	eng	
foreign	cauchemar	fra	
entry	Day-sight	0	
orth	Day-sight	eng	
foreign	héméralopie	fra	
entry	Deafness	0	
orth	Deafness	eng	
foreign	surdité	fra	
entry	Death	0	
orth	Death	eng	
foreign	mort	fra	
entry	Debility	0	
orth	Debility	eng	
foreign	débilité	fra	
entry	Deciduous	0	
orth	Deciduous	eng	
foreign	caduc	fra	
entry	Decline	0	
orth	Decline	eng	
foreign	rémission	fra	
entry	Declining	0	
orth	Declining	eng	
foreign	déclive	fra	
entry	Decrement	0	
orth	Decrement	eng	
foreign	déclin	fra	
entry	Defensives	0	
orth	Defensives	eng	
foreign	cordiaux	fra	
entry	Defluxion	0	
orth	Defluxion	eng	
foreign	catarrhe	fra	
entry	Degree	0	
orth	Degree	eng	
foreign	degré	fra	
entry	Deleterious	0	
orth	Deleterious	eng	
foreign	délétère	fra	
entry	Delirifacients	0	
orth	Delirifacients	eng	
entry	Delirious	0	
orth	Delirious	eng	
entry	Delivery	0	
orth	Delivery	eng	
foreign	accouchement	fra	
entry	Deltiforme	0	
orth	Deltiforme	eng	
foreign	deltoïde	fra	
entry	Deltoid	0	
orth	Deltoid	eng	
foreign	deltoïde	fra	
entry	Demented	0	
orth	Demented	eng	
foreign	aliéné	fra	
entry	Demulcent	0	
orth	Demulcent	eng	
entry	Density	0	
orth	Density	eng	
foreign	densité	fra	
entry	Dentate	0	
orth	Dentate	eng	
foreign	denté	fra	
entry	Denticulate	0	
orth	Denticulate	eng	
foreign	denticulé	fra	
entry	Dentist	0	
orth	Dentist	eng	
foreign	dentiste	fra	
entry	Deobstruent	0	
orth	Deobstruent	eng	
foreign	désobstruant	fra	
entry	Deoxidation	0	
orth	Deoxidation	eng	
foreign	désoxydation	fra	
entry	Depilatory	0	
orth	Depilatory	eng	
foreign	épilatoire	fra	
entry	Depletory means	0	
orth	Depletory means	eng	
entry	Deposit	0	
orth	Deposit	eng	
foreign	déposition	fra	
foreign	dépôt	fra	
entry	Depressants	0	
orth	Depressants	eng	
entry	Depressed	0	
orth	Depressed	eng	
foreign	abaissé	fra	
entry	Derivatives	0	
orth	Derivatives	eng	
entry	Dermatoid	0	
orth	Dermatoid	eng	
entry	Dermatology	0	
orth	Dermatology	eng	
foreign	dermatologie	fra	
entry	Descriptive	0	
orth	Descriptive	eng	
foreign	descriptif	fra	
entry	Dessiccative	0	
orth	Dessiccative	eng	
foreign	dessiccatif	fra	
entry	Desmology	0	
orth	Desmology	eng	
foreign	desmologie	fra	
entry	Determination	0	
orth	Determination	eng	
entry	Detruncation	0	
orth	Detruncation	eng	
foreign	détroncation	fra	
entry	Development	0	
orth	Development	eng	
foreign	développement	fra	
entry	Devonshire colic	0	
orth	Devonshire colic	eng	
entry	Dew	0	
orth	Dew	eng	
foreign	rosée	fra	
entry	Diabetic	0	
orth	Diabetic	eng	
foreign	diabétique	fra	
entry	Diaphanous	0	
orth	Diaphanous	eng	
foreign	diaphane	fra	
entry	Diaphoretic	0	
orth	Diaphoretic	eng	
foreign	diaphorétique	fra	
entry	Diaphragm	0	
orth	Diaphragm	eng	
foreign	diaphragme	fra	
entry	Diaphragmatic	0	
orth	Diaphragmatic	eng	
foreign	diaphragmatique	fra	
entry	Diapnoic	0	
orth	Diapnoic	eng	
entry	Diapyetic	0	
orth	Diapyetic	eng	
foreign	suppuratif	fra	
entry	Dicrotic	0	
orth	Dicrotic	eng	
foreign	dicrote	fra	
entry	Diet	0	
orth	Diet	eng	
foreign	diète	fra	
entry	Diet drink	0	
orth	Diet drink	eng	
entry	Dietetic	0	
orth	Dietetic	eng	
foreign	diététique	fra	
entry	Dietetics	0	
orth	Dietetics	eng	
foreign	diététique (la)	fra	
entry	Diffuse	0	
orth	Diffuse	eng	
foreign	diffus	fra	
entry	Digastric groove	0	
orth	Digastric groove	eng	
entry	Digerents, Digestives	0	
orth	Digerents	eng	
orth	Digestives	eng	
entry	Digester	0	
orth	Digester	eng	
entry	Digestive	0	
orth	Digestive	eng	
foreign	digestif	fra	
pb	1770	1784	
entry	Dimorphism	0	
orth	Dimorphism	eng	
foreign	dimorphisme	fra	
entry	Dioptrics	0	
orth	Dioptrics	eng	
foreign	dioptrique (la)	fra	
entry	Dirigent	0	
orth	Dirigent	eng	
entry	Dirt-eating	0	
orth	Dirt-eating	eng	
entry	Discharge	0	
orth	Discharge	eng	
entry	Discoid	0	
orth	Discoid	eng	
foreign	discoïde	fra	
entry	Discreet	0	
orth	Discreet	eng	
foreign	discret	fra	
entry	Discussion	0	
orth	Discussion	eng	
foreign	résolution	fra	
entry	Discutient	0	
orth	Discutient	eng	
foreign	résolutif	fra	
entry	Disease	0	
orth	Disease	eng	
foreign	maladie	fra	
entry	Disgorgement	0	
orth	Disgorgement	eng	
foreign	dégorgement	fra	
entry	Disgust	0	
orth	Disgust	eng	
foreign	dégoût	fra	
entry	Disinfectants	0	
orth	Disinfectants	eng	
foreign	désinfectants	fra	
entry	Disinfection	0	
orth	Disinfection	eng	
foreign	désinfection	fra	
entry	Disk	0	
orth	Disk	eng	
foreign	disque	fra	
entry	Dislocation	0	
orth	Dislocation	eng	
foreign	luxation	fra	
entry	Disorganization	0	
orth	Disorganization	eng	
foreign	désorganisation	fra	
entry	Dispensary	0	
orth	Dispensary	eng	
foreign	dispensaire	fra	
entry	Dispensatory	0	
orth	Dispensatory	eng	
foreign	Codex	fra	
entry	Displacement	0	
orth	Displacement	eng	
foreign	déplacement	fra	
entry	Dissecting	0	
orth	Dissecting	eng	
entry	Dissection wound	0	
orth	Dissection wound	eng	
foreign	blessure anatomique	fra	
entry	Dissepiment	0	
orth	Dissepiment	eng	
foreign	cloison	fra	
entry	Dissilient	0	
orth	Dissilient	eng	
entry	Dissolvent	0	
orth	Dissolvent	eng	
foreign	dissolvant	fra	
entry	Distemper	0	
orth	Distemper	eng	
entry	Distichous	0	
orth	Distichous	eng	
entry	Distilled	0	
orth	Distilled	eng	
foreign	distillé	fra	
entry	Diuretic	0	
orth	Diuretic	eng	
foreign	diurétique	fra	
entry	Divaricate	0	
orth	Divaricate	eng	
entry	Dividing bandage	0	
orth	Dividing bandage	eng	
foreign	bandage séparant	fra	
entry	Dizziness	0	
orth	Dizziness	eng	
foreign	vertige	fra	
entry	Dotted	0	
orth	Dotted	eng	
foreign	ponctué	fra	
entry	Dragon’s blood	0	
orth	Dragon’s blood	eng	
foreign	sang-dragon	fra	
entry	Drastic	0	
orth	Drastic	eng	
foreign	drastique	fra	
entry	Draught	0	
orth	Draught	eng	
entry	Drench	0	
orth	Drench	eng	
entry	Dresser	0	
orth	Dresser	eng	
entry	Dressing	0	
orth	Dressing	eng	
foreign	pansement	fra	
entry	Drivelling	0	
orth	Drivelling	eng	
entry	Drooping	0	
orth	Drooping	eng	
foreign	inclinant (s')	fra	
entry	Drop	0	
orth	Drop	eng	
foreign	goutte (une)	fra	
entry	Dropsical	0	
orth	Dropsical	eng	
foreign	hydropique	fra	
entry	Dropsy	0	
orth	Dropsy	eng	
foreign	hydropisie	fra	
entry	Drosometer	0	
orth	Drosometer	eng	
entry	Drowning	0	
orth	Drowning	eng	
entry	Drug	0	
orth	Drug	eng	
foreign	drogue (une)	fra	
entry	Drum of the ear	0	
orth	Drum of the ear	eng	
foreign	tympan (le)	fra	
entry	Drunkeness	0	
orth	Drunkeness	eng	
foreign	ivrognerie	fra	
entry	Dry pile	0	
orth	Dry pile	eng	
foreign	pile sèche (la)	fra	
entry	Ductility	0	
orth	Ductility	eng	
foreign	ductilité	fra	
entry	Dwarf	0	
orth	Dwarf	eng	
foreign	nain	fra	
entry	Dynamic	0	
orth	Dynamic	eng	
foreign	dynamique	fra	
entry	Dynamics	0	
orth	Dynamics	eng	
foreign	dynamique (la)	fra	
entry	Dynamometer	0	
orth	Dynamometer	eng	
foreign	dynamomètre	fra	
entry	Dysentery	0	
orth	Dysentery	eng	
foreign	dysenterie	fra	
entry	Dysepulotic	0	
orth	Dysepulotic	eng	
entry	Eagle stone	0	
orth	Eagle stone	eng	
foreign	aétite	fra	
entry	Ear	0	
orth	Ear	eng	
foreign	oreille	fra	
entry	Ear-pick	0	
orth	Ear-pick	eng	
foreign	cure-oreille	fra	
entry	Ear-trumpet	0	
orth	Ear-trumpet	eng	
foreign	cornet acoustique	fra	
entry	Ear-wax	0	
orth	Ear-wax	eng	
foreign	cérumen	fra	
entry	Earth	0	
orth	Earth	eng	
foreign	terre	fra	
entry	Ebony	0	
orth	Ebony	eng	
foreign	ébène	fra	
entry	Ebriety	0	
orth	Ebriety	eng	
foreign	ivresse	fra	
entry	Ecbolic	0	
orth	Ecbolic	eng	
foreign	abortif	fra	
entry	Eccathartic	0	
orth	Eccathartic	eng	
entry	Eccoprotic	0	
orth	Eccoprotic	eng	
entry	Eccrinology	0	
orth	Eccrinology	eng	
entry	Economy	0	
orth	Economy	eng	
foreign	économie	fra	
entry	Ecphractic	0	
orth	Ecphractic	eng	
foreign	désobstruant	fra	
entry	Ecpyetic	0	
orth	Ecpyetic	eng	
foreign	suppuratif	fra	
entry	Ecstasy	0	
orth	Ecstasy	eng	
foreign	extase	fra	
entry	Ecstatic trance	0	
orth	Ecstatic trance	eng	
foreign	catalepsie	fra	
entry	Ectrotic	0	
orth	Ectrotic	eng	
foreign	ectrotique	fra	
entry	Edentate	0	
orth	Edentate	eng	
foreign	édenté	fra	
entry	Eel	0	
orth	Eel	eng	
foreign	anguille	fra	
entry	Eel fat	0	
orth	Eel fat	eng	
entry	Effete	0	
orth	Effete	eng	
foreign	épuisé	fra	
entry	Egg	0	
orth	Egg	eng	
foreign	œuf	fra	
entry	Egg-shaped	0	
orth	Egg-shaped	eng	
foreign	oviforme	fra	
entry	Egophony	0	
orth	Egophony	eng	
foreign	égophonie	fra	
entry	Ejaculatory	0	
orth	Ejaculatory	eng	
foreign	éjaculateur	fra	
entry	Elastic	0	
orth	Elastic	eng	
foreign	élastique	fra	
entry	Elasticity	0	
orth	Elasticity	eng	
foreign	élasticité	fra	
entry	Electric, Electrical	0	
orth	Electric	eng	
orth	Electrical	eng	
foreign	électrique	fra	
entry	Electricity	0	
orth	Electricity	eng	
foreign	électricité	fra	
entry	Electro-magnetism	0	
orth	Electro-magnetism	eng	
foreign	électro-magnétisme	fra	
entry	Elytroid	0	
orth	Elytroid	eng	
foreign	élytroïde	fra	
entry	Elytrorrhaphy	0	
orth	Elytrorrhaphy	eng	
entry	Emasculate	0	
orth	Emasculate	eng	
foreign	châtré	fra	
entry	Embalming	0	
orth	Embalming	eng	
foreign	embaumement	fra	
entry	Embryography	0	
orth	Embryography	eng	
foreign	embryographie	fra	
entry	Embryotomy	0	
orth	Embryotomy	eng	
foreign	embryotomie	fra	
entry	Emetic	0	
orth	Emetic	eng	
foreign	émétique	fra	
entry	Emeto-cathartic	0	
orth	Emeto-cathartic	eng	
foreign	éméto-cathartique	fra	
entry	Emphractic	0	
orth	Emphractic	eng	
foreign	obstruant	fra	
entry	Empiric	0	
orth	Empiric	eng	
foreign	empirique	fra	
entry	Empirism	0	
orth	Empirism	eng	
foreign	empirisme	fra	
entry	Empyreumatic	0	
orth	Empyreumatic	eng	
foreign	empyreumatique	fra	
entry	Emunctory	0	
orth	Emunctory	eng	
foreign	émonctoire	fra	
entry	Enantiopathic	0	
orth	Enantiopathic	eng	
foreign	palliatif	fra	
entry	Encephalic	0	
orth	Encephalic	eng	
foreign	encéphalique	fra	
entry	Encephaloid	0	
orth	Encephaloid	eng	
foreign	encéphaloïde	fra	
entry	Encysted	0	
orth	Encysted	eng	
foreign	enkysté	fra	
entry	Endemic	0	
orth	Endemic	eng	
foreign	endémique	fra	
entry	Endermatic	0	
orth	Endermatic	eng	
foreign	endermique	fra	
entry	Endocarp	0	
orth	Endocarp	eng	
foreign	endocarpe	fra	
entry	Endogenous	0	
orth	Endogenous	eng	
foreign	endogène	fra	
entry	Endosmometer	0	
orth	Endosmometer	eng	
foreign	endosmomètre	fra	
entry	Enepidermic treatment	0	
orth	Enepidermic treatment	eng	
entry	Energy	0	
orth	Energy	eng	
foreign	énergie	fra	
entry	Enteric	0	
orth	Enteric	eng	
foreign	entérique	fra	
entry	Enterography	0	
orth	Enterography	eng	
foreign	entérographie	fra	
entry	Entero-mesenteric fever	0	
orth	Entero-mesenteric fever	eng	
foreign	fièvre entéro-mésentérique	fra	
entry	Enterorrhaphy	0	
orth	Enterorrhaphy	eng	
foreign	entérorrhaphie	fra	
entry	Entomology	0	
orth	Entomology	eng	
foreign	entomologie	fra	
entry	Entrails	0	
orth	Entrails	eng	
foreign	entrailles	fra	
entry	Epicolic	0	
orth	Epicolic	eng	
entry	Epidemic	0	
orth	Epidemic	eng	
foreign	épidémique	fra	
entry	Epidemy	0	
orth	Epidemy	eng	
foreign	épidémie	fra	
entry	Epidermic	0	
orth	Epidermic	eng	
foreign	épidermique	fra	
entry	Epidermoid	0	
orth	Epidermoid	eng	
entry	Epigastric	0	
orth	Epigastric	eng	
foreign	épigastrique	fra	
entry	Epiglottic	0	
orth	Epiglottic	eng	
foreign	épiglottique	fra	
entry	Epigynous	0	
orth	Epigynous	eng	
foreign	épigyne	fra	
entry	Epilepsy	0	
orth	Epilepsy	eng	
foreign	épilepsie	fra	
entry	Epileptic	0	
orth	Epileptic	eng	
foreign	épileptique	fra	
entry	Epiploic	0	
orth	Epiploic	eng	
foreign	épiploïque	fra	
entry	Epispastic	0	
orth	Epispastic	eng	
foreign	épispastique	fra	
entry	Episternal bones	0	
orth	Episternal bones	eng	
entry	Epizootic	0	
orth	Epizootic	eng	
foreign	épizootique	fra	
entry	Epizooty	0	
orth	Epizooty	eng	
foreign	épizootie	fra	
entry	Epulotic	0	
orth	Epulotic	eng	
foreign	cicatrisant	fra	
entry	Equivocal	0	
orth	Equivocal	eng	
foreign	équivoque	fra	
entry	Erethism	0	
orth	Erethism	eng	
foreign	éréthisme	fra	
entry	Erotic	0	
orth	Erotic	eng	
foreign	érotique	fra	
entry	Erratic	0	
orth	Erratic	eng	
foreign	erratique	fra	
entry	Erysipelatous	0	
orth	Erysipelatous	eng	
foreign	érysipélateux	fra	
entry	Erythroid	0	
orth	Erythroid	eng	
foreign	érythroïde	fra	
entry	Erythroprotid	0	
orth	Erythroprotid	eng	
entry	Eschar	0	
orth	Eschar	eng	
foreign	eschare	fra	
entry	Escharotic	0	
orth	Escharotic	eng	
foreign	escharotique	fra	
entry	Esculent	0	
orth	Esculent	eng	
foreign	alimentaire	fra	
entry	Essential	0	
orth	Essential	eng	
foreign	essentiel	fra	
entry	Ethereal	0	
orth	Ethereal	eng	
foreign	éthéré	fra	
entry	Ethmoid	0	
orth	Ethmoid	eng	
foreign	ethmoïde	fra	
entry	Ethmoidal	0	
orth	Ethmoidal	eng	
entry	Eudiometer	0	
orth	Eudiometer	eng	
foreign	eudiomètre	fra	
entry	Eudiometry	0	
orth	Eudiometry	eng	
foreign	eudiométrie	fra	
entry	Eupeptic	0	
orth	Eupeptic	eng	
entry	Euplastic	0	
orth	Euplastic	eng	
entry	Eustachian tube 	0	
orth	Eustachian tube	eng	
foreign	trompe d’Eustache	fra	
entry	Evomition	0	
orth	Evomition	eng	
entry	Exanguinous	0	
orth	Exanguinous	eng	
foreign	exsangue	fra	
entry	Exanthem	0	
orth	Exanthem	eng	
foreign	exanthème	fra	
entry	Exanthematic	0	
orth	Exanthematic	eng	
foreign	exanthématique	fra	
entry	Excitability	0	
orth	Excitability	eng	
foreign	excitabilité	fra	
entry	Excito-motory system	0	
orth	Excito-motory system	eng	
foreign	système excito-moteur	fra	
entry	Excrementitious	0	
orth	Excrementitious	eng	
foreign	excrémentitiel	fra	
entry	Excrescence	0	
orth	Excrescence	eng	
foreign	excroissance	fra	
entry	Excretory	0	
orth	Excretory	eng	
foreign	excrétoire	fra	
entry	Exercise	0	
orth	Exercise	eng	
foreign	exercice	fra	
entry	Exercitation	0	
orth	Exercitation	eng	
foreign	gymnastique	fra	
entry	Exhaustion	0	
orth	Exhaustion	eng	
foreign	épuisement	fra	
entry	Exogenous	0	
orth	Exogenous	eng	
foreign	exogène	fra	
pb	1771	1784	
entry	Exotic	0	
orth	Exotic	eng	
foreign	exotique	fra	
entry	Expellant, Expellent	0	
orth	Expellant	eng	
orth	Expellent	eng	
entry	Experiment	0	
orth	Experiment	eng	
foreign	expérience (une)	fra	
entry	Expiratory	0	
orth	Expiratory	eng	
foreign	expirateur	fra	
entry	Expressed oid	0	
orth	Expressed oid	eng	
entry	Expulsive	0	
orth	Expulsive	eng	
foreign	expulsif	fra	
entry	Exsanguinity	0	
orth	Exsanguinity	eng	
foreign	anémie	fra	
entry	Extensibility	0	
orth	Extensibility	eng	
foreign	extensibilité	fra	
entry	Extract	0	
orth	Extract	eng	
foreign	extrait	fra	
entry	Extractive	0	
orth	Extractive	eng	
foreign	extractif	fra	
entry	Extra-naturals	0	
orth	Extra-naturals	eng	
entry	Extraneous bodies	0	
orth	Extraneous bodies	eng	
foreign	corps etrangers	fra	
entry	Extra-uterine	0	
orth	Extra-uterine	eng	
foreign	extra-utérin	fra	
entry	Extremity	0	
orth	Extremity	eng	
foreign	extrémité	fra	
entry	Extrinsick	0	
orth	Extrinsick	eng	
foreign	extrinsèque	fra	
entry	Eye	0	
orth	Eye	eng	
foreign	œil	fra	
entry	Eye-glass	0	
orth	Eye-glass	eng	
entry	Eye teeth	0	
orth	Eye teeth	eng	
foreign	dents œillères (les)	fra	
entry	Eye (watery)	0	
orth	Eye (watery)	eng	
foreign	épiphora	fra	
entry	Factitious	0	
orth	Factitious	eng	
foreign	factice	fra	
entry	Faculty	0	
orth	Faculty	eng	
foreign	faculté	fra	
entry	Fainting	0	
orth	Fainting	eng	
foreign	syncope	fra	
entry	Falciform	0	
orth	Falciform	eng	
foreign	falciforme	fra	
entry	Falling	0	
orth	Falling	eng	
foreign	chute	fra	
entry	Falling sickness	0	
orth	Falling sickness	eng	
foreign	épilepsie	fra	
entry	Fallopian ligament	0	
orth	Fallopian ligament	eng	
foreign	ligament de Fallope	fra	
entry	Fallopian tube	0	
orth	Fallopian tube	eng	
foreign	trompe de Fallope	fra	
entry	False	0	
orth	False	eng	
foreign	faux	fra	
entry	False joint	0	
orth	False joint	eng	
foreign	fausse articulation	fra	
entry	False membrane	0	
orth	False membrane	eng	
foreign	fausse membrane	fra	
entry	False passage	0	
orth	False passage	eng	
foreign	fausse route	fra	
entry	False waters	0	
orth	False waters	eng	
foreign	fausses eaux (dans la grossesse)	fra	
entry	Fancy mark	0	
orth	Fancy mark	eng	
foreign	nævus	fra	
entry	Farcy	0	
orth	Farcy	eng	
foreign	farcin	fra	
entry	Farinaceous	0	
orth	Farinaceous	eng	
foreign	farinacé	fra	
entry	Far-sightedness	0	
orth	Far-sightedness	eng	
foreign	presbyopie	fra	
entry	Fasting	0	
orth	Fasting	eng	
foreign	jeûne	fra	
foreign	diète	fra	
entry	Fat	0	
orth	Fat	eng	
foreign	graisse	fra	
entry	Fatty	0	
orth	Fatty	eng	
foreign	gras	fra	
entry	Fatty liver	0	
orth	Fatty liver	eng	
foreign	foie gras	fra	
entry	Fatuity	0	
orth	Fatuity	eng	
foreign	idiotisme	fra	
entry	Febriferous	0	
orth	Febriferous	eng	
foreign	fébricitant	fra	
entry	Fecundation	0	
orth	Fecundation	eng	
foreign	fécondation	fra	
entry	Fecundity	0	
orth	Fecundity	eng	
foreign	fécondité	fra	
entry	Feet (distorsion of the)	0	
orth	Feet (distorsion of the)	eng	
foreign	pied bot	fra	
entry	Feigned diseases	0	
orth	Feigned diseases	eng	
foreign	maladies feintes	fra	
entry	Fenestral bandage	0	
orth	Fenestral bandage	eng	
foreign	bandage fenêtré	fra	
entry	Fever	0	
orth	Fever	eng	
foreign	fièvre	fra	
entry	Fibril	0	
orth	Fibril	eng	
foreign	fibrille	fra	
entry	Fibrin	0	
orth	Fibrin	eng	
foreign	fibrine	fra	
entry	Fibrous	0	
orth	Fibrous	eng	
foreign	fibreux	fra	
entry	Fidgets	0	
orth	Fidgets	eng	
foreign	inquiétudes	fra	
entry	Fillet	0	
orth	Fillet	eng	
entry	Filter	0	
orth	Filter	eng	
foreign	filtre	fra	
entry	Finger	0	
orth	Finger	eng	
foreign	doigt	fra	
entry	Fingered	0	
orth	Fingered	eng	
foreign	digité	fra	
entry	Fire	0	
orth	Fire	eng	
foreign	feu	fra	
entry	Fish	0	
orth	Fish	eng	
foreign	poisson	fra	
entry	Fish skin	0	
orth	Fish skin	eng	
foreign	ichthyose	fra	
entry	Fixed	0	
orth	Fixed	eng	
foreign	fixe	fra	
entry	Fixity	0	
orth	Fixity	eng	
foreign	fixité	fra	
entry	Flax	0	
orth	Flax	eng	
foreign	lin	fra	
entry	Fleam	0	
orth	Fleam	eng	
foreign	phlébotome	fra	
foreign	flamme	fra	
entry	Flesh	0	
orth	Flesh	eng	
foreign	chair	fra	
entry	Fleshy	0	
orth	Fleshy	eng	
foreign	charnu	fra	
entry	Flexibility	0	
orth	Flexibility	eng	
foreign	flexibilité	fra	
entry	Floccilation	0	
orth	Floccilation	eng	
foreign	carphologie	fra	
entry	Flooding	0	
orth	Flooding	eng	
entry	Fluid	0	
orth	Fluid	eng	
foreign	fluide	fra	
entry	Fluidity	0	
orth	Fluidity	eng	
foreign	fluidité	fra	
entry	Fly	0	
orth	Fly	eng	
foreign	mouche	fra	
entry	Fodder	0	
orth	Fodder	eng	
foreign	fourrage	fra	
entry	Fœticid	0	
orth	Fœticid	eng	
entry	Foliaceous	0	
orth	Foliaceous	eng	
foreign	foliacé	fra	
entry	Fontanel	0	
orth	Fontanel	eng	
foreign	fontanelle	fra	
entry	Food	0	
orth	Food	eng	
foreign	aliment	fra	
entry	Foot	0	
orth	Foot	eng	
foreign	pied	fra	
entry	Foot-bath	0	
orth	Foot-bath	eng	
foreign	bain de pieds	fra	
entry	Foot (flat)	0	
orth	Foot (flat)	eng	
foreign	pied plat	fra	
entry	Forensic	0	
orth	Forensic	eng	
foreign	légal	fra	
entry	Foreskin	0	
orth	Foreskin	eng	
foreign	prépuce	fra	
entry	Formic acid	0	
orth	Formic acid	eng	
foreign	acide formique	fra	
entry	Formulary	0	
orth	Formulary	eng	
foreign	formulaire	fra	
entry	Freezing point	0	
orth	Freezing point	eng	
foreign	point de congélation	fra	
entry	Friability	0	
orth	Friability	eng	
foreign	friabilité	fra	
entry	Frigidity	0	
orth	Frigidity	eng	
foreign	frigidité	fra	
entry	Frigorific	0	
orth	Frigorific	eng	
foreign	frigorifique	fra	
entry	Frost-bite	0	
orth	Frost-bite	eng	
entry	Fugacious	0	
orth	Fugacious	eng	
foreign	fugace	fra	
entry	Fuliginous	0	
orth	Fuliginous	eng	
foreign	fuligineux	fra	
entry	Fullness of blood	0	
orth	Fullness of blood	eng	
foreign	pléthore	fra	
entry	Function	0	
orth	Function	eng	
foreign	fonction	fra	
entry	Fungiform	0	
orth	Fungiform	eng	
foreign	fongiforme	fra	
entry	Fungosity	0	
orth	Fungosity	eng	
foreign	fongosité	fra	
entry	Fungous	0	
orth	Fungous	eng	
foreign	fongueux	fra	
entry	Funnel	0	
orth	Funnel	eng	
foreign	entonnoir	fra	
entry	Furfuraceous	0	
orth	Furfuraceous	eng	
foreign	furfuracé	fra	
entry	Furnace	0	
orth	Furnace	eng	
foreign	fourneau	fra	
entry	Furuncle	0	
orth	Furuncle	eng	
foreign	furoncle	fra	
entry	Furuncular	0	
orth	Furuncular	eng	
foreign	furonculaire	fra	
entry	Fusibility	0	
orth	Fusibility	eng	
foreign	fusibilité	fra	
entry	Fusiform	0	
orth	Fusiform	eng	
foreign	fusiforme	fra	
entry	Galeate	0	
orth	Galeate	eng	
entry	Galenical	0	
orth	Galenical	eng	
foreign	galénique	fra	
entry	Gall	0	
orth	Gall	eng	
foreign	bile	fra	
entry	Gall-bladder	0	
orth	Gall-bladder	eng	
foreign	vésicule biliaire	fra	
entry	Gall-stone	0	
orth	Gall-stone	eng	
foreign	pierre biliaire	fra	
entry	Gallic acid	0	
orth	Gallic acid	eng	
foreign	acide gallique	fra	
entry	Galvanic	0	
orth	Galvanic	eng	
foreign	galvanique	fra	
entry	Galvanism	0	
orth	Galvanism	eng	
foreign	galvanisme	fra	
entry	Galvanometer	0	
orth	Galvanometer	eng	
foreign	galvanomètre	fra	
entry	Gangliform	0	
orth	Gangliform	eng	
foreign	gangliforme	fra	
entry	Gargle	0	
orth	Gargle	eng	
foreign	gargarisme	fra	
entry	Gas	0	
orth	Gas	eng	
foreign	gaz	fra	
entry	Gaseous	0	
orth	Gaseous	eng	
foreign	gazeux	fra	
entry	Gasometer	0	
orth	Gasometer	eng	
foreign	gazomètre	fra	
entry	Gastric	0	
orth	Gastric	eng	
foreign	gastrique	fra	
entry	Gastric juice	0	
orth	Gastric juice	eng	
