object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
foreign	suc gastrique	fra	
entry	Gastro-colic	0	
orth	Gastro-colic	eng	
foreign	gastro-colique	fra	
entry	Gastro-epiploic	0	
orth	Gastro-epiploic	eng	
foreign	gastro-épiploïque	fra	
entry	Gastro-hepatic	0	
orth	Gastro-hepatic	eng	
foreign	gastro-hépatique	fra	
entry	Gastro-hysterotomy	0	
orth	Gastro-hysterotomy	eng	
foreign	gastro-hystérotomie	fra	
entry	Gastro-phrenic	0	
orth	Gastro-phrenic	eng	
foreign	gastro-phrénique	fra	
entry	Gastroraphy	0	
orth	Gastroraphy	eng	
foreign	gastrorrhaphie	fra	
entry	Gastrotomy	0	
orth	Gastrotomy	eng	
foreign	gastrotomie	fra	
entry	Gelatinous	0	
orth	Gelatinous	eng	
foreign	gélatineux	fra	
entry	Gemmiparous	0	
orth	Gemmiparous	eng	
foreign	gemmipare	fra	
entry	Generic	0	
orth	Generic	eng	
foreign	générique	fra	
entry	Gentian	0	
orth	Gentian	eng	
foreign	gentiane	fra	
entry	Germ	0	
orth	Germ	eng	
foreign	germe	fra	
entry	Germinal cell	0	
orth	Germinal cell	eng	
foreign	cytoblaste (un)	fra	
entry	Giddiness	0	
orth	Giddiness	eng	
foreign	vertige	fra	
entry	Gills	0	
orth	Gills	eng	
foreign	branchies	fra	
entry	Gingiber	0	
orth	Gingiber	eng	
foreign	gingembre	fra	
entry	Ginglymoid	0	
orth	Ginglymoid	eng	
foreign	ginglymoïde	fra	
entry	Gland	0	
orth	Gland	eng	
foreign	glande	fra	
entry	Glanders	0	
orth	Glanders	eng	
entry	Glandiform	0	
orth	Glandiform	eng	
foreign	glandiforme	fra	
entry	Glandular	0	
orth	Glandular	eng	
foreign	glandulaire	fra	
entry	Glass	0	
orth	Glass	eng	
foreign	verre	fra	
entry	Gleet	0	
orth	Gleet	eng	
foreign	blennorrhée	fra	
entry	Glenoid	0	
orth	Glenoid	eng	
foreign	glénoïde	fra	
entry	Globose	0	
orth	Globose	eng	
foreign	globuleux	fra	
entry	Glomerate	0	
orth	Glomerate	eng	
foreign	gloméré	fra	
entry	Glossology	0	
orth	Glossology	eng	
foreign	glossologie	fra	
entry	Gluteal	0	
orth	Gluteal	eng	
foreign	fessier	fra	
entry	Gluten bread	0	
orth	Gluten bread	eng	
foreign	pain de gluten	fra	
entry	Glutinous	0	
orth	Glutinous	eng	
foreign	glutineux	fra	
entry	Gluttony	0	
orth	Gluttony	eng	
foreign	boulimie	fra	
entry	Goat	0	
orth	Goat	eng	
foreign	bouc	fra	
entry	Gold	0	
orth	Gold	eng	
foreign	or	fra	
entry	Gorget	0	
orth	Gorget	eng	
foreign	gorgeret	fra	
entry	Gout	0	
orth	Gout	eng	
foreign	goutte (la)	fra	
entry	Gout (diaphragmatic)	0	
orth	Gout (diaphragmatic)	eng	
foreign	angine de· poitrine	fra	
entry	Gouty	0	
orth	Gouty	eng	
foreign	goutteux	fra	
entry	Grape	0	
orth	Grape	eng	
foreign	raisin	fra	
entry	Grave wax	0	
orth	Grave wax	eng	
foreign	adipocire	fra	
entry	Gravel	0	
orth	Gravel	eng	
foreign	gravelle	fra	
entry	Gravitative	0	
orth	Gravitative	eng	
foreign	gravatif	fra	
entry	Gravity	0	
orth	Gravity	eng	
foreign	pesanteur	fra	
entry	Gripes	0	
orth	Gripes	eng	
foreign	colique (la)	fra	
entry	Groats	0	
orth	Groats	eng	
foreign	orge mondé	fra	
entry	Grocer’s itch	0	
orth	Grocer’s itch	eng	
entry	Grog blotch	0	
orth	Grog blotch	eng	
foreign	acme rosacea	fra	
entry	Grub	0	
orth	Grub	eng	
foreign	ver (un)	fra	
entry	Grumous	0	
orth	Grumous	eng	
foreign	grumeux	fra	
entry	Gum	0	
orth	Gum	eng	
foreign	gomme	fra	
entry	Gum	0	
orth	Gum	eng	
foreign	gencive	fra	
entry	Gum lancet	0	
orth	Gum lancet	eng	
entry	Gum (red)	0	
orth	Gum (red)	eng	
foreign	strophulus	fra	
pb	1772	1786	
entry	Gum-resin	0	
orth	Gum-resin	eng	
foreign	gomme-résine	fra	
entry	Gurgling sound	0	
orth	Gurgling sound	eng	
foreign	râle muqueux	fra	
entry	Gustatory	0	
orth	Gustatory	eng	
entry	Gut	0	
orth	Gut	eng	
foreign	intestin	fra	
entry	Gymnastic	0	
orth	Gymnastic	eng	
foreign	gymnastique	fra	
entry	Habit of body	0	
orth	Habit of body	eng	
foreign	constitution	fra	
foreign	tempérament	fra	
entry	Hæmatology	0	
orth	Hæmatology	eng	
foreign	hématologie	fra	
entry	Hæmatosin	0	
orth	Hæmatosin	eng	
foreign	hématosine	fra	
entry	Hæmorrhage	0	
orth	Hæmorrhage	eng	
foreign	hémorrhagie	fra	
entry	Hæmostatic	0	
orth	Hæmostatic	eng	
foreign	hémostatique	fra	
entry	Hæmotrophy	0	
orth	Hæmotrophy	eng	
entry	Hair	0	
orth	Hair	eng	
foreign	cheveu	fra	
entry	Hair (platted or matted)	0	
orth	Hair (platted or matted)	eng	
foreign	plique (la)	fra	
entry	Halberd-shaped	0	
orth	Halberd-shaped	eng	
foreign	hasté	fra	
entry	Haloid	0	
orth	Haloid	eng	
foreign	haloïde	fra	
entry	Hand	0	
orth	Hand	eng	
foreign	main	fra	
entry	Handbath	0	
orth	Handbath	eng	
foreign	manuluve	fra	
entry	Hanging	0	
orth	Hanging	eng	
foreign	suspension	fra	
entry	Harebrained passion	0	
orth	Harebrained passion	eng	
entry	Hare-eye	0	
orth	Hare-eye	eng	
foreign	lagophthalmie	fra	
entry	Harelip	0	
orth	Harelip	eng	
foreign	bec-de-lièvre	fra	
entry	Hartshorn	0	
orth	Hartshorn	eng	
foreign	corne de cerf	fra	
entry	Hastate	0	
orth	Hastate	eng	
foreign	hasté	fra	
entry	Haunch	0	
orth	Haunch	eng	
foreign	hanche	fra	
entry	Haversian canals	0	
orth	Haversian canals	eng	
foreign	canaux de Havers	fra	
entry	Head	0	
orth	Head	eng	
foreign	tête	fra	
entry	Headache	0	
orth	Headache	eng	
foreign	céphalalgie	fra	
entry	Health	0	
orth	Health	eng	
foreign	santé	fra	
entry	Hearing	0	
orth	Hearing	eng	
foreign	ouïe	fra	
entry	Heart	0	
orth	Heart	eng	
foreign	cœur	fra	
entry	Heartburn	0	
orth	Heartburn	eng	
foreign	cardialgie	fra	
entry	Heat	0	
orth	Heat	eng	
foreign	chaleur	fra	
entry	Heat (prickly)	0	
orth	Heat (prickly)	eng	
foreign	lichen tropicus	fra	
entry	Heavy	0	
orth	Heavy	eng	
foreign	pesant	fra	
entry	Hectic	0	
orth	Hectic	eng	
foreign	hectique	fra	
entry	Helminthology	0	
orth	Helminthology	eng	
foreign	helminthologie	fra	
entry	Hemlock	0	
orth	Hemlock	eng	
foreign	ciguë	fra	
entry	Hemming	0	
orth	Hemming	eng	
foreign	hem	fra	
entry	Hemp	0	
orth	Hemp	eng	
foreign	chanvre	fra	
entry	Hemp-seed calculus	0	
orth	Hemp-seed calculus	eng	
foreign	calcul mûral	fra	
entry	Henbane	0	
orth	Henbane	eng	
foreign	jusquiame	fra	
entry	Hen-blindness	0	
orth	Hen-blindness	eng	
foreign	nyctalopie	fra	
entry	Hepatic	0	
orth	Hepatic	eng	
foreign	hépatique	fra	
entry	Hepatocolic	0	
orth	Hepatocolic	eng	
foreign	hépato-colique	fra	
entry	Hepatography	0	
orth	Hepatography	eng	
foreign	hépatographie	fra	
entry	Hepatology	0	
orth	Hepatology	eng	
foreign	hépatologie	fra	
entry	Hereditary	0	
orth	Hereditary	eng	
foreign	héréditaire	fra	
entry	Hermetic	0	
orth	Hermetic	eng	
foreign	hermétique	fra	
entry	Herpetic	0	
orth	Herpetic	eng	
foreign	herpétique	fra	
entry	Herpetology	0	
orth	Herpetology	eng	
foreign	herpétologie	fra	
entry	Heteropathy	0	
orth	Heteropathy	eng	
foreign	hétéropathie	fra	
entry	Hip	0	
orth	Hip	eng	
foreign	hanche (la)	fra	
entry	Hip bone	0	
orth	Hip bone	eng	
foreign	ischion (l')	fra	
entry	Hippocrates’ sleeve	0	
orth	Hippocrates’ sleeve	eng	
foreign	manche d’Hippocrate	fra	
entry	Hippocratic	0	
orth	Hippocratic	eng	
foreign	hippocratique	fra	
entry	Hippuric	0	
orth	Hippuric	eng	
foreign	hippurique	fra	
entry	Histology	0	
orth	Histology	eng	
foreign	histologie	fra	
entry	Hives	0	
orth	Hives	eng	
foreign	chicken-pox (le)	fra	
foreign	croup (le)	fra	
entry	Hoarseness	0	
orth	Hoarseness	eng	
foreign	raucité	fra	
entry	Homœopath	0	
orth	Homœopath	eng	
foreign	homœopathe	fra	
entry	Homœopathy	0	
orth	Homœopathy	eng	
foreign	homœopathie	fra	
entry	Homogenous	0	
orth	Homogenous	eng	
foreign	homogène	fra	
entry	Honey	0	
orth	Honey	eng	
foreign	miel	fra	
entry	Hoof-shaped	0	
orth	Hoof-shaped	eng	
foreign	ongulé	fra	
entry	Hook	0	
orth	Hook	eng	
foreign	crochet	fra	
entry	Hooping-cough	0	
orth	Hooping-cough	eng	
foreign	coqueluche	fra	
entry	Horn	0	
orth	Horn	eng	
foreign	corne	fra	
entry	Horn-pock	0	
orth	Horn-pock	eng	
foreign	varioloïde cornée	fra	
entry	Horn-seed	0	
orth	Horn-seed	eng	
foreign	ergot	fra	
entry	Hospital	0	
orth	Hospital	eng	
foreign	hôpital	fra	
entry	Hour-glass contraction	0	
orth	Hour-glass contraction	eng	
entry	Humoric	0	
orth	Humoric	eng	
foreign	humorique	fra	
entry	Humour	0	
orth	Humour	eng	
foreign	humeur	fra	
entry	Hunger	0	
orth	Hunger	eng	
foreign	faim	fra	
entry	Hyaloid	0	
orth	Hyaloid	eng	
foreign	hyaloïde	fra	
entry	Hybrid	0	
orth	Hybrid	eng	
foreign	hybride	fra	
entry	Hydatoid	0	
orth	Hydatoid	eng	
foreign	hydatoïde	fra	
entry	Hydracids	0	
orth	Hydracids	eng	
foreign	hydracides	fra	
entry	Hydrated	0	
orth	Hydrated	eng	
foreign	hydraté	fra	
entry	Hydraulics	0	
orth	Hydraulics	eng	
foreign	hydraulique (l')	fra	
entry	Hydrencephaloid	0	
orth	Hydrencephaloid	eng	
foreign	hydrencéphaloïde	fra	
entry	Hydriodic	0	
orth	Hydriodic	eng	
foreign	hydriodique	fra	
entry	Hydrochloric	0	
orth	Hydrochloric	eng	
foreign	hydrochlorique	fra	
entry	Hydrocyanic	0	
orth	Hydrocyanic	eng	
foreign	hydrocyanique	fra	
entry	Hydrodynamics	0	
orth	Hydrodynamics	eng	
foreign	hydrodynamique (l')	fra	
entry	Hydrogen	0	
orth	Hydrogen	eng	
foreign	hydrogène	fra	
entry	Hydrometer	0	
orth	Hydrometer	eng	
foreign	hydromètre	fra	
entry	Hydropathy	0	
orth	Hydropathy	eng	
foreign	hydropathie	fra	
entry	Hydropic	0	
orth	Hydropic	eng	
foreign	hydropique	fra	
entry	Hydrostatics	0	
orth	Hydrostatics	eng	
foreign	hydrostatique (l')	fra	
entry	Hydrotic	0	
orth	Hydrotic	eng	
foreign	hydragogue	fra	
entry	Hydrous	0	
orth	Hydrous	eng	
entry	Hydruret	0	
orth	Hydruret	eng	
foreign	hydrure	fra	
entry	Hygienic	0	
orth	Hygienic	eng	
foreign	hygiénique	fra	
entry	Hygrometer	0	
orth	Hygrometer	eng	
foreign	hygromètre	fra	
entry	Hymenology	0	
orth	Hymenology	eng	
foreign	hyménologie	fra	
entry	Hymenotomy	0	
orth	Hymenotomy	eng	
entry	Hyo-epiglottic	0	
orth	Hyo-epiglottic	eng	
foreign	hyo-épiglottique	fra	
entry	Hypersthenie	0	
orth	Hypersthenie	eng	
foreign	hypersthénique	fra	
entry	Hypertrophy	0	
orth	Hypertrophy	eng	
foreign	hypertrophie	fra	
entry	Hypnotic	0	
orth	Hypnotic	eng	
foreign	hypnotique	fra	
entry	Hypochondriac	0	
orth	Hypochondriac	eng	
foreign	hypochondriaque	fra	
entry	Hypodermatomy	0	
orth	Hypodermatomy	eng	
entry	Hypogastric	0	
orth	Hypogastric	eng	
foreign	hypogastrique	fra	
entry	Hypogeous	0	
orth	Hypogeous	eng	
foreign	hypogée	fra	
entry	Hypsiloid	0	
orth	Hypsiloid	eng	
foreign	hypsiloïde	fra	
entry	Hysterics	0	
orth	Hysterics	eng	
foreign	hystérie	fra	
entry	Hysterotomy	0	
orth	Hysterotomy	eng	
foreign	hystérotomie	fra	
entry	Iatraleptic	0	
orth	Iatraleptic	eng	
foreign	iatraliptique	fra	
entry	Ice	0	
orth	Ice	eng	
foreign	glace	fra	
entry	Ice-cap	0	
orth	Ice-cap	eng	
entry	Ichorous	0	
orth	Ichorous	eng	
foreign	ichoreux	fra	
entry	Ichthyology	0	
orth	Ichthyology	eng	
foreign	Ichthyologie	fra	
entry	Idiopathic	0	
orth	Idiopathic	eng	
foreign	idiopathique	fra	
entry	Idiosyncrasy	0	
orth	Idiosyncrasy	eng	
foreign	idiosyncrasie	fra	
entry	Idiotism	0	
orth	Idiotism	eng	
foreign	idiotisme	fra	
entry	Ileac passion	0	
orth	Ileac passion	eng	
foreign	volvulus (le)	fra	
entry	Ileo-colic	0	
orth	Ileo-colic	eng	
foreign	iléo-colique	fra	
entry	Iliac	0	
orth	Iliac	eng	
foreign	iliaque	fra	
entry	Imbecility	0	
orth	Imbecility	eng	
foreign	imbécillité	fra	
entry	Imbricate	0	
orth	Imbricate	eng	
foreign	imbriqué	fra	
entry	Immovable apparatus 	0	
orth	Immovable apparatus	eng	
foreign	appareil inamovible	fra	
entry	Impenetrability	0	
orth	Impenetrability	eng	
foreign	impénétrabilité	fra	
entry	Imperfect	0	
orth	Imperfect	eng	
foreign	imparfait	fra	
entry	Implicated	0	
orth	Implicated	eng	
foreign	compliqué	fra	
entry	Impotency	0	
orth	Impotency	eng	
foreign	impuissance	fra	
entry	Impoverished	0	
orth	Impoverished	eng	
foreign	appauvri	fra	
entry	Impulse	0	
orth	Impulse	eng	
foreign	impulsion	fra	
entry	Incised	0	
orth	Incised	eng	
foreign	incisé	fra	
entry	Incompressibility	0	
orth	Incompressibility	eng	
foreign	incompressibilité	fra	
entry	Indicant	0	
orth	Indicant	eng	
entry	Indicating days	0	
orth	Indicating days	eng	
foreign	jours critiques	fra	
entry	Indigenous	0	
orth	Indigenous	eng	
foreign	indigène	fra	
entry	Infancy	0	
orth	Infancy	eng	
foreign	enfance	fra	
entry	Infarction	0	
orth	Infarction	eng	
foreign	constipation	fra	
foreign	infarctus	fra	
entry	Inferior strait	0	
orth	Inferior strait	eng	
foreign	détroit inférieur	fra	
entry	Infirmary	0	
orth	Infirmary	eng	
foreign	infirmerie	fra	
entry	Inflammatory	0	
orth	Inflammatory	eng	
foreign	inflammatoire	fra	
entry	Inflammatory crust	0	
orth	Inflammatory crust	eng	
foreign	couenne inflammatoire (la)	fra	
entry	Infundibuliform	0	
orth	Infundibuliform	eng	
foreign	infundibuliforme	fra	
entry	Inorganic	0	
orth	Inorganic	eng	
foreign	inorganique	fra	
entry	Insanity	0	
orth	Insanity	eng	
foreign	folie	fra	
entry	Insensibility	0	
orth	Insensibility	eng	
foreign	insensibilité	fra	
entry	Insidious	0	
orth	Insidious	eng	
foreign	insidieux	fra	
entry	Insolubility	0	
orth	Insolubility	eng	
foreign	insolubilité	fra	
entry	Instinctive	0	
orth	Instinctive	eng	
foreign	instinctif	fra	
entry	Institutes of medicine	0	
orth	Institutes of medicine	eng	
foreign	théorie de la médecine (la)	fra	
entry	Integument	0	
orth	Integument	eng	
foreign	tégument	fra	
foreign	enveloppe	fra	
entry	Intensity	0	
orth	Intensity	eng	
foreign	intensité	fra	
entry	Intercalary days	0	
orth	Intercalary days	eng	
entry	Intercellular	0	
orth	Intercellular	eng	
foreign	intercellulaire	fra	
entry	Interclavicular	0	
orth	Interclavicular	eng	
foreign	interclaviculaire	fra	
entry	Intermaxillary	0	
orth	Intermaxillary	eng	
foreign	intermaxillaire	fra	
entry	Intermediate	0	
orth	Intermediate	eng	
foreign	intermédiaire	fra	
entry	Interosseous	0	
orth	Interosseous	eng	
foreign	interosseux	fra	
entry	Interstitial	0	
orth	Interstitial	eng	
foreign	interstitiel	fra	
entry	Intestine	0	
orth	Intestine	eng	
foreign	intestin (l')	fra	
entry	Intoxicants	0	
orth	Intoxicants	eng	
entry	Intoxication	0	
orth	Intoxication	eng	
foreign	ivresse	fra	
entry	Intrinsic	0	
orth	Intrinsic	eng	
foreign	intrinsèque	fra	
entry	Intumesce (to)	0	
orth	Intumesce (to)	eng	
foreign	tuméfier (se)	fra	
entry	Invaginated	0	
orth	Invaginated	eng	
foreign	invaginé	fra	
entry	Invermination	0	
orth	Invermination	eng	
foreign	helminthiase	fra	
entry	Inward fits	0	
orth	Inward fits	eng	
foreign	convulsions croupales	fra	
entry	Iodic 	0	
orth	Iodic	eng	
foreign	iodique	fra	
entry	Iodide, Ioduret	0	
orth	Iodide	eng	
orth	Ioduret	eng	
foreign	iodure	fra	
entry	Iodine	0	
orth	Iodine	eng	
foreign	iode	fra	
entry	Iridesccnt	0	
orth	Iridesccnt	eng	
foreign	irisé	fra	
pb	1773	1787	
entry	Iris	0	
orth	Iris	eng	
foreign	iris	fra	
entry	Iron	0	
orth	Iron	eng	
foreign	fer	fra	
entry	Irreducible	0	
orth	Irreducible	eng	
foreign	irréductible	fra	
entry	Irritabiliiy	0	
orth	Irritabiliiy	eng	
foreign	irritabilité	fra	
entry	Ischiadic	0	
orth	Ischiadic	eng	
foreign	ischiatique	fra	
entry	Ischuretic	0	
orth	Ischuretic	eng	
entry	Isomeric	0	
orth	Isomeric	eng	
foreign	isomérique	fra	
entry	Isomerism	0	
orth	Isomerism	eng	
foreign	isomérisme	fra	
entry	Isomorphism	0	
orth	Isomorphism	eng	
foreign	isomorphisme	fra	
entry	Isomorphous	0	
orth	Isomorphous	eng	
foreign	isomorphe	fra	
entry	Isothermal	0	
orth	Isothermal	eng	
foreign	isotherme	fra	
entry	Issue	0	
orth	Issue	eng	
foreign	fonticule	fra	
entry	Itch	0	
orth	Itch	eng	
foreign	gale	fra	
entry	Itch insect	0	
orth	Itch insect	eng	
foreign	acarus de la gale (l')	fra	
entry	Ivory	0	
orth	Ivory	eng	
foreign	ivoire	fra	
entry	Jaundice	0	
orth	Jaundice	eng	
foreign	jaunisse	fra	
entry	Jaw-bone	0	
orth	Jaw-bone	eng	
foreign	os maxillaire (l')	fra	
entry	Jaw (fallen)	0	
orth	Jaw (fallen)	eng	
foreign	trismus	fra	
entry	Jelly	0	
orth	Jelly	eng	
foreign	gélatine	fra	
entry	Jelly (vegetable)	0	
orth	Jelly (vegetable)	eng	
foreign	pectine	fra	
entry	Joint	0	
orth	Joint	eng	
foreign	articulation	fra	
entry	Joint (stiff)	0	
orth	Joint (stiff)	eng	
foreign	ankylose	fra	
entry	Jointed	0	
orth	Jointed	eng	
foreign	articulé	fra	
entry	Jugular	0	
orth	Jugular	eng	
foreign	jugulaire	fra	
entry	Jungle fever	0	
orth	Jungle fever	eng	
entry	Kali	0	
orth	Kali	eng	
foreign	potasse (la)	fra	
entry	Kibes	0	
orth	Kibes	eng	
foreign	engelures	fra	
entry	Kidney	0	
orth	Kidney	eng	
foreign	rein	fra	
entry	Kidney-shaped	0	
orth	Kidney-shaped	eng	
foreign	réniforme	fra	
entry	Kinic	0	
orth	Kinic	eng	
foreign	quinique	fra	
entry	Knee	0	
orth	Knee	eng	
foreign	genou (le)	fra	
entry	Knee-housemaids	0	
orth	Knee-housemaids	eng	
entry	Knee-jointed	0	
orth	Knee-jointed	eng	
foreign	géniculé	fra	
entry	Knee-pan	0	
orth	Knee-pan	eng	
foreign	rotule (la)	fra	
entry	Knife	0	
orth	Knife	eng	
foreign	couteau	fra	
entry	Knot	0	
orth	Knot	eng	
foreign	nœud	fra	
entry	Labiate	0	
orth	Labiate	eng	
foreign	labié	fra	
entry	Laboratory	0	
orth	Laboratory	eng	
foreign	laboratoire	fra	
entry	Labour	0	
orth	Labour	eng	
foreign	travail	fra	
entry	Labyrinth	0	
orth	Labyrinth	eng	
foreign	labyrinthe	fra	
entry	Lacerated	0	
orth	Lacerated	eng	
foreign	déchiré	fra	
entry	Lachrymal	0	
orth	Lachrymal	eng	
foreign	lacrymal	fra	
entry	Laciniated	0	
orth	Laciniated	eng	
foreign	laciniè	fra	
entry	Lacteal	0	
orth	Lacteal	eng	
foreign	lacté	fra	
entry	Lactic	0	
orth	Lactic	eng	
foreign	lactique	fra	
entry	Lactiferous	0	
orth	Lactiferous	eng	
foreign	lactifère	fra	
entry	Lactifuge	0	
orth	Lactifuge	eng	
entry	Lancet	0	
orth	Lancet	eng	
foreign	lancette	fra	
entry	Lardaceous	0	
orth	Lardaceous	eng	
foreign	lardacé	fra	
entry	Laryngeal	0	
orth	Laryngeal	eng	
foreign	laryngé	fra	
entry	Laryngography	0	
orth	Laryngography	eng	
foreign	laryngographie	fra	
entry	Laryngophony	0	
orth	Laryngophony	eng	
entry	Laryngotomy	0	
orth	Laryngotomy	eng	
foreign	laryngotomie	fra	
entry	Lateritious	0	
orth	Lateritious	eng	
entry	Laugh	0	
orth	Laugh	eng	
foreign	rire	fra	
entry	Laugh (sardonic)	0	
orth	Laugh (sardonic)	eng	
foreign	rire sardonique	fra	
entry	Laurel	0	
orth	Laurel	eng	
foreign	laurier	fra	
entry	Laxative	0	
orth	Laxative	eng	
foreign	laxatif	fra	
entry	Laxity	0	
orth	Laxity	eng	
foreign	laxité	fra	
entry	Lazzaretto	0	
orth	Lazzaretto	eng	
foreign	lazaret	fra	
entry	Lead	0	
orth	Lead	eng	
foreign	plomb	fra	
entry	Leaf	0	
orth	Leaf	eng	
foreign	feuille	fra	
entry	Leaf stalk	0	
orth	Leaf stalk	eng	
foreign	pétiole (le)	fra	
entry	Leanness	0	
orth	Leanness	eng	
foreign	maigreur	fra	
entry	Leaping ague 	0	
orth	Leaping ague	eng	
entry	Leather	0	
orth	Leather	eng	
foreign	cuir	fra	
entry	Leech	0	
orth	Leech	eng	
foreign	sangsue	fra	
entry	Leg	0	
orth	Leg	eng	
foreign	jambe	fra	
entry	Leguminous	0	
orth	Leguminous	eng	
foreign	légumineux	fra	
entry	Lenitive	0	
orth	Lenitive	eng	
foreign	lénitif	fra	
entry	Lens	0	
orth	Lens	eng	
foreign	lentille	fra	
entry	Lenticular	0	
orth	Lenticular	eng	
foreign	lenticulaire	fra	
entry	Leprosy	0	
orth	Leprosy	eng	
foreign	lèpre	fra	
entry	Leprous	0	
orth	Leprous	eng	
foreign	lépreux	fra	
entry	Lethal	0	
orth	Lethal	eng	
foreign	mortel	fra	
entry	Lethargic	0	
orth	Lethargic	eng	
foreign	léthargique	fra	
entry	Lethargy	0	
orth	Lethargy	eng	
foreign	léthargie	fra	
entry	Leucophlegmatic	0	
orth	Leucophlegmatic	eng	
foreign	leucophlegmatique	fra	
entry	Lever	0	
orth	Lever	eng	
foreign	levier	fra	
entry	Life	0	
orth	Life	eng	
foreign	vie	fra	
entry	Light	0	
orth	Light	eng	
foreign	lumière	fra	
entry	Liliaceous	0	
orth	Liliaceous	eng	
foreign	liliacé	fra	
entry	Lily	0	
orth	Lily	eng	
foreign	lis	fra	
entry	Lime	0	
orth	Lime	eng	
foreign	chaux	fra	
entry	Lime-water	0	
orth	Lime-water	eng	
foreign	eau de chaux	fra	
entry	Linear	0	
orth	Linear	eng	
foreign	linéaire	fra	
entry	Lingulate	0	
orth	Lingulate	eng	
entry	Lin seed	0	
orth	Lin seed	eng	
foreign	graine de lin	fra	
entry	Lint	0	
orth	Lint	eng	
foreign	charpie	fra	
entry	Lip	0	
orth	Lip	eng	
foreign	lèvre	fra	
entry	Liquefacient	0	
orth	Liquefacient	eng	
foreign	liquéfiant	fra	
entry	Liquid	0	
orth	Liquid	eng	
foreign	liquide	fra	
entry	Liquorice	0	
orth	Liquorice	eng	
foreign	réglisse	fra	
entry	Lithectasy	0	
orth	Lithectasy	eng	
entry	Lithic acid	0	
orth	Lithic acid	eng	
foreign	acide urique	fra	
entry	Lithology	0	
orth	Lithology	eng	
foreign	lithologie	fra	
entry	Lithontriptic	0	
orth	Lithontriptic	eng	
foreign	lithontriptique	fra	
entry	Lithotomy	0	
orth	Lithotomy	eng	
foreign	lithotomie	fra	
entry	Lithotripsy	0	
orth	Lithotripsy	eng	
foreign	lithotripsie	fra	
entry	Lithotrity	0	
orth	Lithotrity	eng	
foreign	lithotritie	fra	
entry	Liver	0	
orth	Liver	eng	
foreign	foie	fra	
entry	Lividity	0	
orth	Lividity	eng	
foreign	lividité	fra	
entry	Loathing	0	
orth	Loathing	eng	
foreign	dégoût	fra	
entry	Lobate	0	
orth	Lobate	eng	
foreign	lobé	fra	
entry	Loimic	0	
orth	Loimic	eng	
foreign	pestilentiel	fra	
entry	Loins	0	
orth	Loins	eng	
foreign	lombes (les)	fra	
entry	Lomentaceous	0	
orth	Lomentaceous	eng	
foreign	lomentacé	fra	
entry	Longevity	0	
orth	Longevity	eng	
foreign	longévité	fra	
entry	Longing	0	
orth	Longing	eng	
entry	Loquacity	0	
orth	Loquacity	eng	
foreign	loquacité	fra	
entry	Louse	0	
orth	Louse	eng	
foreign	pou	fra	
entry	Lousiness	0	
orth	Lousiness	eng	
foreign	phthiriasis	fra	
entry	Love	0	
orth	Love	eng	
foreign	amour	fra	
entry	Lucid	0	
orth	Lucid	eng	
foreign	lucide	fra	
entry	Lumbar	0	
orth	Lumbar	eng	
foreign	lombaire	fra	
entry	Lumbo-sacral	0	
orth	Lumbo-sacral	eng	
foreign	lombo-sacré	fra	
entry	Lunar caustic	0	
orth	Lunar caustic	eng	
entry	Lunatic	0	
orth	Lunatic	eng	
foreign	lunatique	fra	
entry	Lunatic eyes	0	
orth	Lunatic eyes	eng	
entry	Lung	0	
orth	Lung	eng	
foreign	poumon	fra	
entry	Lying in	0	
orth	Lying in	eng	
foreign	accouchement	fra	
entry	Lymph	0	
orth	Lymph	eng	
foreign	lymphe	fra	
entry	Lymph cataract	0	
orth	Lymph cataract	eng	
entry	Lymphatic	0	
orth	Lymphatic	eng	
foreign	lymphatique	fra	
entry	Lymphatics	0	
orth	Lymphatics	eng	
foreign	lymphatiques (les)	fra	
entry	Lymphization	0	
orth	Lymphization	eng	
entry	Lyrate	0	
orth	Lyrate	eng	
entry	Macrobiotic	0	
orth	Macrobiotic	eng	
foreign	macrobiotique	fra	
entry	Madness	0	
orth	Madness	eng	
foreign	folie	fra	
entry	Madness (canine)	0	
orth	Madness (canine)	eng	
foreign	rage	fra	
entry	Magistery	0	
orth	Magistery	eng	
foreign	magistère	fra	
entry	Magnet	0	
orth	Magnet	eng	
foreign	aimant	fra	
entry	Magnetic	0	
orth	Magnetic	eng	
foreign	magnétique	fra	
entry	Magnetism	0	
orth	Magnetism	eng	
foreign	magnétisme	fra	
entry	Maize	0	
orth	Maize	eng	
foreign	maïs	fra	
entry	Malar	0	
orth	Malar	eng	
foreign	malaire	fra	
entry	Malformation	0	
orth	Malformation	eng	
entry	Malic acid	0	
orth	Malic acid	eng	
foreign	acide malique	fra	
entry	Malignant	0	
orth	Malignant	eng	
foreign	malin	fra	
entry	Malingerer	0	
orth	Malingerer	eng	
entry	Malleability	0	
orth	Malleability	eng	
foreign	malléabililé	fra	
entry	Malleolar	0	
orth	Malleolar	eng	
foreign	malléolaire	fra	
entry	Mammary	0	
orth	Mammary	eng	
foreign	mammaire	fra	
entry	Mammiform	0	
orth	Mammiform	eng	
foreign	mammiforme	fra	
entry	Mammillary	0	
orth	Mammillary	eng	
foreign	mamillaire	fra	
entry	Maniac	0	
orth	Maniac	eng	
foreign	maniaque	fra	
entry	March	0	
orth	March	eng	
