object			
volume	00216x02	James Diderot & al.	{date}
entry	Anisotachys	0	
orth	Anisotachys	lat	
entry	Anisum	1	
orth	Anisum	lat	
pb	83	0044	
entry	Anisatum	0	
orth	Anisatum	lat	
entry	Annetestes	0	
orth	Annetestes	lat	
entry	Annora	0	
orth	Annora	lat	
entry	Annotatio	0	
orth	Annotatio	lat	
entry	Annuentes musculi	0	
orth	Annuentes musculi	lat	
entry	Annuitio	0	
orth	Annuitio	lat	
entry	Annularis cartilago	0	
orth	Annularis cartilago	lat	
entry	Annularis digitus	0	
orth	Annularis digitus	lat	
entry	Annularis vena	1	
orth	Annularis vena	lat	
pb	85	0045	
entry	Annulus	0	
orth	Annulus	lat	
entry	Annus	0	
orth	Annus	lat	
entry	Ano	0	
orth	Ano	lat	
entry	Anocheilon	0	
orth	Anocheilon	lat	
entry	Anodia	0	
orth	Anodia	lat	
entry	Anodina	0	
orth	Anodina	lat	
entry	Anodmon	0	
orth	Anodmon	lat	
entry	Anodus	1	
orth	Anodus	lat	
pb	87	0046	
entry	Anodynia	0	
orth	Anodynia	lat	
entry	Anodynum minerale	0	
orth	Anodynum minerale	lat	
entry	Anoea	0	
orth	Anoea	lat	
entry	Anomalia, Anomalus	0	
orth	Anomalia	lat	
orth	Anomalus	lat	
entry	Anomoeomeres	0	
orth	Anomoeomeres	lat	
entry	Anomoeos	0	
orth	Anomoeos	lat	
entry	Anomphalos	0	
orth	Anomphalos	lat	
entry	Anona	0	
orth	Anona	lat	
entry	Anonis	1	
orth	Anonis	lat	
pb	89	0047	
entry	Anontagius	0	
orth	Anontagius	lat	
entry	Anonymos	0	
orth	Anonymos	lat	
entry	Anonymos	0	
orth	Anonymos	lat	
entry	Anora	0	
orth	Anora	lat	
entry	Anorchides	0	
orth	Anorchides	lat	
entry	Anorexia	0	
orth	Anorexia	lat	
entry	Anorgismenon	0	
orth	Anorgismenon	lat	
entry	Anosia	0	
orth	Anosia	lat	
entry	Anotasier	0	
orth	Anotasier	lat	
entry	Anothen	0	
orth	Anothen	lat	
entry	Anser	1	
orth	Anser	lat	
pb	91	0048	
entry	Anserina	0	
orth	Anserina	lat	
entry	Ansjeli	0	
orth	Ansjeli	lat	
entry	Antachates	0	
orth	Antachates	lat	
entry	Antacida	0	
orth	Antacida	lat	
entry	Antagonista	0	
orth	Antagonista	lat	
entry	Antalgicus	0	
orth	Antalgicus	lat	
entry	Antalium	0	
orth	Antalium	lat	
entry	Antaphrodisiacos	0	
orth	Antaphrodisiacos	lat	
entry	Antaphroditica	0	
orth	Antaphroditica	lat	
entry	Antapodosies	0	
orth	Antapodosies	lat	
entry	Antarthriticum	0	
orth	Antarthriticum	lat	
entry	Antasthmatica	0	
orth	Antasthmatica	lat	
entry	Antatrophon	0	
orth	Antatrophon	lat	
entry	Antecedens	0	
orth	Antecedens	lat	
entry	Antelabia	0	
orth	Antelabia	lat	
entry	Antemballomenos	0	
orth	Antemballomenos	lat	
entry	Antembasis	0	
orth	Antembasis	lat	
entry	Antemetica	0	
orth	Antemetica	lat	
entry	Antendeixis	0	
orth	Antendeixis	lat	
entry	Anteneasmus, Anteneasmum	0	
orth	Anteneasmus	lat	
orth	Anteneasmum	lat	
entry	Antephialticus	0	
orth	Antephialticus	lat	
entry	Antepileptica	0	
orth	Antepileptica	lat	
entry	Anteprima materia	1	
orth	Anteprima materia	lat	
pb	93	0049	
entry	Antera	0	
orth	Antera	lat	
entry	Antereisis	0	
orth	Antereisis	lat	
entry	Anterit	0	
orth	Anterit	lat	
entry	Anteros	0	
orth	Anteros	lat	
entry	Anthedon	0	
orth	Anthedon	lat	
entry	Anthelix	0	
orth	Anthelix	lat	
entry	Anthelminthica	0	
orth	Anthelminthica	lat	
entry	Anthemis	0	
orth	Anthemis	lat	
entry	Anthera	0	
orth	Anthera	lat	
entry	Antheræ	0	
orth	Antheræ	lat	
entry	Anthereon	0	
orth	Anthereon	lat	
entry	Anthericos	1	
orth	Anthericos	lat	
pb	95	0050	
entry	Antheron	0	
orth	Antheron	lat	
entry	Antherophyllus, Anthophyllus	0	
orth	Antherophyllus	lat	
orth	Anthophyllus	lat	
entry	Anthia	0	
orth	Anthia	lat	
entry	Anthines, Anthinos	0	
orth	Anthines	lat	
orth	Anthinos	lat	
entry	Anthonor	0	
orth	Anthonor	lat	
entry	Anthora	0	
orth	Anthora	lat	
entry	Anthos	0	
orth	Anthos	lat	
entry	Anthos	0	
orth	Anthos	lat	
entry	Anthosmias	0	
orth	Anthosmias	lat	
entry	Anthous	0	
orth	Anthous	lat	
entry	Anthracia, Anthracosis, Anthrax	0	
orth	Anthracia	lat	
orth	Anthracosis	lat	
orth	Anthrax	lat	
entry	Anthracites	0	
orth	Anthracites	lat	
entry	Anthriscus	0	
orth	Anthriscus	lat	
entry	Anthrope	0	
orth	Anthrope	lat	
entry	Anthropologie	0	
orth	Anthropologie	lat	
entry	Anthropometria	0	
orth	Anthropometria	lat	
entry	Anthropomorphos	0	
orth	Anthropomorphos	lat	
entry	Anthroposophia	0	
orth	Anthroposophia	lat	
entry	Anthyllis	0	
orth	Anthyllis	lat	
entry	Anthypnotica	0	
orth	Anthypnotica	lat	
entry	Anthypocondriaca	0	
orth	Anthypocondriaca	lat	
entry	Anthysterica	0	
orth	Anthysterica	lat	
entry	Antiades	0	
orth	Antiades	lat	
entry	Antiagri	0	
orth	Antiagri	lat	
entry	Antiarthritica	0	
orth	Antiarthritica	lat	
entry	Antiballomena	0	
orth	Antiballomena	lat	
entry	Anticachectica	0	
orth	Anticachectica	lat	
entry	Anticadmia	1	
orth	Anticadmia	lat	
pb	97	0051	
entry	Anticar	0	
orth	Anticar	lat	
entry	Anticardium	0	
orth	Anticardium	lat	
entry	Anticatarrhalis	0	
orth	Anticatarrhalis	lat	
entry	Anticausoticus	0	
orth	Anticausoticus	lat	
entry	Anticipans	0	
orth	Anticipans	lat	
entry	Anticnemion	0	
orth	Anticnemion	lat	
entry	Anticolica	0	
orth	Anticolica	lat	
entry	Anticontosis	0	
orth	Anticontosis	lat	
entry	Antidinica	0	
orth	Antidinica	lat	
entry	Antidotarium	0	
orth	Antidotarium	lat	
entry	Antidotus, Antidotum	0	
orth	Antidotus	lat	
orth	Antidotum	lat	
entry	Antidysenterica	0	
orth	Antidysenterica	lat	
entry	Antifebriles	0	
orth	Antifebriles	lat	
entry	Antifides	0	
orth	Antifides	lat	
entry	Antigoni collyrium nigrum	0	
orth	Antigoni collyrium nigrum	lat	
entry	Antihectica	0	
orth	Antihectica	lat	
entry	Antihecticum poterii	0	
orth	Antihecticum poterii	lat	
entry	Antilepsis	0	
orth	Antilepsis	lat	
entry	Antilobium	0	
orth	Antilobium	lat	
entry	Antilogia	0	
orth	Antilogia	lat	
entry	Antilopus	0	
orth	Antilopus	lat	
entry	Antilyssus	0	
orth	Antilyssus	lat	
entry	Antimonium	39	
orth	Antimonium	lat	
pb	99	0052	
pb	101	0053	
pb	103	0054	
pb	105	0055	
pb	107	0056	
pb	109	0057	
pb	111	0058	
pb	113	0059	
pb	115	0060	
pb	117	0061	
pb	119	0062	
pb	121	0063	
pb	123	0064	
pb	125	0065	
pb	127	0066	
pb	129	0067	
pb	131	0068	
pb	133	0069	
pb	135	0070	
pb	137	0071	
pb	139	0072	
pb	141	0073	
pb	143	0074	
pb	145	0075	
pb	147	0076	
pb	149	0077	
pb	151	0078	
pb	153	0079	
pb	155	0080	
pb	157	0081	
pb	159	0082	
pb	161	0083	
pb	163	0084	
pb	165	0085	
pb	167	0086	
pb	169	0087	
pb	171	0088	
pb	173	0089	
pb	175	0090	
entry	Antylion	0	
orth	Antylion	lat	
entry	Antimonius lapis	0	
orth	Antimonius lapis	lat	
entry	Antimoros	0	
orth	Antimoros	lat	
entry	Antinephritica	0	
orth	Antinephritica	lat	
entry	Antiochi hiera	0	
orth	Antiochi hiera	lat	
entry	Antiochi theriaca	1	
orth	Antiochi theriaca	lat	
pb	177	0091	
entry	Antiparalytica	0	
orth	Antiparalytica	lat	
entry	Antipathes	0	
orth	Antipathes	lat	
entry	Antipathia	0	
orth	Antipathia	lat	
entry	Antipatri theriaca	0	
orth	Antipatri theriaca	lat	
entry	Antiperistasis	0	
orth	Antiperistasis	lat	
entry	Antipharmacum	0	
orth	Antipharmacum	lat	
entry	Antiphthisica	0	
orth	Antiphthisica	lat	
entry	Antiphthora	0	
orth	Antiphthora	lat	
entry	Antiphysica	0	
orth	Antiphysica	lat	
entry	Antiphyson	1	
orth	Antiphyson	lat	
pb	179	0092	
entry	Antipleuriticum	0	
orth	Antipleuriticum	lat	
entry	Antipodagrica	0	
orth	Antipodagrica	lat	
entry	Antipraxia	0	
orth	Antipraxia	lat	
entry	Antipyica	0	
orth	Antipyica	lat	
entry	Antipyreton	0	
orth	Antipyreton	lat	
entry	Antipyreuticon	0	
orth	Antipyreuticon	lat	
entry	Antiquartanarium, Antiquartium	0	
orth	Antiquartanarium	lat	
orth	Antiquartium	lat	
entry	Antiqui morbi	0	
orth	Antiqui morbi	lat	
entry	Antirrhinum	0	
orth	Antirrhinum	lat	
entry	Antirrhinum	1	
orth	Antirrhinum	lat	
pb	181	0093	
entry	Antirrhope, Antirrhopie	0	
orth	Antirrhope	lat	
orth	Antirrhopie	lat	
entry	Antiscolica	0	
orth	Antiscolica	lat	
entry	Antiscorbutica	0	
orth	Antiscorbutica	lat	
entry	Antiscorodon	0	
orth	Antiscorodon	lat	
entry	Antisecosis	0	
orth	Antisecosis	lat	
entry	Antispasis	0	
orth	Antispasis	lat	
entry	Antispasmodicum	0	
orth	Antispasmodicum	lat	
entry	Antispasticon	0	
orth	Antispasticon	lat	
entry	Antispoda	0	
orth	Antispoda	lat	
entry	Antistathmesis	0	
orth	Antistathmesis	lat	
entry	Antisterigma	0	
orth	Antisterigma	lat	
entry	Antisternon	1	
orth	Antisternon	lat	
pb	183	0094	
entry	Antitasis	0	
orth	Antitasis	lat	
entry	Antithenar	0	
orth	Antithenar	lat	
entry	Antithora	0	
orth	Antithora	lat	
entry	Antitragus	0	
orth	Antitragus	lat	
entry	Antitypus	0	
orth	Antitypus	lat	
entry	Antivenerea	0	
orth	Antivenerea	lat	
entry	Antonii sancti ignis	0	
orth	Antonii sancti ignis	lat	
entry	Antonius musa	0	
orth	Antonius musa	lat	
entry	Antophyllon, Antophyllus	0	
orth	Antophyllon	lat	
orth	Antophyllus	lat	
entry	Antriscus	0	
orth	Antriscus	lat	
entry	Antrum buccinosum	0	
orth	Antrum buccinosum	lat	
entry	Antylion	0	
orth	Antylion	lat	
entry	Antylus	0	
orth	Antylus	lat	
entry	Anucar	0	
orth	Anucar	lat	
entry	Anus	18	
orth	Anus	lat	
pb	185	0095	
pb	187	0096	
pb	189	0097	
pb	191	0098	
pb	193	0099	
pb	195	0100	
pb	197	0101	
pb	199	0102	
pb	201	0103	
pb	203	0104	
pb	205	0105	
pb	207	0106	
pb	209	0107	
pb	211	0108	
pb	213	0109	
pb	215	0110	
pb	217	0111	
pb	219	0112	
entry	Anus	0	
orth	Anus	lat	
entry	Anxietas	0	
orth	Anxietas	lat	
entry	Anyadei	0	
orth	Anyadei	lat	
entry	Anydrya	0	
orth	Anydrya	lat	
entry	Anydron	0	
orth	Anydron	lat	
entry	Anyperbletos	0	
orth	Anyperbletos	lat	
entry	Anypeuthyna	0	
orth	Anypeuthyna	lat	
entry	Anystos	0	
orth	Anystos	lat	
entry	Aochlesia	0	
orth	Aochlesia	lat	
entry	Aocnia	0	
orth	Aocnia	lat	
entry	Aoncon	0	
orth	Aoncon	lat	
entry	Aorgesia	0	
orth	Aorgesia	lat	
entry	Aornos	0	
orth	Aornos	lat	
entry	Aorta	1	
orth	Aorta	lat	
pb	221	0113	
entry	Aortra	0	
orth	Aortra	lat	
entry	Aovara	0	
orth	Aovara	lat	
entry	Apagma	0	
orth	Apagma	lat	
entry	Apallage	0	
orth	Apallage	lat	
entry	Apanchomenoi	0	
orth	Apanchomenoi	lat	
entry	Apantesis	0	
orth	Apantesis	lat	
entry	Apanthismus	0	
orth	Apanthismus	lat	
entry	Apanthropiai	0	
orth	Apanthropiai	lat	
entry	Apanticri	0	
orth	Apanticri	lat	
entry	Aparachytum vinum	0	
orth	Aparachytum vinum	lat	
entry	Aparaqua	0	
orth	Aparaqua	lat	
entry	Aparasceuasia	0	
orth	Aparasceuasia	lat	
entry	Aparegoretos	0	
orth	Aparegoretos	lat	
entry	Aparine	1	
orth	Aparine	lat	
pb	223	0114	
entry	Apartes	0	
orth	Apartes	lat	
entry	Aparthrosis	0	
orth	Aparthrosis	lat	
entry	Aparti, Apartios	0	
orth	Aparti	lat	
orth	Apartios	lat	
entry	Apartisis	0	
orth	Apartisis	lat	
entry	Apateones	0	
orth	Apateones	lat	
entry	Apathes	0	
orth	Apathes	lat	
entry	Apathia	0	
orth	Apathia	lat	
entry	Apechema	0	
orth	Apechema	lat	
entry	Apeiba	0	
orth	Apeiba	lat	
entry	Apeiroi	0	
orth	Apeiroi	lat	
entry	Apeitheumena	0	
orth	Apeitheumena	lat	
entry	Apella	0	
orth	Apella	lat	
entry	Apellides	0	
orth	Apellides	lat	
entry	Apempolesis	1	
orth	Apempolesis	lat	
pb	225	0115	
entry	Apen	0	
orth	Apen	lat	
entry	Apenes	0	
orth	Apenes	lat	
entry	Apensalus	0	
orth	Apensalus	lat	
entry	Apepsia	0	
orth	Apepsia	lat	
entry	Apepton	0	
orth	Apepton	lat	
entry	Aper	0	
orth	Aper	lat	
entry	Aperientia	1	
orth	Aperientia	lat	
pb	227	0116	
entry	Aperistaton	0	
orth	Aperistaton	lat	
entry	Aperittos	0	
orth	Aperittos	lat	
entry	Apertus	0	
orth	Apertus	lat	
entry	Apes	0	
orth	Apes	lat	
entry	Apeuthysmenos	0	
orth	Apeuthysmenos	lat	
entry	Aphaca	0	
orth	Aphaca	lat	
entry	Aphæresis	0	
orth	Aphæresis	lat	
entry	Aphanismos	0	
orth	Aphanismos	lat	
entry	Aphassomenos	0	
orth	Aphassomenos	lat	
entry	Aphebrioc	0	
orth	Aphebrioc	lat	
entry	Aphelia	0	
orth	Aphelia	lat	
entry	Aphelicerteros	0	
orth	Aphelicerteros	lat	
entry	Aphepsema	0	
orth	Aphepsema	lat	
entry	Aphesis	0	
orth	Aphesis	lat	
entry	Aphilanthropia	0	
orth	Aphilanthropia	lat	
entry	Aphlegmanton	0	
orth	Aphlegmanton	lat	
entry	Aphodos	0	
orth	Aphodos	lat	
entry	Aphonia	5	
orth	Aphonia	lat	
pb	229	0117	
pb	231	0118	
pb	233	0119	
pb	235	0120	
pb	237	0121	
entry	Aphoretos	0	
orth	Aphoretos	lat	
entry	Aphorismus	0	
orth	Aphorismus	lat	
entry	Aphorme	0	
orth	Aphorme	lat	
entry	Aphrainon	0	
orth	Aphrainon	lat	
entry	Aphrodes	0	
orth	Aphrodes	lat	
entry	Aphrodisia	0	
orth	Aphrodisia	lat	
entry	Aphrodisiasticon clidion	1	
orth	Aphrodisiasticon clidion	lat	
pb	239	0122	
entry	Aphrodisius morbus	0	
orth	Aphrodisius morbus	lat	
entry	Aphroditarium	0	
orth	Aphroditarium	lat	
entry	Aphrogala	0	
orth	Aphrogala	lat	
entry	Aphron	0	
orth	Aphron	lat	
entry	Aphronitrum, Aphrolitrum	0	
orth	Aphronitrum	lat	
orth	Aphrolitrum	lat	
entry	Aphros	0	
orth	Aphros	lat	
entry	Aphroselenos	0	
orth	Aphroselenos	lat	
entry	Aphrosyne	0	
orth	Aphrosyne	lat	
entry	Aphtæ	5	
orth	Aphtæ	lat	
pb	241	0123	
pb	243	0124	
pb	245	0125	
pb	247	0126	
pb	249	0127	
entry	Aphtartos	0	
orth	Aphtartos	lat	
entry	Aphya	0	
orth	Aphya	lat	
entry	Aphyllantes	0	
orth	Aphyllantes	lat	
entry	Aphyllantes anguillaræ	0	
orth	Aphyllantes anguillaræ	lat	
entry	Aphyllantes monspell	0	
orth	Aphyllantes monspell	lat	
entry	Aphysos	0	
orth	Aphysos	lat	
entry	Aphytacor	0	
orth	Aphytacor	lat	
entry	Apyastrum	1	
orth	Apyastrum	lat	
pb	251	0128	
entry	Apices	0	
orth	Apices	lat	
entry	Apiites	0	
orth	Apiites	lat	
entry	Apios	0	
orth	Apios	lat	
entry	Apios	0	
orth	Apios	lat	
entry	Apis	0	
orth	Apis	lat	
entry	Apites, Apites vinum	0	
orth	Apites	lat	
orth	Apites vinum	lat	
entry	Apium	3	
orth	Apium	lat	
pb	253	0129	
pb	255	0130	
pb	257	0131	
entry	Aplestia	0	
orth	Aplestia	lat	
entry	Apleuros	0	
orth	Apleuros	lat	
entry	Aplytos	0	
orth	Aplytos	lat	
entry	Apneusti	0	
orth	Apneusti	lat	
entry	Apnoea	1	
orth	Apnoea	lat	
pb	259	0132	
entry	Apobænon	0	
orth	Apobænon	lat	
entry	Apobamma	0	
orth	Apobamma	lat	
entry	Apobrasma	0	
orth	Apobrasma	lat	
entry	Apobregma	0	
orth	Apobregma	lat	
entry	Apocapnismus	0	
orth	Apocapnismus	lat	
entry	Apocatastasis	0	
orth	Apocatastasis	lat	
entry	Apocatharsis	0	
orth	Apocatharsis	lat	
entry	Apocenosis	0	
orth	Apocenosis	lat	
entry	Apocerugma	0	
orth	Apocerugma	lat	
entry	Apochoreon	0	
orth	Apochoreon	lat	
entry	Apochrempsis	0	
orth	Apochrempsis	lat	
entry	Apochylisma	0	
orth	Apochylisma	lat	
entry	Apochyma	0	
orth	Apochyma	lat	
entry	Apoclasma	0	
orth	Apoclasma	lat	
entry	Apocleisis	0	
orth	Apocleisis	lat	
entry	Apocope	0	
orth	Apocope	lat	
entry	Apocrisis	0	
orth	Apocrisis	lat	
entry	Apogrusticon	0	
orth	Apogrusticon	lat	
entry	Apocyesis	0	
orth	Apocyesis	lat	
entry	Apocynum	1	
orth	Apocynum	lat	
pb	261	0133	
entry	Apocyrtumena	0	
orth	Apocyrtumena	lat	
entry	Apodacrytica	0	
orth	Apodacrytica	lat	
entry	Apodeixis	0	
orth	Apodeixis	lat	
entry	Apodes	0	
orth	Apodes	lat	
entry	Apodyterium	0	
orth	Apodyterium	lat	
entry	Apoeum	0	
orth	Apoeum	lat	
entry	Apogalactismus	0	
orth	Apogalactismus	lat	
entry	Apoglaucosis	0	
orth	Apoglaucosis	lat	
entry	Apogona	0	
orth	Apogona	lat	
entry	Apolepsis	1	
orth	Apolepsis	lat	
pb	263	0134	
entry	Apolexis	0	
orth	Apolexis	lat	
entry	Apolinosis	0	
orth	Apolinosis	lat	
entry	Apollinaris, Hyoscyamus	0	
orth	Apollinaris	lat	
orth	Hyoscyamus	lat	
entry	Apolysis	0	
orth	Apolysis	lat	
entry	Apolysia	0	
orth	Apolysia	lat	
entry	Apomagma	0	
orth	Apomagma	lat	
entry	Apomathema	0	
orth	Apomathema	lat	
entry	Apomylenas	0	
orth	Apomylenas	lat	
entry	Apomyllene	0	
orth	Apomyllene	lat	
entry	Aponenoemenos	0	
orth	Aponenoemenos	lat	
entry	Aponeurosis	0	
orth	Aponeurosis	lat	
entry	Apopallesis, Apopalsis	0	
orth	Apopallesis	lat	
orth	Apopalsis	lat	
entry	Apopatoi	0	
orth	Apopatoi	lat	
entry	Apophlegmatismus	1	
orth	Apophlegmatismus	lat	
pb	265	0135	
entry	Apophrades	0	
orth	Apophrades	lat	
entry	Apophthora	0	
orth	Apophthora	lat	
entry	Apophyas	0	
orth	Apophyas	lat	
entry	Apophysis	0	
orth	Apophysis	lat	
entry	Apopiesma	0	
orth	Apopiesma	lat	
entry	Apoplecta	1	
orth	Apoplecta	lat	
pb	267	0136	
entry	Apoplectica	0	
orth	Apoplectica	lat	
entry	Apoplecticæ venæ	0	
orth	Apoplecticæ venæ	lat	
entry	Apoplexia	20	
orth	Apoplexia	lat	
pb	269	0137	
pb	271	0138	
pb	273	0139	
pb	275	0140	
pb	277	0141	
pb	279	0142	
pb	281	0143	
pb	283	0144	
pb	285	0145	
pb	287	0146	
pb	289	0147	
pb	291	0148	
pb	293	0149	
pb	295	0150	
pb	297	0151	
pb	299	0152	
pb	301	0153	
pb	303	0154	
pb	305	0155	
pb	307	0156	
entry	Apopnixis	0	
orth	Apopnixis	lat	
entry	Apopsychia	0	
orth	Apopsychia	lat	
entry	Apoptosis	0	
orth	Apoptosis	lat	
entry	Aporia	0	
orth	Aporia	lat	
entry	Aporraides	0	
orth	Aporraides	lat	
entry	Aporrhipsis	0	
orth	Aporrhipsis	lat	
entry	Aporrhoea	0	
orth	Aporrhoea	lat	
entry	Aporrhoe	0	
orth	Aporrhoe	lat	
entry	Apos	0	
orth	Apos	lat	
entry	Aposaeis	0	
orth	Aposaeis	lat	
entry	Aposcemma	0	
orth	Aposcemma	lat	
entry	Aposceparnismus	0	
orth	Aposceparnismus	lat	
entry	Aposchasis, Aposchasmus	0	
orth	Aposchasis	lat	
orth	Aposchasmus	lat	
entry	Aposigesis	0	
orth	Aposigesis	lat	
entry	Apositia	0	
orth	Apositia	lat	
entry	Apositica	0	
orth	Apositica	lat	
entry	Apospasmata	0	
orth	Apospasmata	lat	
entry	Aposphacelesis	0	
orth	Aposphacelesis	lat	
entry	Aposphage	1	
orth	Aposphage	lat	
pb	309	0157	
entry	Aposphagma	0	
orth	Aposphagma	lat	
entry	Aposphinxis	0	
orth	Aposphinxis	lat	
entry	Apospongismus	0	
orth	Apospongismus	lat	
entry	Apostagma, Apostalagma	0	
orth	Apostagma	lat	
orth	Apostalagma	lat	
entry	Apostasis	0	
orth	Apostasis	lat	
entry	Apostaxis	0	
orth	Apostaxis	lat	
entry	Apostema	0	
orth	Apostema	lat	
entry	Apostematiai	0	
orth	Apostematiai	lat	
entry	Apostolorum unguentum	0	
orth	Apostolorum unguentum	lat	
entry	Apostracos osteon	0	
orth	Apostracos osteon	lat	
entry	Apostrophe	0	
orth	Apostrophe	lat	
entry	Aposyrma	0	
orth	Aposyrma	lat	
entry	Apotelesma	0	
orth	Apotelesma	lat	
entry	Apotheca	0	
orth	Apotheca	lat	
entry	Apothecarius	0	
orth	Apothecarius	lat	
entry	Apotherapia	0	
orth	Apotherapia	lat	
entry	Apothermum	0	
orth	Apothermum	lat	
entry	Apothesis	1	
orth	Apothesis	lat	
pb	311	0158	
entry	Apothlimma	0	
orth	Apothlimma	lat	
entry	Apothrausis	0	
orth	Apothrausis	lat	
entry	Apotocos	0	
orth	Apotocos	lat	
entry	Apotos	0	
orth	Apotos	lat	
entry	Apotropæos	0	
orth	Apotropæos	lat	
entry	Apotychia	0	
orth	Apotychia	lat	
entry	Apoxe, Apoxera	0	
orth	Apoxe	lat	
orth	Apoxera	lat	
entry	Apozema	0	
orth	Apozema	lat	
entry	Apozimos	0	
orth	Apozimos	lat	
entry	Apparatus	0	
orth	Apparatus	lat	
entry	Appendicula vermiformis	0	
orth	Appendicula vermiformis	lat	
entry	Appendix	0	
orth	Appendix	lat	
entry	Appensio	0	
orth	Appensio	lat	
entry	Appetitus, Appetentia	0	
orth	Appetitus	lat	
orth	Appetentia	lat	
entry	Appetitus caninus	0	
orth	Appetitus caninus	lat	
entry	Applicatio	0	
orth	Applicatio	lat	
entry	Appluda	0	
orth	Appluda	lat	
entry	Appositio	0	
orth	Appositio	lat	
entry	Additio	0	
orth	Additio	lat	
entry	Apprehensio, Apprehensorium, Antilepsis	0	
orth	Apprehensio	lat	
orth	Apprehensorium	lat	
orth	Antilepsis	lat	
entry	Appropriatio	0	
orth	Appropriatio	lat	
entry	Approximatio	1	
orth	Approximatio	lat	
pb	313	0159	
entry	Apracta	0	
orth	Apracta	lat	
entry	Apronia, Nigra vitis, Chironia, Gyneanthe	0	
orth	Apronia	lat	
orth	Nigra vitis	lat	
orth	Chironia	lat	
orth	Gyneanthe	lat	
entry	Aproxis	0	
orth	Aproxis	lat	
entry	Apsinthatum	0	
orth	Apsinthatum	lat	
entry	Apsirrhoon	0	
orth	Apsirrhoon	lat	
entry	Apsychia	0	
orth	Apsychia	lat	
entry	Aptistos	0	
orth	Aptistos	lat	
entry	Aptystos	0	
orth	Aptystos	lat	
entry	Apua	0	
orth	Apua	lat	
entry	Apuloticus	0	
orth	Apuloticus	lat	
entry	Apyetos	0	
orth	Apyetos	lat	
entry	Apyrexia	0	
orth	Apyrexia	lat	
entry	Apyromele, Apyrenomele	0	
