object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
foreign	fièvre éphémère	fra	
entry	Catheter	0	
orth	Catheter	lat	
foreign	cathéter	fra	
entry	Catheterismus	0	
orth	Catheterismus	lat	
foreign	cathétérisme	fra	
entry	Catholicus	0	
orth	Catholicus	lat	
foreign	général	fra	
entry	Catinus fusorius	0	
orth	Catinus fusorius	lat	
foreign	creuset	fra	
entry	Catochus	0	
orth	Catochus	lat	
foreign	catalepsie	fra	
entry	Catotericus	0	
orth	Catotericus	lat	
foreign	purgatif	fra	
entry	Catuloticus	0	
orth	Catuloticus	lat	
foreign	cicatrisant	fra	
entry	Cauda	0	
orth	Cauda	lat	
foreign	queue	fra	
entry	Caulis	0	
orth	Caulis	lat	
foreign	tige	fra	
entry	Causodes febris	0	
orth	Causodes febris	lat	
foreign	causus	fra	
entry	Causticus	0	
orth	Causticus	lat	
foreign	caustique	fra	
entry	Causus	0	
orth	Causus	lat	
foreign	causus	fra	
entry	Cauterium	0	
orth	Cauterium	lat	
foreign	cautère	fra	
entry	Celotomia	0	
orth	Celotomia	lat	
foreign	célotomie	fra	
entry	Cenosis	0	
orth	Cenosis	lat	
foreign	inanition	fra	
entry	Cenoticus	0	
orth	Cenoticus	lat	
foreign	évacuant	fra	
entry	Centaurea	0	
orth	Centaurea	lat	
foreign	centaurée	fra	
entry	Cephalæa	0	
orth	Cephalæa	lat	
foreign	céphalée	fra	
entry	Cephalalgia	0	
orth	Cephalalgia	lat	
foreign	céphalalgie	fra	
entry	Cephalicus	0	
orth	Cephalicus	lat	
foreign	céphalique	fra	
entry	Cera	0	
orth	Cera	lat	
foreign	cire	fra	
entry	Cerasus	0	
orth	Cerasus	lat	
foreign	cerisier	fra	
entry	Ceratoides	0	
orth	Ceratoides	lat	
foreign	en forme de corne	fra	
entry	Ceratum	0	
orth	Ceratum	lat	
foreign	cérat	fra	
entry	Cerebellum	0	
orth	Cerebellum	lat	
foreign	cervelet	fra	
entry	Cerebrum	0	
orth	Cerebrum	lat	
foreign	cerveau	fra	
entry	Cerevisia	0	
orth	Cerevisia	lat	
foreign	bière	fra	
entry	Cerion	0	
orth	Cerion	lat	
foreign	cérion	fra	
foreign	teigne faveuse	fra	
entry	Ceronia	0	
orth	Ceronia	lat	
foreign	caroubier	fra	
entry	Cerussa	0	
orth	Cerussa	lat	
foreign	céruse	fra	
entry	Cervical	0	
orth	Cervical	lat	
foreign	oreiller	fra	
foreign	coussin	fra	
entry	Cervicalis	0	
orth	Cervicalis	lat	
foreign	cervical	fra	
entry	Cervix	0	
orth	Cervix	lat	
foreign	cou	fra	
entry	Cete	0	
orth	Cete	lat	
foreign	cétacés	fra	
entry	Chærophyllum	0	
orth	Chærophyllum	lat	
foreign	cerfeuil	fra	
entry	Chalasis	0	
orth	Chalasis	lat	
foreign	relâchement	fra	
entry	Chalasticus	0	
orth	Chalasticus	lat	
foreign	relâchant	fra	
entry	Chalybeus	0	
orth	Chalybeus	lat	
foreign	chalybé	fra	
entry	Chalybs	0	
orth	Chalybs	lat	
foreign	fer	fra	
foreign	acier	fra	
entry	Chamæmelum	0	
orth	Chamæmelum	lat	
foreign	camomille	fra	
entry	Charta	0	
orth	Charta	lat	
foreign	papier	fra	
entry	Chelidonium	0	
orth	Chelidonium	lat	
foreign	chélidoine	fra	
entry	Chemosis	0	
orth	Chemosis	lat	
foreign	chémosis	fra	
entry	Chilon	0	
orth	Chilon	lat	
foreign	qui a de grosses lèvres	fra	
entry	Chiragra	0	
orth	Chiragra	lat	
foreign	chiragre	fra	
entry	Chiromantia	0	
orth	Chiromantia	lat	
foreign	chiromancie	fra	
entry	Chironius	0	
orth	Chironius	lat	
foreign	chironien	fra	
entry	Chirotheca	0	
orth	Chirotheca	lat	
foreign	gantelet (bandage)	fra	
entry	Chirurgia	0	
orth	Chirurgia	lat	
foreign	chirurgie	fra	
entry	Chirurgus	0	
orth	Chirurgus	lat	
foreign	chirurgien	fra	
entry	Chlorosis	0	
orth	Chlorosis	lat	
foreign	chlorose	fra	
entry	Cholagogus	0	
orth	Cholagogus	lat	
foreign	cholagogue	fra	
entry	Choledochus	0	
orth	Choledochus	lat	
foreign	cholédoque	fra	
entry	Choiera	0	
orth	Choiera	lat	
foreign	choléra	fra	
entry	Cholericus	0	
orth	Cholericus	lat	
foreign	cholérique	fra	
entry	Cholopœeticus	0	
orth	Cholopœeticus	lat	
foreign	qui forme la bile	fra	
entry	Chondrographia	0	
orth	Chondrographia	lat	
foreign	chondrographie	fra	
entry	Chondrologia	0	
orth	Chondrologia	lat	
foreign	chondrologie	fra	
entry	Chondrotomia	0	
orth	Chondrotomia	lat	
foreign	chondrotomie	fra	
entry	Chordapsus	0	
orth	Chordapsus	lat	
foreign	chordapse	fra	
foreign	iléus	fra	
entry	Chorea	0	
orth	Chorea	lat	
entry	Chorion	0	
orth	Chorion	lat	
foreign	chorion	fra	
entry	Chronicus	0	
orth	Chronicus	lat	
foreign	chronique	fra	
entry	Chrysocolla	0	
orth	Chrysocolla	lat	
foreign	chrysocolle	fra	
entry	Chylus	0	
orth	Chylus	lat	
foreign	humeur	fra	
foreign	chyle	fra	
entry	Chymus	0	
orth	Chymus	lat	
foreign	humeur	fra	
foreign	chyme	fra	
entry	Cibus	0	
orth	Cibus	lat	
foreign	nourriture	fra	
entry	Cicatricare	0	
orth	Cicatricare	lat	
foreign	cicatriser	fra	
entry	Cicatricula	0	
orth	Cicatricula	lat	
foreign	cicatricule	fra	
entry	Cicatrix	0	
orth	Cicatrix	lat	
foreign	cicatrice	fra	
entry	Cichorium	0	
orth	Cichorium	lat	
foreign	chicorée	fra	
entry	Cicuta	0	
orth	Cicuta	lat	
foreign	ciguë	fra	
entry	Ciliaris	0	
orth	Ciliaris	lat	
foreign	ciliaire	fra	
entry	Cilium	0	
orth	Cilium	lat	
foreign	cil	fra	
entry	Cimolia terra	0	
orth	Cimolia terra	lat	
foreign	cimolée	fra	
entry	Cinefactio	0	
orth	Cinefactio	lat	
foreign	incinération	fra	
entry	Cingulum	0	
orth	Cingulum	lat	
foreign	ceinture	fra	
entry	Cinnabaris	0	
orth	Cinnabaris	lat	
foreign	cinnabre	fra	
entry	Cinnamomum	0	
orth	Cinnamomum	lat	
foreign	cannéllier	fra	
entry	Circuitus	0	
orth	Circuitus	lat	
foreign	période	fra	
entry	Circulatio	0	
orth	Circulatio	lat	
foreign	circulation	fra	
entry	Circulator, circumforaneus	0	
orth	Circulator	lat	
orth	circumforaneus	lat	
foreign	charlatan	fra	
entry	Circumfusa	0	
orth	Circumfusa	lat	
foreign	les circumfusa	fra	
entry	Cirratus	0	
orth	Cirratus	lat	
foreign	cirré	fra	
entry	Cirriferus	0	
orth	Cirriferus	lat	
foreign	cirrifère	fra	
entry	Cirrus	0	
orth	Cirrus	lat	
foreign	cirre	fra	
entry	Cirsocele	0	
orth	Cirsocele	lat	
foreign	cirsocèle	fra	
foreign	varicocèle	fra	
pb	1712	1726	
entry	Cirsoides	0	
orth	Cirsoides	lat	
foreign	cirsoïde	fra	
foreign	variqueux	fra	
entry	Cirsomphalus	0	
orth	Cirsomphalus	lat	
foreign	cirsomphate	fra	
entry	Cisterna	0	
orth	Cisterna	lat	
foreign	réservoir	fra	
entry	Cisterna lumbaris	0	
orth	Cisterna lumbaris	lat	
foreign	citerne lombaire	fra	
foreign	réservoir de Pecquel	fra	
entry	Citrus medica	0	
orth	Citrus medica	lat	
foreign	citronnier	fra	
entry	Citta	0	
orth	Citta	lat	
foreign	lepica	fra	
entry	Clarificatio	0	
orth	Clarificatio	lat	
foreign	clarification	fra	
entry	Claudicatio	0	
orth	Claudicatio	lat	
foreign	claudication	fra	
entry	Clavicula	0	
orth	Clavicula	lat	
entry	Clavus	0	
orth	Clavus	lat	
foreign	clou	fra	
entry	Clavus pedis	0	
orth	Clavus pedis	lat	
foreign	cor	fra	
entry	Clepsydra	0	
orth	Clepsydra	lat	
foreign	clepsydre	fra	
entry	Clima	0	
orth	Clima	lat	
foreign	climat	fra	
entry	Climacter, climactericus	0	
orth	Climacter	lat	
orth	climactericus	lat	
foreign	climatérique	fra	
entry	Clinicus	0	
orth	Clinicus	lat	
foreign	clinique	fra	
entry	Clitoris	0	
orth	Clitoris	lat	
foreign	clitoris	fra	
entry	Clyster, clysterium	0	
orth	Clyster	lat	
orth	clysterium	lat	
foreign	clystere	fra	
entry	Coagulans	0	
orth	Coagulans	lat	
foreign	coagulant	fra	
entry	Coagulatus	0	
orth	Coagulatus	lat	
foreign	caillebotté	fra	
entry	Coagulum	0	
orth	Coagulum	lat	
foreign	caillot de sang	fra	
foreign	présure	fra	
entry	Coarctaro	0	
orth	Coarctaro	lat	
foreign	rétrécir	fra	
entry	Coalitus	0	
orth	Coalitus	lat	
foreign	coalescence	fra	
entry	Coarctatio	0	
orth	Coarctatio	lat	
foreign	coarctation	fra	
entry	Coccum	0	
orth	Coccum	lat	
foreign	kermès	fra	
foreign	écarlate	fra	
entry	Coccygeus	0	
orth	Coccygeus	lat	
foreign	coccygien	fra	
entry	Coccyx	0	
orth	Coccyx	lat	
foreign	coccyx	fra	
entry	Cochlea	0	
orth	Cochlea	lat	
foreign	limaçon	fra	
entry	Cochleare	0	
orth	Cochleare	lat	
foreign	une curette	fra	
entry	Coctio	0	
orth	Coctio	lat	
foreign	coction	fra	
foreign	digestion	fra	
entry	Coeliacus	0	
orth	Coeliacus	lat	
foreign	cœliaque	fra	
entry	Coeliacus morbus	0	
orth	Coeliacus morbus	lat	
foreign	flux cœliaque	fra	
entry	Cœna	0	
orth	Cœna	lat	
foreign	repas du soir	fra	
entry	Cogitatio	0	
orth	Cogitatio	lat	
foreign	pensée	fra	
entry	Coitus	0	
orth	Coitus	lat	
foreign	coit	fra	
entry	Colatura	0	
orth	Colatura	lat	
foreign	colature	fra	
entry	Colchicum	0	
orth	Colchicum	lat	
foreign	colchique	fra	
entry	Coleus	0	
orth	Coleus	lat	
foreign	testicule	fra	
entry	Colicus	0	
orth	Colicus	lat	
foreign	colique	fra	
entry	Colla	0	
orth	Colla	lat	
foreign	colle	fra	
entry	Collapsus	0	
orth	Collapsus	lat	
foreign	collapsus	fra	
entry	Colleticus	0	
orth	Colleticus	lat	
foreign	qui agglutine	fra	
entry	Colliquans, colliquativus, colliquefaciens, colliquescens	0	
orth	Colliquans	lat	
orth	colliquativus	lat	
orth	colliquefaciens	lat	
orth	colliquescens	lat	
foreign	colliquatif	fra	
entry	Colliquatio	0	
orth	Colliquatio	lat	
foreign	colliquation	fra	
entry	Collum	0	
orth	Collum	lat	
foreign	cou	fra	
entry	Collutorium	0	
orth	Collutorium	lat	
foreign	collutoire	fra	
entry	Colluvies gastrica	0	
orth	Colluvies gastrica	lat	
foreign	embarras gastrique	fra	
entry	Collyrium	0	
orth	Collyrium	lat	
foreign	collyre	fra	
entry	Coloboma	0	
orth	Coloboma	lat	
foreign	colobome	fra	
entry	Colocynthis	0	
orth	Colocynthis	lat	
foreign	coloquinte	fra	
entry	Colophonia	0	
orth	Colophonia	lat	
foreign	colophane	fra	
entry	Colostratio	0	
orth	Colostratio	lat	
foreign	colostration	fra	
entry	Colostrum	0	
orth	Colostrum	lat	
foreign	colostrum	fra	
entry	Colum	0	
orth	Colum	lat	
foreign	côlon	fra	
entry	Coma, æ	0	
orth	Coma, æ	lat	
foreign	chevelure	fra	
entry	Coma, atis	0	
orth	Coma, atis	lat	
foreign	coma	fra	
entry	Comatodes	0	
orth	Comatodes	lat	
foreign	comateux	fra	
entry	Combustio	0	
orth	Combustio	lat	
foreign	combustion	fra	
entry	Compernis	0	
orth	Compernis	lat	
foreign	qui a les genoux tournés en dedans	fra	
entry	Complexio	0	
orth	Complexio	lat	
foreign	complexion	fra	
foreign	. tempérament	fra	
entry	Conarium	0	
orth	Conarium	lat	
foreign	conarium	fra	
foreign	glande pinéale	fra	
entry	Conceptio	0	
orth	Conceptio	lat	
foreign	conception	fra	
entry	Concha	0	
orth	Concha	lat	
foreign	conque	fra	
foreign	pavillon de l’oreille	fra	
entry	Conchyliologia	0	
orth	Conchyliologia	lat	
foreign	conchyliologie	fra	
entry	Conchylium	0	
orth	Conchylium	lat	
foreign	coquille	fra	
entry	Concretus	0	
orth	Concretus	lat	
foreign	concret	fra	
entry	Concursus	0	
orth	Concursus	lat	
foreign	abouchement	fra	
entry	Condensatio	0	
orth	Condensatio	lat	
foreign	condensation	fra	
entry	Condimentum	0	
orth	Condimentum	lat	
foreign	assaisonnement	fra	
foreign	condit	fra	
entry	Conductio (Cœl. Aurel.)	0	
orth	Conductio (Cœl. Aurel.)	lat	
foreign	spasme	fra	
entry	Conductor	0	
orth	Conductor	lat	
foreign	conducteur	fra	
entry	Condyloideus	0	
orth	Condyloideus	lat	
foreign	condyloïdien	fra	
entry	Condyloides	0	
orth	Condyloides	lat	
foreign	condyloïde	fra	
entry	Condyloma	0	
orth	Condyloma	lat	
foreign	condylome	fra	
entry	Condylus	0	
orth	Condylus	lat	
foreign	condyle	fra	
entry	Confortans	0	
orth	Confortans	lat	
foreign	confortatif	fra	
entry	Confricatio	0	
orth	Confricatio	lat	
foreign	friction	fra	
entry	Congelatio	0	
orth	Congelatio	lat	
foreign	congélation	fra	
entry	Congeneris	0	
orth	Congeneris	lat	
foreign	congénère	fra	
entry	Congenitus	0	
orth	Congenitus	lat	
foreign	congénital	fra	
entry	Conglutinans	0	
orth	Conglutinans	lat	
foreign	agglutinatif	fra	
entry	Conglutinatio	0	
orth	Conglutinatio	lat	
foreign	conglutination	fra	
foreign	consolidation	fra	
entry	Connatus	0	
orth	Connatus	lat	
foreign	conné	fra	
entry	Connexivus	0	
orth	Connexivus	lat	
foreign	connectif	fra	
entry	Consensus	0	
orth	Consensus	lat	
foreign	consentement	fra	
foreign	sympathie	fra	
entry	Consolida	0	
orth	Consolida	lat	
foreign	grande consoude	fra	
entry	Consolidans	0	
orth	Consolidans	lat	
foreign	consolidant	fra	
entry	Consopire	0	
orth	Consopire	lat	
foreign	assoupir	fra	
entry	Constitutio	0	
orth	Constitutio	lat	
foreign	constitution	fra	
foreign	complexion	fra	
entry	Constrictivus	0	
orth	Constrictivus	lat	
foreign	styptique	fra	
entry	Constrictor	0	
orth	Constrictor	lat	
foreign	constricteur	fra	
entry	Consumptio	0	
orth	Consumptio	lat	
foreign	consomption	fra	
entry	Contagio, contagium	0	
orth	Contagio	lat	
orth	contagium	lat	
foreign	contagion	fra	
entry	Contagiosus	0	
orth	Contagiosus	lat	
foreign	contagieux	fra	
entry	Continens febris	0	
orth	Continens febris	lat	
foreign	fièvre continente	fra	
foreign	synoque	fra	
entry	Continua febris	0	
orth	Continua febris	lat	
foreign	fièvre continue	fra	
entry	Contractio	0	
orth	Contractio	lat	
foreign	contraction	fra	
foreign	rétraction	fra	
entry	Contractura	0	
orth	Contractura	lat	
foreign	contracture	fra	
entry	Contrahens	0	
orth	Contrahens	lat	
foreign	contractif	fra	
entry	Contundens	0	
orth	Contundens	lat	
foreign	contondant	fra	
entry	Contusio	0	
orth	Contusio	lat	
foreign	contusion	fra	
foreign	meurtrissure	fra	
entry	Convalescentia	0	
orth	Convalescentia	lat	
foreign	convalescence	fra	
entry	Convolutus	0	
orth	Convolutus	lat	
foreign	convoluté	fra	
entry	Convolvulus	0	
orth	Convolvulus	lat	
foreign	liseron	fra	
entry	Convulsio	0	
orth	Convulsio	lat	
foreign	convulsion	fra	
entry	Cophosis	0	
orth	Cophosis	lat	
foreign	cophose	fra	
foreign	surdité	fra	
entry	Coprostasia	0	
orth	Coprostasia	lat	
foreign	rétention des excréments	fra	
entry	Copula	0	
orth	Copula	lat	
foreign	ligament	fra	
entry	Copulatio	0	
orth	Copulatio	lat	
foreign	accouplement	fra	
foreign	copulation	fra	
entry	Cor	0	
orth	Cor	lat	
foreign	cœur	fra	
entry	Coracoideus	0	
orth	Coracoideus	lat	
foreign	coracoïde	fra	
foreign	coracoidien	fra	
entry	Corallium	0	
orth	Corallium	lat	
foreign	corail	fra	
entry	Corium	0	
orth	Corium	lat	
foreign	peau	fra	
foreign	chorion	fra	
entry	Corium sanguinis	0	
orth	Corium sanguinis	lat	
foreign	couenne du sang	fra	
entry	Cornea membrana	0	
orth	Cornea membrana	lat	
foreign	cornée	fra	
entry	Corneus	0	
orth	Corneus	lat	
foreign	corné	fra	
entry	Corolla	0	
orth	Corolla	lat	
foreign	petite couronne	fra	
foreign	corolle	fra	
entry	Coronalis	0	
orth	Coronalis	lat	
foreign	coronal	fra	
entry	Coronarius	0	
orth	Coronarius	lat	
foreign	coronaire	fra	
entry	Coronoideus	0	
orth	Coronoideus	lat	
foreign	corondide	fra	
entry	Corpulentia	0	
orth	Corpulentia	lat	
foreign	corpulence	fra	
entry	Corpus	0	
orth	Corpus	lat	
foreign	corps	fra	
entry	Corpusculum	0	
orth	Corpusculum	lat	
foreign	corpuscule	fra	
entry	Corroborans	0	
orth	Corroborans	lat	
foreign	confortatif	fra	
entry	Corrodens, corrosivus	0	
orth	Corrodens	lat	
orth	corrosivus	lat	
foreign	corrosif	fra	
entry	Corrugare	0	
orth	Corrugare	lat	
foreign	froncer	fra	
foreign	rider	fra	
entry	Corrugatio	0	
orth	Corrugatio	lat	
foreign	corrugation	fra	
entry	Cortex	0	
orth	Cortex	lat	
foreign	écorce	fra	
entry	Corticeus	0	
orth	Corticeus	lat	
foreign	qui appartient à l’écorce	fra	
entry	Corybantiasmus	0	
orth	Corybantiasmus	lat	
foreign	corybantiasme	fra	
entry	Corymbifer	0	
orth	Corymbifer	lat	
foreign	corymbifero	fra	
entry	Corymbus	0	
orth	Corymbus	lat	
foreign	corymbe	fra	
entry	Coryza	0	
orth	Coryza	lat	
foreign	coryza	fra	
entry	Cosmeticus	0	
orth	Cosmeticus	lat	
foreign	cosmétique	fra	
entry	Costa	0	
orth	Costa	lat	
foreign	côte	fra	
entry	Costalis	0	
orth	Costalis	lat	
foreign	costal	fra	
entry	Costus	0	
orth	Costus	lat	
foreign	costus	fra	
entry	Cotyla, cotyle	0	
orth	Cotyla	lat	
orth	cotyle	lat	
foreign	cotyle	fra	
entry	Cotyledo	0	
orth	Cotyledo	lat	
foreign	cotylédon	fra	
entry	Cotyloides	0	
orth	Cotyloides	lat	
foreign	cotyloiide	fra	
entry	Coxa, coxendix	0	
orth	Coxa	lat	
orth	coxendix	lat	
foreign	hanche	fra	
entry	Cranium	0	
orth	Cranium	lat	
foreign	crâne	fra	
entry	Crasis	0	
orth	Crasis	lat	
foreign	erase	fra	
entry	Crassa meninx	0	
orth	Crassa meninx	lat	
foreign	la dure-mère	fra	
entry	Crassamentum	0	
orth	Crassamentum	lat	
foreign	sédiment	fra	
entry	Cratægus	0	
orth	Cratægus	lat	
foreign	aligier	fra	
entry	Cremaster	0	
orth	Cremaster	lat	
foreign	le crémaster	fra	
entry	Crematio	0	
orth	Crematio	lat	
foreign	action de brûler	fra	
entry	Cremor	0	
orth	Cremor	lat	
foreign	crème	fra	
entry	Crescentia	0	
orth	Crescentia	lat	
foreign	croissance	fra	
entry	Creta	0	
orth	Creta	lat	
foreign	craie	fra	
entry	Cribrare	0	
orth	Cribrare	lat	
foreign	cribler	fra	
entry	Cricoides, cricoideus	0	
orth	Cricoides	lat	
orth	cricoideus	lat	
foreign	cricoïde	fra	
entry	Crinale	0	
orth	Crinale	lat	
foreign	aiguille de tête	fra	
entry	Crinitus	0	
orth	Crinitus	lat	
foreign	chevelu	fra	
entry	Crinon	0	
orth	Crinon	lat	
foreign	lis rouge	fra	
entry	Crisimus	0	
orth	Crisimus	lat	
foreign	critique	fra	
entry	Crithe	0	
orth	Crithe	lat	
foreign	orgelet	fra	
entry	Criticus	0	
orth	Criticus	lat	
foreign	critique	fra	
entry	Crocidismus	0	
orth	Crocidismus	lat	
foreign	crocidisme	fra	
entry	Crocus	0	
orth	Crocus	lat	
foreign	safran	fra	
entry	Crotaphites	0	
orth	Crotaphites	lat	
foreign	le muscle crotaphite	fra	
entry	Croton	0	
orth	Croton	lat	
foreign	croton	fra	
entry	Cruditare	0	
orth	Cruditare	lat	
foreign	mal digérer	fra	
entry	Cruditas	0	
orth	Cruditas	lat	
foreign	indigestion	fra	
foreign	crudité	fra	
entry	Cruditatio	0	
orth	Cruditatio	lat	
foreign	dyspepsie	fra	
entry	Crudus	0	
orth	Crudus	lat	
foreign	cru	fra	
foreign	indigeste	fra	
entry	Cruor	0	
orth	Cruor	lat	
foreign	le sang	fra	
entry	Cruralis	0	
orth	Cruralis	lat	
foreign	crural	fra	
entry	Crus	0	
orth	Crus	lat	
foreign	jambe	fra	
entry	Crusta	0	
orth	Crusta	lat	
foreign	croûte	fra	
entry	Crusta pleuretica sanguinis	0	
orth	Crusta pleuretica sanguinis	lat	
foreign	la couenne inflammatoire du sang	fra	
entry	Crypta	0	
orth	Crypta	lat	
foreign	crypte	fra	
entry	Crystallinus	0	
orth	Crystallinus	lat	
foreign	cristallin	fra	
entry	Crystalloides	0	
orth	Crystalloides	lat	
foreign	cristalloïde	fra	
entry	Crystallum	0	
orth	Crystallum	lat	
foreign	cristal	fra	
entry	Cubitus	0	
orth	Cubitus	lat	
foreign	le coude	fra	
foreign	le cubitus	fra	
foreign	l’olécrane	fra	
entry	Cubitus pronus	0	
orth	Cubitus pronus	lat	
foreign	le coucher sur le ventre	fra	
entry	Cubitus resupinus, supinus	0	
orth	Cubitus resupinus	lat	
orth	supinus	lat	
foreign	le coucher sur le dos	fra	
entry	Cuboïdes, cubiformis	0	
orth	Cuboïdes	lat	
orth	cubiformis	lat	
foreign	cuboïde	fra	
entry	Os cubiforme	0	
orth	Os cubiforme	lat	
foreign	l’os cuboïde	fra	
entry	Cucullatus	0	
orth	Cucullatus	lat	
foreign	capuchonné	fra	
entry	Cucullatus musculus	0	
orth	Cucullatus musculus	lat	
foreign	muscle trapèze	fra	
pb	1713	1727	
entry	Cucullus	0	
orth	Cucullus	lat	
foreign	capuchon	fra	
foreign	muscle trapèze	fra	
foreign	cucuphe	fra	
entry	Cucumis	0	
orth	Cucumis	lat	
foreign	concombre	fra	
entry	Cucurbita	0	
orth	Cucurbita	lat	
foreign	courge	fra	
foreign	ventouse	fra	
entry	Cucurbitula	0	
orth	Cucurbitula	lat	
foreign	petite ventouse	fra	
entry	Culmus	0	
orth	Culmus	lat	
foreign	chaume	fra	
entry	Cultellus incisorius	0	
orth	Cultellus incisorius	lat	
foreign	bistouri	fra	
entry	Cuminum	0	
orth	Cuminum	lat	
foreign	cumin	fra	
entry	Cuneiformis	0	
orth	Cuneiformis	lat	
foreign	cunéiforme	fra	
entry	Cuprum	0	
orth	Cuprum	lat	
foreign	cuivre	fra	
entry	Cura	0	
orth	Cura	lat	
foreign	pansement	fra	
entry	Curatio	0	
orth	Curatio	lat	
foreign	curation	fra	
foreign	cure	fra	
foreign	pansement	fra	
entry	Cuticula	0	
orth	Cuticula	lat	
foreign	cuticule	fra	
foreign	épiderme	fra	
entry	Cuticularis musculus	0	
orth	Cuticularis musculus	lat	
foreign	le peaucier	fra	
entry	Cutis	0	
orth	Cutis	lat	
foreign	peau	fra	
entry	Cyanopathia	0	
orth	Cyanopathia	lat	
foreign	cyanopathie	fra	
entry	Cyclaminum	0	
orth	Cyclaminum	lat	
foreign	cyclame	fra	
entry	Cyclus	0	
orth	Cyclus	lat	
foreign	cycle	fra	
entry	Cydonia arbor	0	
orth	Cydonia arbor	lat	
foreign	le cognassier	fra	
entry	Cylindraceus	0	
orth	Cylindraceus	lat	
foreign	cylindracé	fra	
entry	Cylindroides	0	
orth	Cylindroides	lat	
foreign	cylindroide	fra	
entry	Cylindrus	0	
orth	Cylindrus	lat	
foreign	cylindre	fra	
entry	Cyma	0	
orth	Cyma	lat	
foreign	tendron	fra	
foreign	cœur de chou	fra	
entry	Cynanche	0	
orth	Cynanche	lat	
foreign	angine	fra	
entry	Cynanche stridula	0	
orth	Cynanche stridula	lat	
foreign	croup	fra	
entry	Cynanthropia	0	
orth	Cynanthropia	lat	
foreign	cynanthropie	fra	
entry	Cynoglossum	0	
orth	Cynoglossum	lat	
foreign	cynoglosse	fra	
entry	Cynorexia	0	
orth	Cynorexia	lat	
foreign	cynorexie	fra	
entry	Cynorrhodon	0	
orth	Cynorrhodon	lat	
foreign	cynorrhodon	fra	
entry	Cyperus	0	
orth	Cyperus	lat	
foreign	souchet	fra	
entry	Cyphoma, cypbosis	0	
orth	Cyphoma	lat	
orth	cypbosis	lat	
foreign	cyphose	fra	
entry	Cystalgia	0	
orth	Cystalgia	lat	
foreign	cystalgie	fra	
entry	Cysticus	0	
orth	Cysticus	lat	
foreign	cystique	fra	
entry	Cystide obductus	0	
orth	Cystide obductus	lat	
foreign	enkysté	fra	
entry	Cystirrhagia	0	
orth	Cystirrhagia	lat	
foreign	cystirrhagie	fra	
entry	Cystirrhœa	0	
orth	Cystirrhœa	lat	
foreign	cystirrhée	fra	
entry	Cystis	0	
orth	Cystis	lat	
foreign	vessie	fra	
entry	Cystitomus	0	
orth	Cystitomus	lat	
foreign	cystitome	fra	
entry	Cystocele	0	
orth	Cystocele	lat	
foreign	cystocele	fra	
entry	Cystodynia	0	
orth	Cystodynia	lat	
foreign	cystodynie	fra	
entry	Cystomerocele	0	
orth	Cystomerocele	lat	
foreign	cystomérocèle	fra	
entry	Cystoptosis	0	
orth	Cystoptosis	lat	
foreign	cystoptose	fra	
entry	Cystotomia	0	
orth	Cystotomia	lat	
foreign	cystotomie	fra	
entry	Cystotomus	0	
orth	Cystotomus	lat	
foreign	cystotome	fra	
entry	Dacryopœus	0	
orth	Dacryopœus	lat	
foreign	qui produit des larmes	fra	
entry	Dactylus	0	
orth	Dactylus	lat	
foreign	datte	fra	
entry	Dæmoniacus	0	
orth	Dæmoniacus	lat	
foreign	possédé	fra	
entry	Dæmonomania	0	
orth	Dæmonomania	lat	
foreign	démonomanie	fra	
entry	Dartos	0	
orth	Dartos	lat	
foreign	dartos	fra	
entry	Dealbatio	0	
orth	Dealbatio	lat	
foreign	déalbation	fra	
entry	Debilitas	0	
orth	Debilitas	lat	
foreign	débilité	fra	
entry	Debilitatio	0	
orth	Debilitatio	lat	
foreign	débilitation	fra	
entry	Deciduus	0	
orth	Deciduus	lat	
foreign	caduc	fra	
entry	Declinatio morbi	0	
orth	Declinatio morbi	lat	
foreign	déclin de la maladie	fra	
entry	Declivis	0	
orth	Declivis	lat	
foreign	déclive	fra	
entry	Declivitas	0	
orth	Declivitas	lat	
foreign	déclivité	fra	
entry	Decoetio	0	
orth	Decoetio	lat	
foreign	décoction	fra	
entry	Decoctum	0	
orth	Decoctum	lat	
entry	Decorticatio	0	
orth	Decorticatio	lat	
foreign	décortication	fra	
entry	Decrepitus	0	
orth	Decrepitus	lat	
foreign	décrépit	fra	
entry	Decretorius	0	
orth	Decretorius	lat	
foreign	décrétoire	fra	
foreign	critique	fra	
entry	Decurrens	0	
orth	Decurrens	lat	
foreign	decurrent	fra	
entry	Decussatio	0	
orth	Decussatio	lat	
foreign	décussation	fra	
entry	Defecatio	0	
orth	Defecatio	lat	
foreign	dépuration	fra	
entry	Defæcatus	0	
orth	Defæcatus	lat	
foreign	dépuré	fra	
entry	Defectio animi	0	
orth	Defectio animi	lat	
foreign	défaillance	fra	
entry	Defectio virium	0	
orth	Defectio virium	lat	
foreign	abattement	fra	
entry	Deferens	0	
orth	Deferens	lat	
foreign	déférent	fra	
entry	Deflagratio	0	
orth	Deflagratio	lat	
foreign	déflagration	fra	
entry	Deflectens	0	
orth	Deflectens	lat	
foreign	dérivatif	fra	
entry	Deflexio	0	
orth	Deflexio	lat	
foreign	dérivation	fra	
entry	Defluxio	0	
orth	Defluxio	lat	
foreign	défluxion	fra	
entry	Defoliatio	0	
