object			
volume	00216x03	James Diderot & al.	{date}
entry	CEROMA	0	
orth	Ceroma	lat	
clique	Ceratum		
entry	CERONEUM	0	
orth	Ceroneum	lat	
entry	CEROPISSUS	0	
orth	Ceropissus	lat	
entry	CEROTUM	0	
orth	Cerotum	lat	
entry	CERRUS	0	
orth	Cerrus	lat	
entry	CERVARIA	0	
orth	Cervaria	lat	
entry	CERVICALIS	0	
orth	Cervicalis	lat	
entry	CEVICARIA	0	
orth	Cevicaria	lat	
entry	CERVICULÆ SPIRITUS	0	
orth	Cerviculæ spiritus	lat	
entry	CERVIX	3	
orth	Cervix	lat	
pb	321	0167	
pb	323	0168	
pb	325	0169	
entry	CERUMEN	0	
orth	Cerumen	lat	
clique	Auris		
entry	CERUSIANA	0	
orth	Cerusiana	lat	
entry	CERUSSA	0	
orth	Cerussa	lat	
entry	DIOSCORIDE	0	
orth	Dioscoride	lat	
clique	Plumbum		
entry	CERUSSEA URINA	0	
orth	Cerussea urina	lat	
entry	CERVUS	12	
orth	Cervus	lat	
pb	327	0170	
pb	329	0171	
pb	331	0172	
pb	333	0173	
pb	335	0174	
pb	337	0175	
pb	339	0176	
pb	341	0177	
pb	343	0178	
clique	Anelmal		
pb	345	0179	
pb	347	0180	
pb	349	0181	
entry	CESTREUS	0	
orth	Cestreus	lat	
entry	CESTRITES VINUM	0	
orth	Cestrites vinum	lat	
entry	CESTRUM	0	
orth	Cestrum	lat	
entry	CETACEUS	0	
orth	Cetaceus	lat	
entry	CETE, CETUS	0	
orth	Cete	lat	
orth	Cetus	lat	
clique	Balaena		
entry	CETERACH	0	
orth	Ceterach	lat	
clique	Asplenium		
entry	CEVADILLA	0	
orth	Cevadilla	lat	
entry	CEVILLUS	1	
orth	Cevillus	lat	
pb	351	0182	
entry	CHAA	0	
orth	Chaa	lat	
entry	CHACEF	0	
orth	Chacef	lat	
entry	CHÆROPHYLLUM	0	
orth	Chærophyllum	lat	
entry	CHAFAR ALPINI	0	
orth	Chafar alpini	lat	
entry	CHAITA	0	
orth	Chaita	lat	
entry	CHALASIS	0	
orth	Chalasis	lat	
entry	CHALASTICOS	0	
orth	Chalasticos	lat	
entry	CHALAZA	1	
orth	Chalaza	lat	
clique	Emplastrum		
pb	353	0183	
entry	CHALBANE	0	
orth	Chalbane	lat	
entry	CHALCANTHUM	0	
orth	Chalcanthum	lat	
clique	Vitriolum		
entry	CHALCEDONIUS	0	
orth	Chalcedonius	lat	
entry	CHALCEION	0	
orth	Chalceion	lat	
entry	CHALCIDICA LACERTA	0	
orth	Chalcidica lacerta	lat	
entry	CHALCITIS	1	
orth	Chalcitis	lat	
pb	355	0184	
entry	CHALCOS	0	
orth	Chalcos	lat	
clique	Æs		
entry	CHALCUS	0	
orth	Chalcus	lat	
entry	CHALCUTE	0	
orth	Chalcute	lat	
entry	CHALEPOS	0	
orth	Chalepos	lat	
entry	CHALICRATON	0	
orth	Chalicraton	lat	
entry	CALINOS	1	
orth	Calinos	lat	
pb	357	0185	
entry	CHALYBS	0	
orth	Chalybs	lat	
entry	CHAMA	0	
orth	Chama	lat	
entry	CHAMÆACTE	0	
orth	Chamæacte	lat	
entry	CHAMÆBALANUS LEGUMINOSA	0	
orth	Chamæbalanus leguminosa	lat	
entry	CHAMÆBATOS	0	
orth	Chamæbatos	lat	
clique	Rubus		
entry	CHAMÆBUXUS	0	
orth	Chamæbuxus	lat	
clique	Polygala		
entry	CHAMÆCEDRYS	0	
orth	Chamæcedrys	lat	
entry	CHAMÆCERASUS	0	
orth	Chamæcerasus	lat	
entry	CHAMÆCISSUS	0	
orth	Chamæcissus	lat	
entry	CHAMÆCISTUS	0	
orth	Chamæcistus	lat	
clique	HeUarnhcmumi		
entry	CHAMÆCLEMA	0	
orth	Chamæclema	lat	
entry	CHAMÆCRISTA	1	
orth	Chamæcrista	lat	
pb	359	0186	
entry	CHAMÆCYPARYSSUS	0	
orth	Chamæcyparyssus	lat	
clique	Abrotanum		
entry	CHAMÆDAPHNE	0	
orth	Chamædaphne	lat	
entry	CHAMÆDROPS	0	
orth	Chamædrops	lat	
entry	CHAMÆDRYITES	0	
orth	Chamædryites	lat	
entry	CHAMÆDRYS	0	
orth	Chamædrys	lat	
clique	Teucrium		
clique	Veronica		
entry	CHAMÆFICUS	0	
orth	Chamæficus	lat	
entry	CHAMÆFILIX	0	
orth	Chamæfilix	lat	
entry	CHAMÆGENISTA	0	
orth	Chamægenista	lat	
entry	CHAMÆIASME ALPINA	0	
orth	Chamæiasme alpina	lat	
entry	CHAMÆIRIS	0	
orth	Chamæiris	lat	
clique	Iris		
entry	CHAMÆITEA	1	
orth	Chamæitea	lat	
pb	361	0187	
clique	Thymelaea		
entry	CHAMÆLÆAGNUS	0	
orth	Chamælæagnus	lat	
clique	Galles		
entry	CHAMÆLAITES	0	
orth	Chamælaites	lat	
entry	CHAMÆLARIX	0	
orth	Chamælarix	lat	
entry	CHAMÆLEON	0	
orth	Chamæleon	lat	
clique	Carlina		
entry	CHAMÆLEUCE	0	
orth	Chamæleuce	lat	
entry	CHAMÆLINUM	0	
orth	Chamælinum	lat	
entry	CHAMÆMALUS	0	
orth	Chamæmalus	lat	
entry	CHAMÆMELUM	2	
orth	Chamæmelum	lat	
pb	363	0188	
clique	Aqua		
pb	365	0189	
entry	CHAMÆMESPILUS	0	
orth	Chamæmespilus	lat	
entry	CHAMÆMORUS	0	
orth	Chamæmorus	lat	
entry	CHAMÆNERION	0	
orth	Chamænerion	lat	
entry	CHAMÆORCHIS	0	
orth	Chamæorchis	lat	
entry	CHAMÆPERICLYMENUM	0	
orth	Chamæpericlymenum	lat	
entry	CHAMÆPEUCE	1	
orth	Chamæpeuce	lat	
pb	367	0190	
entry	CHAMÆPITUINUM VINUM	0	
orth	Chamæpituinum vinum	lat	
entry	CHAMÆPITYS	0	
orth	Chamæpitys	lat	
entry	CHAMÆPLION	0	
orth	Chamæplion	lat	
entry	CHAMÆPYXOS	0	
orth	Chamæpyxos	lat	
entry	CHAMÆRAPHANUM	0	
orth	Chamæraphanum	lat	
entry	CHAMÆRIPHES	0	
orth	Chamæriphes	lat	
entry	CHAMÆRODODENDROS	0	
orth	Chamærododendros	lat	
clique	Ægolethron		
entry	CHAMÆROPS	0	
orth	Chamærops	lat	
clique	Palma		
entry	CHAMÆRUBUS	0	
orth	Chamærubus	lat	
clique	Rubus		
entry	CHAMÆSYCE	0	
orth	Chamæsyce	lat	
clique	Tithymalus		
entry	CHAMÆZELOS	0	
orth	Chamæzelos	lat	
entry	CHAMBAR	0	
orth	Chambar	lat	
entry	CHAMBELECH	0	
orth	Chambelech	lat	
entry	CHAMBROCH	0	
orth	Chambroch	lat	
entry	CHAMELÆA	0	
orth	Chamelæa	lat	
clique	Chamaelaea		
entry	CHAMEUNIA	0	
orth	Chameunia	lat	
entry	CHAMPACAM	1	
orth	Champacam	lat	
pb	369	0191	
entry	CHANCRE	5	
orth	Chancre	lat	
pb	371	0192	
pb	373	0193	
pb	375	0194	
clique	Cellulosa membrana		
pb	377	0195	
pb	379	0196	
entry	CHANNA	0	
orth	Channa	lat	
entry	CHANTERELLA	0	
orth	Chanterella	lat	
entry	CHAOMANTIA	0	
orth	Chaomantia	lat	
entry	CHAOS	0	
orth	Chaos	lat	
entry	CHAOSDA	0	
orth	Chaosda	lat	
entry	CHAOVA	0	
orth	Chaova	lat	
clique	Coffeée		
entry	CHARA	0	
orth	Chara	lat	
entry	CHARABE, CARABE	0	
orth	Charabe	lat	
orth	Carabe	lat	
entry	CHARACTA	0	
orth	Characta	lat	
clique	Carata		
entry	CHARACTER	0	
orth	Character	lat	
entry	CHARADRIUS	0	
orth	Charadrius	lat	
entry	CHARAMAIS	0	
orth	Charamais	lat	
entry	CHARANTIA	0	
orth	Charantia	lat	
entry	CHARIEN	0	
orth	Charien	lat	
entry	CHARISTOLOCHIA	0	
orth	Charistolochia	lat	
entry	CHARME, CHARMIS	0	
orth	Charme	lat	
orth	Charmis	lat	
entry	CHARONIUS	0	
orth	Charonius	lat	
entry	CHARTA VIRGINEA	0	
orth	Charta virginea	lat	
entry	CHASME	0	
orth	Chasme	lat	
entry	CHATE	0	
orth	Chate	lat	
entry	CHAULIODONTA	1	
orth	Chauliodonta	lat	
pb	381	0197	
entry	CHEDROPA	0	
orth	Chedropa	lat	
entry	CHEILOCACE	0	
orth	Cheilocace	lat	
entry	CHEILOS	0	
orth	Cheilos	lat	
entry	CHEIMETLON	0	
orth	Cheimetlon	lat	
entry	CHEIMIA	0	
orth	Cheimia	lat	
entry	CHEIMON	0	
orth	Cheimon	lat	
entry	CHEIR	0	
orth	Cheir	lat	
clique	Brachium		
entry	CHEIRAPSIA	0	
orth	Cheirapsia	lat	
entry	CHEIRI, CHEYRI, KEIRI	0	
orth	Cheiri	lat	
orth	Cheyri	lat	
orth	Keiri	lat	
clique	Leucoium		
entry	CHEIRIATER	0	
orth	Cheiriater	lat	
entry	CHEIRISMA	0	
orth	Cheirisma	lat	
entry	CHEIRIXIS	0	
orth	Cheirixis	lat	
entry	CHEIRONOMIA	0	
orth	Cheironomia	lat	
entry	CHEIZI	0	
orth	Cheizi	lat	
entry	CHELA	0	
orth	Chela	lat	
entry	CHELIDON	0	
orth	Chelidon	lat	
clique	Hirundo		
entry	CHELIDONIUM MAJUS	1	
orth	Chelidonium majus	lat	
pb	383	0198	
entry	CHELIDONIUS	0	
orth	Chelidonius	lat	
entry	CHELONE	0	
orth	Chelone	lat	
clique	Testudo		
entry	CHELONIUM	0	
orth	Chelonium	lat	
entry	CHELONITES	1	
orth	Chelonites	lat	
pb	385	0199	
entry	CHELONITES	0	
orth	Chelonites	lat	
entry	CHELYS	0	
orth	Chelys	lat	
entry	CHELYSCION	0	
orth	Chelyscion	lat	
entry	CHEM	0	
orth	Chem	lat	
entry	CHEMIA	23	
orth	Chemia	lat	
clique	encore notre Préface		
pb	387	0200	
pb	389	0201	
pb	391	0202	
pb	393	0203	
pb	395	0204	
pb	397	0205	
pb	399	0206	
term	RAYMOND LULLE		
clique	RAYMOND LULLE		
pb	401	0207	
pb	403	0208	
clique	laPrrsace		
pb	405	0209	
pb	407	0210	
pb	409	0211	
pb	411	0212	
term	ANTOINE DEIDIER		
clique	ANTOINE DEIDIER		
term	HERMANN		
clique	HERMANN		
term	BOERHAAVE		
clique	BOERHAAVE		
term	GEBER		
clique	GEBER		
term	GEORGE AGRICOLA		
clique	GEORGE AGRICOLA		
pb	413	0213	
pb	415	0214	
pb	417	0215	
term	And Libavius		
clique	And Libavius		
term	JEAN WEBSTER		
clique	JEAN WEBSTER		
pb	419	0216	
clique	ce		
pb	421	0217	
pb	423	0218	
pb	425	0219	
term	ANDREÆ		
clique	ANDREÆ		
term	WILB GRATAROLI		
clique	WILB GRATAROLI		
pb	427	0220	
pb	429	0221	
term	JOANN. ANDR. CRAMERI		
clique	JOANN. ANDR. CRAMERI		
pb	431	0222	
entry	CHEMOSIS	0	
orth	Chemosis	lat	
entry	CHENALOPEX	0	
orth	Chenalopex	lat	
entry	CHENOCOPRUS	0	
orth	Chenocoprus	lat	
entry	CHENOPODIO-MORUS	0	
orth	Chenopodio-morus	lat	
entry	CHENOPODIUM, CHENOPUS	0	
orth	Chenopodium	lat	
orth	Chenopus	lat	
clique	Atriplex olida		
pb	433	0223	
entry	CHEOPINA	0	
orth	Cheopina	lat	
clique	Chopin a		
entry	CHERAMIS	0	
orth	Cheramis	lat	
clique	Chema		
entry	CHERAS, STRUMA, SCROPHULA	0	
orth	Cheras	lat	
orth	Struma	lat	
orth	Scrophula	lat	
entry	CHEREFOLIUM	0	
orth	Cherefolium	lat	
clique	Chaerefolium		
entry	CHERIO	0	
orth	Cherio	lat	
entry	CHERIONIUM	0	
orth	Cherionium	lat	
entry	CHERMES	2	
orth	Chermes	lat	
pb	435	0224	
pb	437	0225	
clique	Alkermèsu		
entry	CHERMES MINERALIS	0	
orth	Chermes mineralis	lat	
clique	Antimonium		
entry	CHERNIBIUM	0	
orth	Chernibium	lat	
entry	CHERSA	0	
orth	Chersa	lat	
entry	CHERSÆA	0	
orth	Chersæa	lat	
entry	CHERSYDRUS	0	
orth	Chersydrus	lat	
entry	CHERVA, CATAPUTIA	1	
orth	Cherva	lat	
orth	Cataputia	lat	
pb	439	0226	
entry	CHERUHUNDA	0	
orth	Cheruhunda	lat	
clique	Sola		
entry	CHEUSIS	0	
orth	Cheusis	lat	
entry	CHEZANANCE	0	
orth	Chezanance	lat	
entry	CHIA TERRA	0	
orth	Chia terra	lat	
entry	CHIACUM COLLYRIUM	0	
orth	Chiacum collyrium	lat	
entry	CHIADUS	0	
orth	Chiadus	lat	
clique	Furunculus		
entry	CHIASMOS	0	
orth	Chiasmos	lat	
entry	CHIASTOS	0	
orth	Chiastos	lat	
entry	CHIBOU	0	
orth	Chibou	lat	
clique	Icicariba		
entry	CHIFFIR, CHIFIR	0	
orth	Chiffir	lat	
orth	Chifir	lat	
entry	CHILIODYNAMON	0	
orth	Chiliodynamon	lat	
clique	Polemonium		
entry	CHILIOPHYLLON	0	
orth	Chiliophyllon	lat	
entry	CHILLI	0	
orth	Chilli	lat	
clique	Piper		
entry	CHILON	0	
orth	Chilon	lat	
entry	CHIMALATH, CHIMALATL	0	
orth	Chimalath	lat	
orth	Chimalatl	lat	
entry	CHIMETHLON	0	
orth	Chimethlon	lat	
clique	Permo		
entry	CHIMIA, CHYMIA	0	
orth	Chimia	lat	
orth	Chymia	lat	
clique	Cbemia		
entry	CHIMOLEA LAXA	0	
orth	Chimolea laxa	lat	
entry	CHIMUS	0	
orth	Chimus	lat	
entry	CHINA	1	
orth	China	lat	
pb	441	0227	
entry	CHINENSE, SINENSE POMUM	0	
orth	Chinense	lat	
orth	Sinense pomum	lat	
clique	Aurantium		
entry	CHINISCI	0	
orth	Chinisci	lat	
entry	CHIOLI, FURUNCULI	0	
orth	Chioli	lat	
orth	Furunculi	lat	
clique	Furunculus		
entry	CHIRAGRA	0	
orth	Chiragra	lat	
entry	CHIRAPSIA	0	
orth	Chirapsia	lat	
entry	CHIROMANTIA	0	
orth	Chiromantia	lat	
entry	CHIRONAX	0	
orth	Chironax	lat	
entry	CHIRONIUM	0	
orth	Chironium	lat	
entry	CHIRONOMIA	0	
orth	Chironomia	lat	
clique	Cheironomid		
entry	CHIROTECHNES	0	
orth	Chirotechnes	lat	
entry	CHIROTRIBIA	1	
orth	Chirotribia	lat	
pb	443	0228	
entry	CHIRURGIA	17	
orth	Chirurgia	lat	
pb	445	0229	
pb	447	0230	
clique	Fabricius		
clique	Avicenna		
pb	449	0231	
pb	451	0232	
pb	453	0233	
pb	455	0234	
clique	Galenus		
pb	457	0235	
pb	459	0236	
pb	461	0237	
pb	463	0238	
pb	465	0239	
pb	467	0240	
pb	469	0241	
pb	471	0242	
pb	473	0243	
pb	475	0244	
pb	477	0245	
entry	CHIST	0	
orth	Chist	lat	
clique	Sextarius		
entry	CHITON	0	
orth	Chiton	lat	
clique	Membrana		
entry	CHIVEF THEVETI	0	
orth	Chivef theveti	lat	
entry	CHIVETS	0	
orth	Chivets	lat	
entry	CHIUM VINUM	0	
orth	Chium vinum	lat	
entry	CHLÆNA	0	
orth	Chlæna	lat	
entry	CHLIAROS	0	
orth	Chliaros	lat	
entry	CHLIASMA	0	
orth	Chliasma	lat	
entry	CHLOE	0	
orth	Chloe	lat	
entry	CHLORASMA	0	
orth	Chlorasma	lat	
entry	CHLOROS	0	
orth	Chloros	lat	
entry	CHLOROSIS	5	
orth	Chlorosis	lat	
pb	479	0246	
clique	Cachexia		
pb	481	0247	
pb	483	0248	
pb	485	0249	
pb	487	0250	
clique	Cachexia		
entry	CHNUS	1	
orth	Chnus	lat	
pb	489	0251	
entry	CHOA	0	
orth	Choa	lat	
clique	Chus		
entry	CHOACUM	0	
orth	Choacum	lat	
entry	CHOANA	0	
orth	Choana	lat	
clique	Infundibulum		
entry	CHOCOLATA, SUCCOLATA	0	
orth	Chocolata	lat	
orth	Succolata	lat	
entry	CHOCUS	0	
orth	Chocus	lat	
clique	Chus		
entry	CHOENICIS	0	
orth	Choenicis	lat	
entry	CHOENIX	0	
orth	Choenix	lat	
entry	CHOERADES	0	
orth	Choerades	lat	
clique	Struma		
entry	CHOERADOLETHRON	0	
orth	Choeradolethron	lat	
entry	CHOIRAS	0	
orth	Choiras	lat	
entry	CHOIROS	0	
orth	Choiros	lat	
entry	CHOIAC	0	
orth	Choiac	lat	
entry	CHOLAGOGA	0	
orth	Cholagoga	lat	
entry	CHOLAS	0	
orth	Cholas	lat	
entry	CHOLE	0	
orth	Chole	lat	
clique	Bilis		
entry	CHOLEDOCHUS	1	
orth	Choledochus	lat	
pb	491	0252	
entry	CHOLEGON	0	
orth	Cholegon	lat	
entry	CHOLERA	9	
orth	Cholera	lat	
pb	493	0253	
pb	495	0254	
pb	497	0255	
pb	499	0256	
pb	501	0257	
clique	Sicyonium Gleucinum		
pb	503	0258	
pb	505	0259	
pb	507	0260	
pb	509	0261	
entry	CHOLERICUS	0	
orth	Cholericus	lat	
entry	CHOLOBAPHINON	0	
orth	Cholobaphinon	lat	
entry	CHOLOMA	0	
orth	Choloma	lat	
entry	CHOLOS	0	
orth	Cholos	lat	
entry	CHONDRILLA	0	
orth	Chondrilla	lat	
entry	CHONDRILLOIDES	0	
orth	Chondrilloides	lat	
entry	CHONDROS	1	
orth	Chondros	lat	
clique	Alicae		
pb	511	0262	
entry	CHONDROSYNDESMUS	0	
orth	Chondrosyndesmus	lat	
entry	CHONE	0	
orth	Chone	lat	
clique	Choana		
entry	CHOPINO, CHEOPINA	0	
orth	Chopino	lat	
orth	Cheopina	lat	
entry	CHORA	0	
orth	Chora	lat	
entry	CHORDA	0	
orth	Chorda	lat	
clique	Chorde		
entry	CHORDAPSUS	0	
orth	Chordapsus	lat	
entry	CHORDATA GONORRHEA	0	
orth	Chordata gonorrhea	lat	
entry	CHORDE, CORDE	1	
orth	Chorde	lat	
orth	Corde	lat	
pb	513	0263	
entry	CHOREA SANCTI VITI	1	
orth	Chorea sancti viti	lat	
clique	Cathartica		
pb	515	0264	
entry	CHOREGIA	0	
orth	Choregia	lat	
entry	CHORION	0	
orth	Chorion	lat	
clique	Amnios		
entry	CHOROIDES	0	
orth	Choroides	lat	
clique	Cerebum & Oculus		
entry	CHOSNOS	0	
orth	Chosnos	lat	
clique	Choanos		
entry	CHOUAN	0	
orth	Chouan	lat	
clique	Carmin		
entry	CHOYNE	0	
orth	Choyne	lat	
entry	CHREMA	0	
orth	Chrema	lat	
entry	CHRESTOS	0	
orth	Chrestos	lat	
entry	CHRISIS	0	
orth	Chrisis	lat	
entry	CHRISTI-MANUS	0	
orth	Christi-manus	lat	
entry	CHRISTOPHORIANA	0	
orth	Christophoriana	lat	
entry	CHRISTOS	0	
orth	Christos	lat	
entry	CHROMA	0	
orth	Chroma	lat	
entry	CHROMATISMUS	0	
orth	Chromatismus	lat	
entry	CHROMIS	1	
orth	Chromis	lat	
pb	517	0265	
entry	CHRONICUS, CHRONIUS	0	
orth	Chronicus	lat	
orth	Chronius	lat	
clique	Strictura		
clique	Acida & AlkalI		
clique	Abcesseus		
entry	CHROS	0	
orth	Chros	lat	
entry	CHRYSALIS, AURELIA, NYMPHA	0	
orth	Chrysalis	lat	
orth	Aurelia	lat	
orth	Nympha	lat	
entry	CHRYSALITES	1	
orth	Chrysalites	lat	
pb	519	0266	
entry	CHRYSANTHEMOIDES	0	
orth	Chrysanthemoides	lat	
entry	CHRYSANTHEMUM	0	
orth	Chrysanthemum	lat	
entry	CHRYSATTICUM	0	
orth	Chrysatticum	lat	
entry	CHRYSE	0	
orth	Chryse	lat	
entry	CHRYSISCEPTRUM	0	
orth	Chrysisceptrum	lat	
entry	CHRYSITIS SPODOS	0	
orth	Chrysitis spodos	lat	
entry	CHRYSOBALANUS	0	
orth	Chrysobalanus	lat	
entry	CHRYSOCALLIA	0	
orth	Chrysocallia	lat	
entry	CHRYSOCERAUNIUS	1	
orth	Chrysoceraunius	lat	
pb	521	0267	
entry	CHRYSOCHALCOS	0	
orth	Chrysochalcos	lat	
entry	CHRYSOCOLLA, BORAX	0	
orth	Chrysocolla	lat	
orth	Borax	lat	
clique	Borax		
entry	CHRYSOCOME	0	
orth	Chrysocome	lat	
clique	Helichrysum		
entry	CHRYSODENDRON	0	
orth	Chrysodendron	lat	
clique	Conocarpodendron		
entry	CHRYSOGONIA	0	
orth	Chrysogonia	lat	
entry	CHRYSOGONUM	0	
orth	Chrysogonum	lat	
entry	CHRYSOLACHANON	0	
orth	Chrysolachanon	lat	
entry	CHRYSOLITHUS	0	
orth	Chrysolithus	lat	
entry	CHRYSOPAZIUS	0	
orth	Chrysopazius	lat	
entry	CHRYSOPLYCIUS PULVIS	0	
orth	Chrysoplycius pulvis	lat	
entry	CHRYSOPOEIA	0	
orth	Chrysopoeia	lat	
entry	CHRYSOPUS	0	
orth	Chrysopus	lat	
entry	CHRYSOS	0	
orth	Chrysos	lat	
entry	CHRYSOSPLENIUM	0	
orth	Chrysosplenium	lat	
entry	CHRYSULCA	0	
orth	Chrysulca	lat	
entry	CHRYSUN	0	
orth	Chrysun	lat	
entry	CHU, CHUS	0	
orth	Chu	lat	
orth	Chus	lat	
clique	Choa		
entry	CHYBUR, CHIBUR	0	
orth	Chybur	lat	
orth	Chibur	lat	
entry	CHYLARION	0	
orth	Chylarion	lat	
entry	CHYLIFICATIO, CHYLOSIS	0	
orth	Chylificatio	lat	
orth	Chylosis	lat	
entry	CHYLISMA	0	
orth	Chylisma	lat	
entry	CHYLOSTAGMA DIAPHORETICUM MENDERERI	0	
orth	Chylostagma diaphoreticum mendereri	lat	
entry	CHYLUS	0	
orth	Chylus	lat	
entry	CHYLUS	5	
orth	Chylus	lat	
pb	523	0268	
pb	525	0269	
pb	527	0270	
pb	529	0271	
pb	531	0272	
entry	CHYMATION	0	
orth	Chymation	lat	
entry	CHYMIA	0	
orth	Chymia	lat	
clique	Chemia		
entry	CHYMIATRIA	0	
orth	Chymiatria	lat	
entry	CHIMICOPHANTA	0	
orth	Chimicophanta	lat	
entry	CHYMOLEA	0	
orth	Chymolea	lat	
clique	Kymolea		
entry	CHYMOSUM	0	
orth	Chymosum	lat	
entry	CHYMUS	0	
orth	Chymus	lat	
entry	CHYSIS	0	
orth	Chysis	lat	
entry	CHYTLON	0	
orth	Chytlon	lat	
entry	CHYTRA, CHYTRINOS, CHYTRIDION	0	
orth	Chytra	lat	
orth	Chytrinos	lat	
orth	Chytridion	lat	
entry	CIBAGE	0	
orth	Cibage	lat	
entry	CIBARIUM	0	
orth	Cibarium	lat	
clique	Cibus		
entry	CIBARIUS PANIS	0	
orth	Cibarius panis	lat	
entry	CIBATIO	0	
orth	Cibatio	lat	
entry	CIBUROU, CHYBUR	0	
orth	Ciburou	lat	
orth	Chybur	lat	
entry	CIBUS	0	
orth	Cibus	lat	
clique	Alimentum		
entry	CIBUS ALBUS	0	
orth	Cibus albus	lat	
entry	CICADA	0	
orth	Cicada	lat	
entry	CICATRICULA	0	
orth	Cicatricula	lat	
entry	CICATRISANTIA	0	
orth	Cicatrisantia	lat	
clique	Epulotica		
entry	CICATRIX	1	
orth	Cicatrix	lat	
pb	533	0273	
entry	CICCUS	0	
orth	Ciccus	lat	
entry	CICER ALBUM	0	
orth	Cicer album	lat	
entry	CICERA TARTARI	0	
orth	Cicera tartari	lat	
entry	CICERBITA	0	
orth	Cicerbita	lat	
entry	CICERCULA	0	
orth	Cicercula	lat	
clique	Lathyrus		
entry	CICETHE	0	
orth	Cicethe	lat	
entry	CICHORIUM	1	
orth	Cichorium	lat	
pb	535	0274	
entry	CICILIANA, SICILIANA PLANTA	0	
orth	Ciciliana	lat	
orth	Siciliana planta	lat	
entry	CICINDELA	1	
orth	Cicindela	lat	
pb	537	0275	
entry	CICINUM OLEUM	0	
orth	Cicinum oleum	lat	
entry	CICIS	0	
orth	Cicis	lat	
entry	CICLA	0	
orth	Cicla	lat	
clique	Betaalba		
entry	CICONGIUS	0	
orth	Cicongius	lat	
entry	CICUTA	1	
orth	Cicuta	lat	
pb	539	0276	
clique	Phellandrtum		
entry	CICUTARIA	0	
orth	Cicutaria	lat	
entry	CIDRA	0	
orth	Cidra	lat	
clique	Pomum & Poma		
entry	CIGNUS	0	
orth	Cignus	lat	
entry	CILIA	0	
orth	Cilia	lat	
clique	Oculus		
entry	CILIARE LIGAMENTUM	0	
orth	Ciliare ligamentum	lat	
entry	CILIARIS MUSCULUS	0	
orth	Ciliaris musculus	lat	
entry	CILLO	0	
orth	Cillo	lat	
entry	CILO	0	
orth	Cilo	lat	
entry	CIMENTATIO	0	
orth	Cimentatio	lat	
clique	Caementatio		
entry	CIMEX	1	
orth	Cimex	lat	
pb	541	0277	
clique	Careloamus		
entry	CIMOLIA ALBA	0	
orth	Cimolia alba	lat	
entry	CINA CINÆ	0	
orth	Cina cinæ	lat	
entry	CINABARIS	0	
orth	Cinabaris	lat	
clique	Cinnabaris		
entry	CINÆDUS	0	
orth	Cinædus	lat	
entry	CINARA	1	
orth	Cinara	lat	
pb	543	0278	
entry	CINAROIDES, LIPIDA CARPODENDRON	0	
orth	Cinaroides	lat	
orth	Lipida carpodendron	lat	
entry	CINCLISIS, CINCLISMOS	0	
orth	Cinclisis	lat	
orth	Cinclismos	lat	
entry	CINEFACTIO	0	
orth	Cinefactio	lat	
entry	CINERARIA	0	
orth	Cineraria	lat	
entry	CINERARIUM	0	
orth	Cinerarium	lat	
entry	CINERATIO	0	
orth	Cineratio	lat	
clique	Cinefactio		
clique	INCINERATIO		
entry	CINERITIUM	0	
orth	Cineritium	lat	
entry	CINERULA, SPODIUM	0	
orth	Cinerula	lat	
orth	Spodium	lat	
clique	Spodium		
entry	CINETUS	0	
orth	Cinetus	lat	
clique	Diaphragma		
entry	CINGULUM SANCTI JOANNIS	0	
orth	Cingulum sancti joannis	lat	
entry	CINGULUM SAPIENTIÆ	1	
orth	Cingulum sapientiæ	lat	
pb	545	0279	
entry	CINIFICATUM	0	
orth	Cinificatum	lat	
entry	CINIFLONES	0	
orth	Ciniflones	lat	
entry	CINIS	0	
orth	Cinis	lat	
clique	Alkali		
entry	CINNABARIS	3	
orth	Cinnabaris	lat	
pb	547	0280	
clique	Æthiops		
clique	Antimorelum		
clique	Tacherai, H'ppocrates Cbymicus		
pb	549	0281	
pb	551	0282	
clique	Antimomaim		
entry	CINNAMOMUM	5	
orth	Cinnamomum	lat	
pb	553	0283	
pb	555	0284	
pb	557	0285	
pb	559	0286	
clique	Aqua		
pb	561	0287	
entry	CINNIOGLOTTUS, CINNATUS	0	
orth	Cinnioglottus	lat	
orth	Cinnatus	lat	
entry	CINNUS	0	
orth	Cinnus	lat	
clique	Cyceort		
entry	CINZILLA	0	
orth	Cinzilla	lat	
entry	CION	1	
orth	Cion	lat	
pb	563	0288	
clique	Uvula		
clique	Bucdnum		
entry	CIONIS	0	
orth	Cionis	lat	
entry	CIPOREMA	0	
orth	Ciporema	lat	
entry	CIRCÆA	0	
orth	Circæa	lat	
entry	CIRCIUS	0	
orth	Circius	lat	
clique	Argestes		
entry	CIRCOS	0	
orth	Circos	lat	
entry	CIRCUITUS	0	
orth	Circuitus	lat	
clique	Periodus		
entry	CIRCULATIO	0	
orth	Circulatio	lat	
clique	Sanguis j		
entry	CIRCULATOR	0	
orth	Circulator	lat	
entry	CIRCULATORIUM	1	
orth	Circulatorium	lat	
pb	565	0289	
entry	CIRCULATUM	0	
orth	Circulatum	lat	
clique	Alcahest		
entry	CIRCULUS	0	
orth	Circulus	lat	
entry	CIRCUMCALUALIS, CIRCUMOSSALIS	0	
orth	Circumcalualis	lat	
orth	Circumossalis	lat	
clique	Oculus		
