page	refimg	chapitre
[sans numérotation]	0001	[Page de faux-titre]
[sans numérotation]	0002	[Page de titre]
1	0003	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le figuier
2	0004	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le figuier
3	0005	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le figuier
4	0006	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le figuier
5	0007	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le figuier / Le smilax
6	0008	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le smilax / Le chamélée
7	0009	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'agerat / La cuscute
8	0010	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La cuscute / Le coris
9	0011	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le coris / La clandestine
10	0012	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La clandestine / Le mélocactus
11	0013	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le mélocactus / L'ananas
12	0014	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'ananas / Le tythymaloïdès / L'amaranthoïdès
13	0015	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'amaranthoïdès / La garidella
14	0016	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La garidella / Le tribuloïdès / La canneberge
15	0017	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La canneberge / Le ricinoïdès
16	0018	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le ricinoïdès / L'hermania
17	0019	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'hermania / L'echinophora
18	0020	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La nissolia / L'aphyllanthès
19	0021	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'aphyllanthès / L'haemanthus / Le sarracena
20	0022	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le sarracena / L'ahouaï / L'acajou
21	0023	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. L'acajou / Le genipa / La cassave
22	0024	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. La cassave / Le frangipanier
23	0025	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le frangipanier / Le papayer
24	0026	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le sapindus / Le bégonia
25	0027	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le bégonia / Le gaïave 
26	0028	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le gaïave / Le cacao / Le tamarin
27	0029	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le tamarin / Le tamaris
28	0030	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le mollé / Le giroflier / Le corallodendron
29	0031	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le corallodendro / Le linagrostis
30	0032	Elémens de botanique ou méthode pour connoitre les plantes. Appendice Supplémentaire. Le linagrostis
31	0033	Genres nouvellement créés. Plantes de la première classe. L'hypociste
32	0034	Genres nouvellement créés. Plantes de la seconde classe. L'echioïdès / Le polygonoïdès
33	0035	Genres nouvellement créés. Plantes de la seconde classe. Le polygonoïdès / Plantes de la troisième classe. La phelipaea / La dodartia
34	0036	Genres nouvellement créés. Plantes de la troisième classe. La dodartia / La morina / L'anblatum
35	0037	Genres nouvellement créés. Plantes de la troisième classe. L'anblatum / L'eléphas
36	0038	Genres nouvellement créés. Plantes de la troisième classe. L'eléphas / Plantes de la cinquième classe. Le cakilé
37	0039	Genres nouvellement créés. Plantes de la cinquième classe. Le vesicaria / Plantes de la sixième classe. Le léontopétalon
38	0040	Genres nouvellement créés. Plantes de la sixième classe. Le léontopétalon / Le téléphoïdès / Plantes de la neuvième classe. Le Bulbocodium
39	0041	Genres nouvellement créés. Plantes de la neuvième classe. Le bulbocodium / L'hermodactyle
40	0042	Genres nouvellement créés. Plantes de la neuvième classe. L'hermodactyle / Plantes de la douzième classe. La gondélia
41	0043	Genres nouvellement créés. Plantes de la quatorzième classe. L'astéroïdès / Plantes de la quinzième classe. La salicorne
42	0044	Genres nouvellement créés. Plantes de la quinzième classe. La salicorne / La cynocrambé
43	0045	Genres nouvellement créés. Plantes de la quinzème classe. La cannabine / Le cératoïdès
44	0046	Genres nouvellement créés. Plantes de la quinzème classe. Le cératoïdes / Plantes de la dix-huitième classe. Le rhamnoïdès
45	0047	Genres nouvellement créés. Plantes de la dix-huitième classe. Le rhamnoïdès / La casie / L'ephédra
46	0048	Genres nouvellement créés. Plantes de la dix-huitième classe. L'ephédra / Plantes de la vingt-unième classe. L'elaeagnus
47	0049	Genres nouvellement créés. Plantes de la dix-huitième classe. L'elaeagnus / Plantes de la vingt-deuxième classe. L'alhagi
48	0050	Genres nouvellement créés. Plantes de la vingt-deuxhièime classe. L'alhagi
49	0051	Dictionnaire et Explication des termes de Botanique, et de quelques autres qui peuvent servir pour l'intelligence de cet Ouvrage. Abajour / Abri des plantes / Accoler
50	0052	Accoler / Accroissement des plantes / Acotyledonès / Adhésion / Age des plantes
51	0053	Age des plantes / Agrafes / Agrégation / Agriculture / Aigrette / Aiguière à deux becs
52	0054	Aiguière à deux becs / Aigues / Aiguille / Aiguillons / Ailes / Ailé
53	0055	Aisselle / Algues / Alimentaires / Alternativement / Alvéole
54	0056	Alvéole / Amaranthes / Ame / Amentacées / Amplexicaules / Analogie / Analyse chimique des plantes
55	0057	Analyse chimique des plantes / Analyse d'une plantes / Ananas / Anatomie des plantes / Androgynes / Angiospermie / Annuelles / Annulé
56	0058	Annulé / Anomales / Anones / Anthère / Apathique / Apétale
57	0059	Apétale / Apocinées / Appendice d'une feuille / Aralies / Arbre
58	0060	Arbre / Arbrisseau / Arète / Argot / Aristoloche / Aroïdès / Arrêter
59	0061	Arrêter / Arroches / Articuler / Asperges / Asphodèle
60	0062	Aubier / Automnales
61	0063	Automnales / Avortement / Axe / Axillaire / Azédarachs
