page	refimg	chapitre
[sans numérotation]	0001	[Page de faux-titre]
[sans numérotation]	0002	[Page de titre]
Tab. 1	0003	De usu partium de floris
Tab. 2	0004	Flosculus, Semiflosculus, Vagina, Capillamentum
Tab. 3	0005	De usu Flosculorum
Tab. 4	0006	Stamina et Apices
Tab. 5	0007	Pistilli varisc Jcones
Tab. 6	0008	Calycis varisc Jcones
Tab. 7	0009	Flos petalodes / Flos Apetalos sive Stamineus
Tab. 8	0010	Flos Simplesc / Flos compositus
Tab. 9	0011	Flores simplices, monopetali
Tab. 10	0012	Flores simplices, Polypetali
Tab. 11	0013	Flos compositus, Flos Semiflosculosus, Flos radiatus
Tab. 12	0014	Mandragora Mandragore
Tab. 13	0015	Belladona
Tab. 14	0016	Lilium Convallium. Muguet / Polygonatum. Seau de Salomon
Tab. 15	0017	Ruscus. Housc-freton / Menyanthes
Tab. 16	0018	Hydrophyllum / Soldanella. Soldanéle
Tab. 17	0019	Convolvulus. Liseron
Tab. 18	0020	Oxys / Cotyledon
Tab. 19	0021	Cotyledon
Tab. 20	0022	Apocynum. Apocin
Tab. 21	0023	Apocynum. Apocin
Tab. 22	0024	Asclepias. Domtevenin / Periploca
Tab. 23	0025	Malva. Mauve
Tab. 24	0026	Malva. Mauve
Tab. 25	0027	Malacoides / Alcea / Abutillon
Tab. 26	0028	Ketmia
Tab. 27	0029	Xylon. Coton
Tab. 28	0030	Bryonia Coleuvrée / Tamnus. Sceau de Nôtre Dame / Sicyoides
Tab. 29	0031	Momordica. Pomme de Merveille
Tab. 30	0032	Momordica. Pomme de Merveille
Tab. 31	0033	Cucumis. Concombre
Tab. 32	0034	Cucumis. Concombre / Melo. Melon
Tab. 33	0035	Pepo
Tab. 34	0036	Melopepo
Tab. 35	0037	Anguria
Tab. 36	0038	Cucurbita. Calebasses
Tab. 37	0039	Campanula. Campanule
Tab. 38	0040	Rapunculus. Raiponce / Rubia. Garence
Tab. 39	0041	Aparine. Grateron / Gallium. Caillelait. Cruciata / Quamoclit
Tab. 40	0042	Gentiana. Gentiane
Tab. 41	0043	Nicotiana. Nicotiane
Tab. 42	0044	Hyoscyamus. Iusquiame
Tab. 43	0045	Stramonium
Tab. 44	0046	Stramonium
Tab. 45	0047	Pervinca. La Pervenche
Tab. 46	0048	Auricula Urfi. Oreille d'Ours / Androface
Tab. 47	0049	Primula Veris. Prime-Vere
Tab. 48	0050	Centaurium minus. petite Centaurée / Plantago. Plantain
Tab. 49	0051	Coronopus. Corne de Cerf / Pfyllium. Herbe aux Puces
Tab. 50	0052	Jalap / Rubeola / Trachelium
Tab. 51	0053	Rapuntium
Tab. 52	0054	Valeriana. Valeriane / Valerianella. Mâche
Tab. 53	0055	Borrago. Bourrache / Bugloffum. Buglosc
Tab. 54	0056	Asperugo / Echium
Tab. 55	0057	Pulmonaria. Pulmonaire / Lithospermum. Gremil
Tab. 56	0058	Symphytum. Consoude / Cerinthe. Melinet
Tab. 57	0059	Heliotropium. Herbe aux Verrues / Cynogloffum. Langue de Chien
Tab. 58	0060	Omphalodes / Plumbago
Tab. 59	0061	Lysimachia / Anagallis. Le Mouron
Tab. 60	0062	Samolus / Glaux / Veronica. La Veronique / Chrysosplenium
Tab. 61	0063	Polemonium / Verbascum. Le Bouillon blanc
Tab. 62	0064	Solanum. Morele
Tab. 63	0065	Lycoperficon
Tab. 64	0066	Alkekengi
Tab. 65	0067	Melongena
Tab. 66	0068	Capficum
Tab. 67	0069	Nymphoides
Tab. 68	0070	Cyclamen. Pain de Pourceau / Moschatellina / Pimpinella. La Pimprenelle
Tab. 69	0071	Arum. Le Pied de Veau
Tab. 70	0072	Dracunculus. Serpentaire
Tab. 71	0073	Aristolochia. Aristoloche
Tab. 72	0074	Bignonia
Tab. 73	0075	Digitalis. La Digitale
Tab. 74	0076	Scrophularia. Scrofulaire / Pinguicula. Grassete
Tab. 75	0077	Antirrhinum. Mufle de Veau
Tab. 76	0078	Linaria. Linaire / Afarina
Tab. 77	0079	Pedicularis. Pediculaire
Tab. 78	0080	Melampyrum / Euphrafia. Eufraise
Tab. 79	0081	Polygala / Adhatoda
Tab. 80	0082	Acanthus. Acante
Tab. 81	0083	Acanthus. Acante / Orobanche
Tab. 82	0084	Phlomis / Horminum. Ormin / Sclarea
Tab. 83	0085	Salvia. Sauge / Dracocephalon
Tab. 84	0086	Caffida / Brunella. Brunelle
Tab. 85	0087	Lamium / Moldavica / Ballote
Tab. 86	0088	Galeopsis / Stachys
Tab. 87	0089	Cardiaca. Agripaume / Leonurus. Queve de Lion
Tab. 88	0090	Molucca
Tab. 89	0091	Pseudodictamnus / Mentha. Mente / Marrubiastrum / Lycopus
Tab. 90	0092	Sideritis. Crapaudine
Tab. 91	0093	Marrubium. Marrube / Meliffa. Melisse
Tab. 92	0094	Calamintha. Calament / Clinopodium / Rosmarinus. Romarin
Tab. 93	0095	Thymus. Thim / Lavandula. Lavande
Tab. 94	0096	Origanum. Origan / Verbena. Vervéne
Tab. 95	0097	Hyffopus Hisope / Staechas / Cataria. Herbe aux Chats
Tab. 96	0098	Betonica. Betoine / Ocimum. Basilic
Tab. 97	0099	Chamaedrys. Germandrée / Polium
Tab. 98	0100	Teucrium / Chamaepytis / Bugula. Bugle
Tab. 99	0101	Ionthlaspi / Rapistrum / Myagrum
Tab. 100	0102	Isatis. Pastel / Crambe
Tab. 101	0103	Thlaspi / Cochlcaria. Herbe aux Cuiliers / Thlaspidium
Tab. 102	0104	Nasturtium. Le Cresson
Tab. 103	0105	Lepidium / Bursa Pastoris / Erucago / Potamogeton
Tab. 104	0106	Alyffoides / Alyffon
Tab. 105	0107	Lunaria
Tab. 106	0108	Brabica. Chou
Tab. 107	0109	Leucoium. Giroflier
Tab. 108	0110	Hesperis. Juliane
Tab. 109	0111	Cardamine / Sifymbrium
Tab. 110	0112	Dentaria. Dentaire
Tab. 111	0113	Eruca. Roquete / Eryfimum
Tab. 112	0114	Sinapi. La Moutarde
Tab. 113	0115	Rapa. La Rave
Tab. 114	0116	Raphanus. Raifort
Tab. 115	0117	Raphanistrum / Hypecoon
Tab. 116	0118	Chelidonium. Eclaire / Sinapistrum
Tab. 117	0119	Epimedium / Herba Paris
Tab. 118	0120	Amaranthus. Amaranthe / Portulaca. Le Pourpier
Tab. 119	0121	Papaver. Pavot
Tab. 120	0122	Papaver. Pavot
Tab. 121	0123	Argemone
Tab. 122	0124	Anapodophyllon / Opuntia
