page	refimg	chapitre
[sans numérotation]	0001	[Plat]
[sans numérotation]	0002	[Contreplat]
[sans numérotation]	0003	[Page de garde]
[page blanche]	0004	
I	0005	[Page de faux titre]
II	0006	
III	0007	[Page de titre]
IV	0008	
V 	0009	Introduction
VI	0010	Introduction
7	0011	Dictionnaire biographique international des Médecins et Chirurgiens / Bucquoy (Jules)
8	0012	Bucquoy (Jules) / Dehenne (Albert)
9	0013	Dehenne (Albert) / Lancereaux (Etienne)
10	0014	Lancereaux (Etienne)
11	0015	Lancereaux (Etienne) / Folet (Henri)
12	0016	Folet (Henri) / Tison (Edouard-Eugène-Augustin)
13	0017	Tison (Edouard-Eugène-Augustin)
14	0018	Tison (Edouard-Eugène-Augustin) / Rattel (Adjutor-Agathon-Joachim)
15	0019	Rattel (Adjutor-Agathon-Joachim)
16	0020	Rattel (Adjutor-Agathon-Joachim) / Desesquelle (Edouard)
17	0021	Desesquelle (Edouard) / Brès (Madeleine)
18	0022	Brès (Madeleine)
19	0023	Brès (Madeleine) / Moty (Fernand) / Poncet (Antonin)
20	0024	Poncet (Antonin)
21	0025	Bompard (Louis-Jean-Baptiste-Ernest) / Foveau de Courmelles (François-Victor)
22	0026	Foveau de Courmelles (François-Victor)
23	0027	Foveau de Courmelles (François-Victor) / Deffaux (Emile)
24	0028	Deffaux (Emile)
25	0029	Caudron (Virgile) / Lemoine (Georges-Hubert-Alphonse)
26	0030	Lemoine (Georges-Hubert-Alphonse) / Leloir (F. Camille-Chrysostome) / Dransart (Henry-Narcisse)
27	0031	Dransart (Henry-Narcisse)
28	0032	Dransart (Henry-Narcisse)
29	0033	Dransart (Henry-Narcisse) / Petit (Claude-Alexandre)
30	0034	Petit (Claude-Alexandre) / Brouardel (Paul-Camille-Hippolyte)
31	0035	Brouardel (Paul-Camille-Hippolyte)
32	0036	Brouardel (Paul-Camille-Hippolyte) / Bérillon (Edgar)
33	0037	Gannal (Jean-Nicolas)
34	0038	Gannal (Jean-Nicolas) / Gannal (Félix)
35	0039	Gannal (Félix) / Gannal (Adolphe)
36	0040	Gannal (Adolphe) / Boeckel (Jules)
37	0041	Boeckel (Jules)
38	0042	Boeckel (Jules) / Grasset (Joseph)
39	0043	Grasset (Joseph)
40	0044	Grasset (Joseph) / David (Jean-Pierre) / Schlagdenhauffen (Fréderic)
41	0045	Schlagdenhauffen (Fréderic)
42	0046	Schlagdenhauffen (Fréderic) / Brémaud (Paul)
43	0047	Brémaud (Paul)
44	0048	Brémaud (Paul) / Henrot (Henri)
45	0049	Henrot (Henri) / Bourgeois (Alexandre-Louis-Félix)
46	0050	Bourgeois (Alexandre-Louis-Félix) / Carton (Louis-Charles)
47	0051	Carton (Louis-Charles)
48	0052	Carton (Louis-Charles)
49	0053	Carton (Louis-Charles) / Pozzi (Samuel)
50	0054	Pozzi (Samuel) / Jonnesco (Thomas)
51	0055	Jonnesco (Thomas)
52	0056	Jonnesco (Thomas) / Fabre de Commentry (Paul)
53	0057	Fabre de Commentry (Paul)
54	0058	Fabre de Commentry (Paul) / Hahn (François-Louis)
55	0059	Hahn (François-Louis) / Guermonprez (François)
56	0060	Guermonprez (François)
57	0061	Guermonprez (François)
58	0062	Guermonprez (François) / Jeandet (Jean-Pierre-Abel)
59	0063	Jeandet (Jean-Pierre-Abel)
