terme,"IF(AVG(dico_titre) = 3, 'en', if(AVG(dico_titre) = 4, 'fr', 'en-fr'))"
Smerillus,en-fr
Smilax,en-fr
"Smilax dalechampii",en
"Smilax hortensis",en
"Smilax hortensis minor",en
"Smilax laevis major",en
"Smilax laevis minor",en
Smile,en-fr
"Smilium emplastrum",en-fr
Smiris,en-fr
Smodicon,en-fr
Smyris,en-fr
Smyrna,en-fr
Smyrnium,en-fr
Soda,en-fr
"Sodymus sylvestris",en
Soia,en-fr
Sol,en-fr
Solanifolia,en-fr
Solanium,fr
Solano-Congener,en-fr
Solanoides,en-fr
Solanum,en
"Solanum barbadense",en
"Solanum melanocerasos",en
"Solanum pomiferum",en
"Solanum quadrifolium",en
"Solanum racemosum",en
"Solaris herba",fr
Solaris-herba,en
Solater,en-fr
solatur,fr
Soldanella,en-fr
Soldura,en-fr
Solea,en-fr
Solelasar,en-fr
Solen,en-fr
Solenarium,en-fr
Soleus,en-fr
Solidago,en-fr
Solium,en-fr
Soloma,en-fr
Solsequium,en-fr
Solutio,en-fr
Solutiva,en-fr
Solvas,en-fr
Somnambulo,en-fr
Somnifera,en-fr
Somnium,en-fr
Somnolentia,en-fr
Somnus,en-fr
Sonath,en-fr
Sonchites,en-fr
Sonchus,en-fr
Sondari,en
"Sondari h",fr
Sophera,en-fr
"Sophia chirurgorum",en-fr
Sophistae,en-fr
Sophisticatio,en-fr
Sophronesteres,en-fr
Sopientia,en-fr
Sopio,en-fr
Sopor,en-fr
"Soporariae arteriae",en-fr
Soporifera,en-fr
Sora,en-fr
Sorbet,en-fr
Sorbtio,en-fr
Sorbus,en-fr
"Sordes aurium",en-fr
"Sordes ulcecum",en
"Sordes ulcerum",fr
Sorex,en-fr
Sorghum,en-fr
Sorni,en-fr
Sory,en-fr
"Sostrati vinculum",en-fr
Soteira,en-fr
Sotirella,en-fr
"Sotirella Parva",en
Sotsitsou,en-fr
Spadam,en-fr
Spadon,en-fr
Spagiria,en-fr
"spagirica ars",fr
Spahcelus,fr
Spalax,en-fr
Spalt,en-fr
Spana,en-fr
Spanachia,en-fr
Spandarapum,en-fr
Spanopogones,en-fr
Spara,en-fr
Sparadrapum,en
Sparadrapum.Sparagmos,fr
Sparagmos,en
Sparagus,en-fr
Sparallium,en-fr
Sparedia,en-fr
Sparganium,en-fr
Sparganosis,en-fr
"Sparsi morbi",en-fr
Spartium,en-fr
Sparus,en-fr
Spasma,en-fr
Spasmodes,en-fr
Spasmodicus,en-fr
Spasmologia,en-fr
Spasmoticus,en-fr
Spasmus,en-fr
Spasnia,en-fr
Spatha,en-fr
Spathester,en-fr
Spathomele,en-fr
Spatile,en-fr
Spatula,en-fr
"Spatula faetida",en
Spaul,en-fr
Specarium,en-fr
Species,en-fr
"Species dianthus",en
"Species diatragacanthi frigidi",en
"Species diatriWn pipereWn",en
"Species hierae picrae",en
Specifica,en-fr
Specillum,en-fr
"Specularis lapis",en-fr
Speculum,en
"Speculum indicum",en
Spelta,en-fr
Speltrum,en-fr
Speragus,en-fr
Spergula,en-fr
"Sperma ceti",en-fr
Spermaticos,en-fr
Spermatocele,en-fr
Spermatopaea,en
Spermatopoea,fr
Sperniola,en-fr
sperniolum,fr
Sphacelus,en-fr
Sphacerus,en-fr
"Sphaenoides os",en-fr
Sphaenopalatinus,en-fr
Sphaerion,en-fr
Sphaeristica,en-fr
Sphaerocephalus,en-fr
Sphaeromata,en-fr
Sphage,en-fr
Sphagitides,en-fr
Sphagnum,en-fr
"Sphatula foetida",en-fr
Sphendamnos,en-fr
Sphendone,en-fr
Sphincter,en-fr
"Sphincter ani",en
"Sphincter vaginae",en
Sphingonta,en-fr
Sphondylis,en-fr
Sphondylium,en-fr
Sphondylus,en-fr
Sphygmica,en-fr
Sphyra,en-fr
Sphyraena,en-fr
Spica,en-fr
"Spica nardi",en
"Spica trifolia",en
"Spica vulgaris",en
Spicatum,en-fr
Spina,en-fr
"Spina acida",en
"Spina acuta",en
"Spina alba",en
"Spina arabica",en
"Spina cervina",en
"Spina infectoria",en
"Spina lutea",en
"Spina solstitialis",en
"Spina solutiva",en
"Spina tomentosa",en
"Spina ventosa",en
Spinachia,en-fr
Spinales,en
"Spinales dorsi minores",en
Spinalis,en
"Spinalis colli minores",en
"Spinalis dorsi major",en
"Spinalis medulla",en-fr
"Spincter vesicae",en
Spinus,en
"Spinus albus",en-fr
Spipola,en
Spiracula,en-fr
Spiraea,en-fr
Spiritus,en-fr
"Spiritus aceti",en
"Spiritus alkermes",en
"Spiritus benzoini",en
"Spiritus castorei",en
"Spiritus cornu cervi",en
"Spiritus croci",en
"Spiritus nitri",en
"Spiritus nitri bezoarticus",en
"Spiritus nitri cum oleo vitrioli",en
"Spiritus nitri dulcis",en
"Spiritus rector",en
"Spiritus salis",en
"Spiritus salis ammoniaci",en
"Spiritus salis ammoniaci succinatus",en
"Spiritus salis cum oleo vitrioli",en
"Spiritus salis dulcis",en
"Spiritus salis volatilis oleosus",en
"Spiritus vini",en
"Spiritus vini camphoratus",en
"Spiritus vini rectificatus",en
"Spiritus vitrioli",en
"Spiritus vitrioli dulcis",en
Spirola,fr
Spissamentum,en-fr
Spithama,en-fr
Splanchnica,en-fr
Splen,en-fr
Splenectomia,en-fr
Splenetica,en-fr
Splenia,en-fr
Splenica,en-fr
Spleniscos,en-fr
Splenitis,en-fr
Splenium,en-fr
"Splenius musculus",en-fr
Split,en-fr
Spodiacon,en-fr
Spodites,en-fr
Spodium,en-fr
Spodos,en-fr
Spoliatorium,en-fr
Spondylium,en-fr
Spondylolithos,en-fr
Spondylos,en-fr
Spongia,en-fr
"Spongiae lapis",en-fr
Spongioli,en-fr
Spongion,en-fr
"Spongiosum os",en-fr
Spongos,en-fr
Sponsus,en-fr
Spontum,en-fr
Sporades,en-fr
"Sporadici morbi",en-fr
Sporetos,en-fr
Sporos,en-fr
Spuma,en-fr
Spurius,en-fr
Sputamen,en-fr
Sputum,en-fr
Spyras,en-fr
Squalor,en-fr
Squalus,en-fr
squama,fr
"Squama aeris",en-fr
Squamaria,en-fr
Squamata,en-fr
"Squamosa sutura",en-fr
Squatina,en-fr
Squilla,en-fr
Squillinum,en
"Squillinum aziza",fr
Squinanthia,en-fr
Squinanthum,en
Squinantum,fr
Srint,en-fr
Stac,en-fr
Stachys,en-fr
Stacte,en-fr
Stacticon,en-fr
Stadieus,en-fr
Stagium,en-fr
Stagma,en-fr
"Stagnea vasa",en-fr
Stagonias,en-fr
Stais,en-fr
Stalagma,en-fr
Stalagmos,en-fr
Staltica,en-fr
Stamina,en-fr
Stamnos,en-fr
Stannar,en
Stannos,fr
Stannum,en-fr
Stapes,en-fr
Staphis,en-fr
Staphisagria,en-fr
Staphyle,en-fr
Staphylepartes,en-fr
Staphylinus,en-fr
Staphylis,en-fr
Staphylodendron,en-fr
Staphyloma,en-fr
Staraphaxal,fr
Staraphaxat,en
Stasis,en-fr
Stater,en-fr
Statheusis,en-fr
Statica,en-fr
Statice,en-fr
"Stationariae febres",en-fr
Stativa,en-fr
Status,en-fr
Staxis,en-fr
Stear,en-fr
Steatocele,en-fr
Steatoma,en-fr
Stegnosis,en-fr
Stegnotica,en-fr
Steilaeus,en-fr
Stelechiaea,fr
Stelechiea,en
Stelechites,en-fr
Stelenchis,en-fr
stelinchis,fr
Stella,en-fr
"Stella marina",en-fr
"Stella occidens",en-fr
"Stella terrae",en-fr
"Stellaria aquatica",en-fr
"Stellaris lapis",en-fr
Stellio,en-fr
"Stellio adusta",en
Stema,en-fr
Stemphyla,en-fr
Stemphylites,en-fr
Stenygrochorie,en-fr
Stephaniaeus,en-fr
Stera,en-fr
stercorumeceff,fr
Stercumezeff,en-fr
Stercus,en-fr
Stergethron,en
Stergetron,fr
Sterilitas,en-fr
Steriphnos,en-fr
Sterno-costales,en-fr
Sterno-hyoidaeus,en
Sterno-hyoideus,fr
Sterno-mastoidaeus,en
Sterno-thyrodaei,en
Sterno-thyrohyoidaei,fr
Sternomastoidaeus,fr
Sternum,en-fr
Sternutamentum,en-fr
Sternutatio,en-fr
Sternutatorium,en-fr
Stertor,en-fr
Stiae,en-fr
Stibi,en-fr
Stibialia,en-fr
Stibium,en-fr
Stica,en-fr
Stichos,en-fr
"Sticticum emplastrum",en-fr
Stigmata,en-fr
Stilboma,en-fr
Stilbus,en-fr
Stiliscus,en-fr
Stilla,en-fr
Stillaticus,en-fr
Stillicidium,en-fr
Stimmi,en-fr
Stimulans,en-fr
Stincus,en-fr
Stipatio,en-fr
Stipes,en-fr
Stiphros,en-fr
Stipte,en-fr
stipteria,fr
Stipulae,en-fr
Stlengis,en-fr
Stoebe,en-fr
Stoechas,en
"Stoechas citrina",en
"Stoechas citrina germanica",en
Stoechias,fr
Stoibes,en-fr
Stolides,en-fr
Stolones,en-fr
Stomacace,en-fr
Stomachica,en-fr
Stomachotrotos,en-fr
Stomachus,en-fr
Stomargus,en-fr
Stomatica,en-fr
Stomoma,en-fr
Stomomanicon,en-fr
Stoparola,en-fr
Storan,en-fr
Storyne,en-fr
Strabilismus,en-fr
Strabismus,en-fr
Strabositas,en-fr
Stramonium,en-fr
Strangalides,en-fr
Strangulatio,en-fr
Stranguria,en-fr
Stratificatio,en-fr
Stratiotes,en-fr
Stratioticon,en-fr
"Stratum super stratum",en-fr
Stremma,en-fr
Strepitosus,en-fr
"Striata corpora",en-fr
Stribiligo,en-fr
Strictor,en-fr
Strictum,en-fr
Strictura,en-fr
"Stridor dentium",fr
"Strigensis terra",en-fr
Strigil,en-fr
Strigilis,en
strigilis.Strigmentum,fr
Strigmentum,en
Stringens,en-fr
Strix,en
Strobile,en-fr
Strobilites,en-fr
Strobilus,en-fr
Strombites,en-fr
Strombos,en-fr
Strophoi,en-fr
"Strsdor dentsum",en
Struma,en-fr
Struthia,en-fr
Struthio,en-fr
Struthio-camelus,en
Struthiofera,en
Struthiomela,en-fr
Strychnodendron,en-fr
Strychnon,en-fr
Strychnos,en-fr
Stryphnos,en-fr
Stultitia,en-fr
Stupa,en-fr
Stupefaciens,en-fr
Stupha,en-fr
Stupio,en-fr
Stupor,en-fr
"Stupor dentium",en
Stuppa,en-fr
Sturio,en-fr
Sturnus,en-fr
Stygia,en-fr
Styliscus,en-fr
Stylo-cerato-hyoidaeus,fr
Stylo-chondro-hyoidaeus,en-fr
Stylo-glossi,en
Stylo-hyoidaeus,en-fr
Stylo-pharyngaeus,en-fr
Styloceratohyoidaeus,en
Styloglossi,fr
Styloides,en
"Styloides processus",fr
Stylos,en-fr
Stymmata,en-fr
Stypteria,en-fr
Styptica,en-fr
"Styracinum oleum",en-fr
Styrax,en-fr
Sub-costales,en
Subactio,en-fr
"Subalaris vena",en-fr
Subbuteo,en-fr
Subcartilagineum,en-fr
"Subclavia vasa",en-fr
"Subclavius musculus",en-fr
Subcostales,fr
Subdita,en-fr
Subdititia,en-fr
"Subductio alvi",en-fr
Suber,en-fr
Subeth,en-fr
"Subeth Sahara",en
Subfasciatio,en-fr
"Subfrontalis sutura",en-fr
Subhumeratio,en-fr
"Subintrantes febres",en-fr
Subligamen,en-fr
Subligamentum,en
Sublimamentum,fr
Sublimatio,en-fr
Sublimatorium,en-fr
"Sublimis musculus",en-fr
Sublimitorium,en-fr
"Sublinguales glandulae",en-fr
Sublingualia,en-fr
Subluxatio,en-fr
Submersio,en-fr
Submissio,en-fr
"Subpopliteus musculus",en-fr
Subpurgatio,en-fr
"Subscapularis musculus",en-fr
Subsidentia,en-fr
"Substillum sanguinis",en-fr
Subsultio,en-fr
Subsultus,en-fr
"Subversio stomachi",en-fr
Subvola,en-fr
Succago,en-fr
Succedaneum,en-fr
"Succenturiati renes",en-fr
"Succenturiatus musculus",en-fr
"Succida lana",en-fr
"Succingens membrana",en-fr
Succinum,en-fr
Succisa,en-fr
Succolata,en-fr
"Succotrina aloes",en-fr
Succubus,en-fr
Sucu,en-fr
Sudamina,en-fr
Sudofirica,en
Sudor,en-fr
"Sudor anglicus",en
Sudorifera,en-fr
Sudorifica,fr
Suffersurae,en-fr
Suffimentum,en-fr
Suffitus,en-fr
Suffo,en-fr
"Suffocatio uterina",en-fr
Suffrutices,en-fr
Suffumigatio,en-fr
Suffusio,en-fr
"Suffusio auriginosa",en-fr
Sufuff,en-fr
Sugillatio,en-fr
Sugitiva,en-fr
Sulphur,en-fr
Sulz,en-fr
Suma,en-fr
Sumach,en-fr
Sumen,en-fr
Summitates,en-fr
Super-impregnatio,fr
Superba,en-fr
"Superbus musculus",en-fr
Supercilia,en-fr
"Supercilium acetabuli",en-fr
"Supercompositiva secta",en-fr
Superexcretio,en-fr
Superficies,en-fr
Superfoetatio,en-fr
Supergeminalis,en-fr
Supergenualis,en-fr
Superhumeralis,en-fr
Superimpraegnatio,en
Superligula,en-fr
Supermonicum,en-fr
Superpurgatio,en-fr
"Superscapularis inferior",en
"Superscapularis superior",en-fr
Supervacuatio,en-fr
Supim,en-fr
"Supinator brevis",en
"Supinator longus",en
"Supinator longus sive major",fr
Suppedanea,en-fr
supplantalia,fr
Suppositorium,en-fr
Suppressio,en-fr
"Suppressionis ignis",en-fr
Suppurantia,en-fr
Suppuratio,en-fr
"Supra costales",en
"Supra-costales musculi",fr
"Suprascapularis musculus",en
"Supraspinatus musculus",en
Suriana,en-fr
Surrectorium,en-fr
Susinum,en-fr
Suspendiculum,en-fr
"Suspensor testiculi",en-fr
Suspensum,en-fr
Suspirium,en-fr
"Sustorium atramentum",fr
"Sutorium atramentum",en
Sutratar,en-fr
Sutura,en-fr
"sutura coronalis",fr
Syalita,en-fr
Sycaminos,en-fr
Syce,en-fr
Sycia,en-fr
Sycion,en-fr
Sycites,en-fr
Sycoma,en-fr
Sycomorus,en-fr
Sycosis,en-fr
Sycota,en-fr
Sycoton,en-fr
Sydia,en-fr
Syletum,en-fr
Sylo,en
Symbolismus,en-fr
Symbologice,en-fr
Symparataxis,en-fr
Sympasma,en-fr
"Sympatheticus pulvis",en-fr
Sympepsis,en-fr
Symphonos,en-fr
Symphoraneuros,en-fr
Symphysis,en-fr
Symphytum,en-fr
"Symphytum minimum",en
"Symphytum petraeum",en
Symplesiasmos,en-fr
Symptoma,en-fr
Symptosis,en-fr
Synacticos,en-fr
Synaesthesis,en-fr
Synaetion,en-fr
Synagelasticos,en-fr
Synagma,en-fr
Synanastomosis,en-fr
Synanche,en-fr
Synarthrosis,en-fr
Syncampe,en-fr
Syncausis,en-fr
Synchondrosis,en-fr
Synchrismata,en-fr
Synchysis,en-fr
Synciput,en-fr
Syncleisis,en-fr
Syncomistos,en-fr
Syncope,en-fr
Syncrimata,en-fr
Syncrisis,en-fr
Syncritica,en-fr
Syncyria,en-fr
Syndesis,en-fr
Syndesmo-pharyngaeus,en-fr
Syndesmos,en-fr
Syndesmosis,en-fr
Syndiacrisis,en-fr
Syndrome,en-fr
Syndyasmos,en-fr
Syneches,en-fr
Synecticon,en-fr
Synedreuonta,en-fr
Syneilemmenos,en-fr
Synendeicnymena,en-fr
Synenomena,en-fr
Synerephes,en-fr
Synergasma,en-fr
Synerxis,en-fr
Synestecos,en-fr
Synidrosis,en-fr
Synistamenos,fr
Synistramenos,en
Synizesis,en-fr
Synneurosis,en-fr
Synnoma,en-fr
Synocha,en-fr
Synochos,en-fr
Synocoche,en-fr
Synovia,en-fr
Syntasis,en-fr
Syntaxis,en-fr
Syntenosis,en-fr
Syntexis,en-fr
Synthema,fr
Synthena,en
Synthesis,en-fr
Synthetismus,en-fr
Synthetos,en-fr
Syntomos,en-fr
Syntonia,en-fr
Syntrophos,en-fr
Synuloticon,en-fr
Synymensis,en-fr
Syphar,en-fr
Syphilis,en-fr
Syriacon,en-fr
Syricon,en-fr
Syringa,en-fr
Syringotomia,en-fr
Syringotomum,en-fr
Syringotomus,en-fr
Syrinx,en-fr
Syrius,en-fr
Syrma,en-fr
Syrmaea,en-fr
Syrmaesmus,en-fr
Syrones,en-fr
Syrrhoea,en-fr
Syrupus,en-fr
"Syrupus balsamicus",en
"Syrupus cichorei cum rhabarbaro",en
"Syrupus corticorum citriorum",en
"Syrupus croci",en
"Syrupus cydoniorum",en
"Syrupus de althaea",en
"Syrupus de erysimo",en
"Syrupus de meconio",en
"Syrupus de rosis siccis",en
"Syrupus e succo citriorum",en
"Syrupus e succo rosarum",en
"Syrupus infusionis florum caryophyllorum",en
"Syrupus rosaceus solutivus",en
Sysirinchium,en-fr
Syssarcosis,en-fr
Systasis,en-fr
Systathmos,en-fr
Systema,en-fr
Systole,en-fr
Systremma,en-fr
Systrophe,en-fr
T,en-fr
Tabacum,en-fr
Tabaisir,en-fr
Tabanus,en-fr
Tabarzet,en-fr
Tabe,en-fr
Tabella,en-fr
Tabernaemontana,en-fr
"Tabes dorsalis",en-fr
"Table des matières",fr
Tabula,en-fr
Tabulatum,en-fr
Tabum,en-fr
Tacamahaca,en-fr
Taceros,en-fr
Tacheos,en-fr
Tachy,en-fr
Tactus,en-fr
Taedae,en-fr
Taenia,fr
Taeniae,en
Tagenitis,en-fr
Tagera,en-fr
Tagetes,en-fr
Tal,en-fr
Talagas,en-fr
Talc,en-fr
Talcum,en-fr
Talentum,en-fr
tali-pariti,fr
"Taliir kara",en
Talir-kara,fr
Talpa,en-fr
Talus,en-fr
Tamandua,en-fr
Tamaratonga,en-fr
Tamarindi,en-fr
Tamariscus,en-fr
Tamarix,en-fr
Tamison,en-fr
Tamnus,en-fr
Tamoata,en-fr
Tamoatarana,en
Tanacetum,en-fr
Tangaraca,en-fr
Tange,en-fr
Tani,en-fr
Tantalus,en-fr
Taphiusius,en
Taphneus,en-fr
Tapia,en-fr
Tapira,en
"Tapira pecis",fr
Tapismel,fr
"Tapsi valentia",en
Tapsimel,en
Tapsivalentia,fr
"Tapsus barbatus",en-fr
Tapyra-coaynana,en-fr
Tarache,en-fr
Tarantismus,en-fr
Tarantula,en-fr
Taraxacum,en-fr
Taraxis,en
Tarbason,en-fr
Tarchon,en-fr
Tarda,en-fr
Tareriaya,en-fr
Tarfati,en-fr
tarfe,fr
Targar,en-fr
Tarichos,en-fr
Tariroqui,en-fr
Tarith,en-fr
Tarsi,en-fr
Tarso,en-fr
Tarsus,en-fr
Tartarhan,en-fr
Tartarus,en-fr
"Tarton raire",en-fr
Tataiba,fr
Tataiiba,en
Tataria,en-fr
Tati,en-fr
Tatura,en-fr
Taurocolla,en-fr
Taurus,en-fr
Taxus,en-fr
Teaphin,en-fr
Tecmarsis,en-fr
Tecmerion,en-fr
Tecolithos,en-fr
Tecomaxochitl,en-fr
Teganites,en-fr
"Tegula hibernica",en-fr
"Tela aranei",en-fr
Telamones,en-fr
Telephioides,en-fr
Telephium,en-fr
Telesphorus,en-fr
Tellina,en-fr
Telma,en-fr
Telon,en-fr
Telum,en-fr
Temachos,en-fr
Temperamentum,en-fr
Temperantia,en
Temperies,en-fr
"Templum sostrati",en-fr
Tempora,en-fr
"Temporalis musculus",en-fr
Temprrantia,fr
Tenacula,en-fr
Tencha,en-fr
Tendo,en-fr
Tenesmus,en-fr
Tenga,en-fr
Tenon,en-fr
Tenontagra,en-fr
Tenontotroti,en-fr
Tenor,en-fr
Tensio,en-fr
Tensivus,en-fr
Tensor,en
"Tensor digitorum",fr
Tenta,en-fr
Tenthreniodes,en
Tentigo,en-fr
Tentio,en-fr
Tentipellum,en-fr
Tentrheniodes,fr
Tenuans,en-fr
Tenxis,en-fr
Tephricon,en-fr
Tephrion,en-fr
Tepidarium,en-fr
Tepidus,en-fr
Teragolinica,en
Teragonilica,fr
Terebella,en-fr
Terebenthina,fr
Terebinthina,en
Terebinthus,en-fr
Terebotin,en-fr
Terebra,en-fr
Teredo,en-fr
Teregam,en-fr
Terengibil,en-fr
terenlabin,fr
"Teres major",fr
"Teres musculus",en
Teretron,en-fr
Terfez,en-fr
Terminthi,en-fr
Terna,en-fr
Ternatea,en-fr
Terniabin,en-fr
Terra,en-fr
"Terra japonica",en
"Terra noceriana",en
"Terra pnigites",en
"Terra portugallica",en
"terra rubea",fr
"terra rubra",fr
"Terra sigillata",en
Terrificatio,en-fr
Terror,en-fr
Terthron,en-fr
"Tertiana febris",en-fr
Tertianaria,en-fr
Tertias,en-fr
"Tertium sal",en-fr
Tessellae,en-fr
"Tesserae os",en-fr
Testa,en-fr
Testes,en-fr
Testiculi,en-fr
"Testiculus morionus",en-fr
Testuaceus,en-fr
"testuaceus panis",fr
"Testudo marina",en
"Testudo palustris",en
"Testudo terrestris",en-fr
Tetanus,en-fr
Tetartaeus,en-fr
tethaea,fr
Tethalassomenos,en-fr
Tethyia,en-fr
Tetlatiam,en-fr
Tetrabit,en-fr
Tetradrachmon,en-fr
Tetragnathus,en-fr
Tetragonia,en-fr
Tetragonocarpos,en-fr
Tetragonon,en-fr
Tetramyron,en-fr
Tetrao,en-fr
Tetrapharmacon,en-fr
Tetresarius,en-fr
Tetrobolon,en-fr
Tetroron,fr
Tetroros,en
Tety-pote-iba,en-fr
Teuchos,en-fr
Teucrium,en-fr
Teuthrobanon,en-fr
Teutlon,en-fr
Teutlophace,en
Teutlophage,fr
Texoctlifera,en-fr
Textura,en-fr
Thacos,en-fr
Thais,en-fr
Thalame,en-fr
Thalamus,en-fr
Thalasseron,en-fr
Thalassites,en-fr
Thalassomeli,en-fr
Thaleros,en-fr
Thalictrum,en-fr
Thallia,en-fr
thallos,fr
Thalpos,en-fr
Thalpsis,en-fr
Thamar,en-fr
Thamarindus,en-fr
Thamatica,en-fr
Thames,en-fr
Thaminos,en-fr
Thamna,en-fr
Thaphneus,en-fr
Thapsia,en-fr
Thapsus,en-fr
Tharras,en-fr
Thauma,en-fr
"the same as Ancylomele",en
"the same as Mangle",en
Thea,en-fr
Theatricon,fr
Theatricos,en
Theca,en-fr
Thee,en-fr
Theion,en-fr
Theka,en-fr
Thele,en-fr
Thelygonos,en-fr
Thelypteris,en-fr
Thenar,en
Theodoretos,en
Theodoricon,en-fr
Theodotia,en-fr
Theopemptos,en-fr
Theophilion,en-fr
Theophrastici,en-fr
Theoria,en-fr
"Theou cheir",en-fr
"Theoxeni malagma",en-fr
Theraeus,en-fr
Therapeia,en-fr
Therapeutice,en-fr
Thereniabin,en-fr
Theriaca,en-fr
Theriace,en-fr
Therinos,en-fr
Theriodes,en-fr
Therioma,en-fr
Therion,en-fr
Theriotome,en-fr
Thermae,en-fr
Thermanterion,en
Thermasma,en
Thermemeria,en
Therminthus,en
Thermocoelios,en
Thermole,en
Thermolithus,en
Thermometrum,en
Thermopolium,en
Thermoposia,en
Thermos,en-fr
Thermoscopium,en-fr
Thermospodia,en-fr
Theros,en-fr
Thesis,en-fr
thespesiana,fr
Thespiana,en-fr
"Thessalicum sedile",en-fr
Thessalicus,en
Thexis,en-fr
Thisma,en-fr
Thlasias,en-fr
Thlasis,en-fr
Thlasma,en-fr
Thlaspi,en-fr
Thlaspidium,en-fr
Thlibiae,en-fr
Thlipsis,en-fr
Thocos,en-fr
Tholeros,en-fr
Tholos,en-fr
Thora,en-fr
Thoracica,en-fr
Thorax,en-fr
Thorexis,en-fr
thorithron,fr
Thoros,en-fr
Thorybos,en-fr
"Thracius lapis",en-fr
Thranos,en-fr
Thrasi,en-fr
Thrasos,en-fr
Thrausma,en-fr
Thrincos,en-fr
Thrissa,en-fr
Thrix,en-fr
Thrombos,en-fr
Thronos,en-fr
"Thronus marcellius",en-fr
Thryallis,en-fr
Thrymma,en-fr
Thunnus,fr
Thunus,en
"Thureae glandulae",en-fr
Thus,en-fr
Thuya,en-fr
Thye,en-fr
Thyema,en-fr
"Thyites lapis",en-fr
thylacion,fr
Thylacos,en-fr
Thyma,en-fr
Thymallus,en-fr
Thymbra,en-fr
"Thymbra hispanica",en
Thymelaea,en-fr
Thymiama,en-fr
Thymion,en-fr
Thymites,en-fr
Thymoxalme,en-fr
Thymus,en-fr
Thynnus,en-fr
Thyphonia,fr
Thyphos,fr
"Thyroaretaenoidei musculi",en
"Thyroarethenoidei musculi",fr
"Thyroideae glandulae",en-fr
Thyroides,en-fr
"Thyropharyngaei musculi",en-fr
"Thyrostaphilini musculi",fr
"Thyrostaphylini musculi",en
Thyrsus,en-fr
Thysselinum,en-fr
tiara,fr
"Tiberianum tormentum",en-fr
Tibia,en-fr
Tibiaeus,en-fr
Tibialis,en-fr
"Tibialis gracilis",en-fr
"Tibialis posticus",en
Tiburo,en-fr
Tifacoum,en-fr
Tifatum,en-fr
Tigala,en-fr
Tigillum,en-fr
Tigris,en-fr
Tilia,en-fr
Tilmata,en-fr
"Timaei compositio ad ignem sacrum",fr
"Timaei composito ad ignem sacrum vel cancrum",en
Timartiri,en-fr
Timbo,en-fr
Tin,en-fr
Tina,en-fr
Tinca,en-fr
Tincar,en-fr
Tincones,en-fr
Tinctoria,en
"Tinctoria arbor",fr
"Tinctorius flos",en-fr
Tinctura,en-fr
"Tinctura antimonii acris simplex",en
Tinda,en
"Tinda parva",fr
Tinea,en
Tinearia,en-fr
Tiniaria,en-fr
Tinkar,en-fr
"Tinnitus aurium",en-fr
Tinnunculus,en-fr
Tintinnabulum,en-fr
Tinus,en-fr
Tipi,en-fr
Tipioca,en-fr
Tipsaria,en-fr
Tipula,en-fr
Tirucalli,en-fr
"Titanokera tophyton",fr
Titanokeratophyton,en
Titanos,en-fr
Tithos,fr
Tithymaloides,en-fr
Tithymalus,en-fr
Tithymelaea,en-fr
Titianos,en-fr
"Titillares venae",en-fr
Titillicum,en-fr
Titthos,en
"Tla alli",en
Tla-alli,fr
"Tlachichinoa patlahoac",en-fr
Tlapalcocatli,en-fr
Tlapalte,en-fr
Tlatlancuaye,en-fr
Tleon,en-fr
Tlilzochitl,en-fr
Tmolites,en-fr
Todda-panna,en-fr
Toetica,en-fr
tolae,fr
Toles,en-fr
Tolles,en-fr
"Tolutanum balsamum",en-fr
"Tomahuactli copatli",en-fr
Tomeion,en-fr
tomeus,fr
Tomineio,en-fr
Tomotocia,en-fr
Tondi-teregam,en-fr
Tonicos,en-fr
Tonitru,en-fr
Tonos,en-fr
Tonsillae,en-fr
"Tonsoris emplastrum",en-fr
Topazius,en-fr
Tophus,en-fr
Topica,en-fr
Topinaria,en-fr
Torcular,en
"Torcular herophili",en-fr
Tordilium,en
Tordylium,fr
Tori,en-fr
Tormentilla,en-fr
Tormentum,en-fr
Tormina,en-fr
"Torna solis",en-fr
Tornata,fr
"Tornata urina",en
Tornesol,en-fr
Torneumata,en-fr
Torpedo,en-fr
Torpor,en-fr
Torques,fr
Torquilla,en-fr
Torquis,en-fr
Torrefactio,en-fr
Torsiones,en-fr
Torta,en-fr
Tortio,en-fr
"Tortualis facies",en-fr
Tortura,en-fr
Toruscula,en-fr
Torybethrum,fr
"Torybethrum or Thorybethron",en
Toryne,en-fr
Torynetos,en-fr
Tostio,en-fr
"Tota bona",en-fr
Totanus,en-fr
"Totocifera arbor",en-fr
Toxicodendron,en-fr
Toxicon,en-fr
"Tphiusius lapis",fr
"Trachea arteria",en-fr
Trachelagra,en-fr
Trachelium,en-fr
Trachelo-mastoidaeus,en-fr
Trachelos,en-fr
Tracheotomia,en-fr
Trachoma,en-fr
Trachomaticon,en
Trachomation,fr
Trachsat,en-fr
Trachurus,en-fr
Tragacantha,en-fr
Traganos,en-fr
Tragasius,en-fr
Tragea,en-fr
Tragelaphas,en
Tragelaphias,fr
Tragema,en-fr
Tragi,en-fr
Tragia,en-fr
Tragium,en-fr
"Tragium alterum",fr
Tragoceros,en-fr
Tragopogon,en-fr
Tragopyrum,en-fr
Tragorchis,en-fr
Tragoriganum,en-fr
Tragoselinum,en-fr
Tragus,en-fr
"Tragus spinosus",fr
Tramis,en-fr
Transfusio,en-fr
Translatio,en-fr
Transpiratio,en-fr
Transplantatio,en-fr
"Transversales lumborum",en
"Transversales musculi",en-fr
