page	refimg	numauto	chapitre
[sans numérotation]	0001	5593472	[Page de faux titre]
[sans numérotation]	0002	5593473	[Page de titre]
1	0003	5593474	Éléments de botanique ou méthode pour connoitre les plantes / Classe VI. Les rosacées
2	0004	5593475	Classe VI. Les rosacées. Section première. Genre premier. L'amaranthe
3	0005	5593476	Classe VI. Les rosacées. Section première. Genre premier. L'amaranthe
4	0006	5593477	Classe VI. Les rosacées. Section première. Genre premier. L'amaranthe
5	0007	5593478	Classe VI. Les rosacées. Section première. Genre premier. L'amaranthe
6	0008	5593479	Classe VI. Les rosacées. Section première. Genre premier. L'amaranthe / Genre II. Le pourpier
7	0009	5593480	Classe VI. Les rosacées. Section premier. Genre II. Le pourpier
8	0010	5593481	Classe VI. Les rosacées. Section II. Genre premier. Le pavot
9	0011	5593482	Classe VI. Les rosacées. Section II. Genre premier. Le pavot
10	0012	5593483	Classe VI. Les rosacées. Section II. Genre premier. Le pavot
11	0013	5593484	Classe VI. Les rosacées. Section II. Genre premier. Le pavot
12	0014	5593485	Classe VI. Les rosacées. Section II. Genre premier. Le pavot / Genre II. L'argemone
13	0015	5593486	Classe VI. Les rosacées. Section II. Genre III. L'anapodophyllon / Genre IV. Le figuier d'Inde
14	0016	5593487	Classe VI. Les rosacées. Section II. Genre IV. Le figuier
15	0017	5593488	Classe VI. Les rosacées. Section II. Genre IV. Le figuier / Genre V. La fleur de la passion
16	0018	5593489	Classe VI. Les rosacées. Section II. Genre V. La fleur de la passion
17	0019	5593490	Classe VI. Les rosacées. Section II. Genre V. La fleur de la passion / Genre VI. Le murucuia
18	0020	5593491	Classe VI. Les rosacées. Section II. Genre VI. Le murucuia / Genre VII. La mitella
19	0021	5593492	Classe VI. Les rosacées. Section II. Genre VII. La mitella / Genre VIII. La morgeline
20	0022	5593493	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline
21	0023	5593494	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline
22	0024	5593495	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline
23	0025	5593496	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline
24	0026	5593497	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline
25	0027	5593498	Classe VI. Les rosacées. Section II. Genre VIII. La morgeline / Genre IX. L'alsinastrum
26	0028	5593499	Classe VI. Les rosacées. Section II. Genre X. L'oreille
27	0029	5593500	Classe VI. Les rosacées. Section II. Genre X. L'oreille / Genre XI. Le rossolis
28	0030	5593501	Classe VI. Les rosacées. Section II. Genre XI. Le rossolis / Genre XII. La parnassie
29	0031	5593502	Classe VI. Les rosacées. Section II. Genre XII. La parnassie / Genre XIII. Le jonc
30	0032	5593503	Classe VI. Les rosacées. Section II. Genre XIII. Le jonc
31	0033	5593504	Classe VI. Les rosacées. Section II. Genre XIII. Le jonc
32	0034	5593505	Classe VI. Les rosacées. Section II. Genre XIII. Le jonc / Genre XIV. La soude
33	0035	5593506	Classe VI. Les rosacées. Section II. Genre XIV. La soude
34	0036	5593507	Classe VI. Les rosacées. Section II. Genre XIV. La soude / Genre XV. Le télèphe
35	0037	5593508	Classe VI. Les rosacées. Section II. Genre XVI. L'hélianthème
36	0038	5593509	Classe VI. Les rosacées. Section II. Genre XVI. L'hélianthème
37	0039	5593510	Classe VI. Les rosacées. Section II. Genre XVI. L'hélianthème
38	0040	5593511	Classe VI. Les rosacées. Section II. Genre XVI. L'hélianthème
39	0041	5593512	Classe VI. Les rosacées. Section II. Genre XVI. L'hélianthème / Genre XVII. La toute saine
40	0042	5593513	Classe VI. Les rosacées. Section II. Genre XVII. La toute saine / Section III. Genre premier. Le géum
41	0043	5593514	Classe VI. Les rosacées. Section III. Genre premier. Le géum
42	0044	5593515	Classe VI. Les rosacées. Section III. Genre premier. Le géum / Genre II. La saxifrage
43	0045	5593516	Classe VI. Les rosacées. Section III. Genre II. La saxifrage
44	0046	5593517	Classe VI. Les rosacées. Section III. Genre II. La saxifrage
45	0047	5593518	Classe VI. Les rosacées. Section III. Genre II. La saxifrage / Genre III. La salicaire
46	0048	5593519	Classe VI. Les rosacées. Section III. Genre III. La salicaire
47	0049	5593520	Classe VI. Les rosacées. Section III. Genre IV. Le glaucium
48	0050	5593521	Classe VI. Les rosacées. Section III. Genre IV. Le glaucium / Section IV. Genre premier. Le mille-Pertuis
49	0051	5593522	Classe VI. Les rosacées. Section IV. Genre premier. Le mille-Pertuis
50	0052	5593523	Classe VI. Les rosacées. Section IV. Genre premier. Le mille-Pertuis
51	0053	5593524	Classe VI. Les rosacées. Section IV. Genre premier. Le mille-Pertuis
52	0054	5593525	Classe VI. Les rosacées. Section IV. Genre II. L'ascyrum / Genre III. La pyrole
53	0055	5593526	Classe VI. Les rosacées. Section IV. Genre III. La pyrole / Genre IV. Le damasonium
54	0056	5593527	Classe VI. Les rosacées. Section IV. Genre IV. Le damasonium / Genre V. La rue
55	0057	5593528	Classe VI. Les rosacées. Section IV. Genre V. La rue / Genre VI. L'harmala
56	0058	5593529	Classe VI. Les rosacées. Section IV. Genre VI. L'harmala / Genre VII. La nielle
57	0059	5593530	Classe VI. Les rosacées. Section IV. Genre VII. La nielle
58	0060	5593531	Classe VI. Les rosacées. Section IV. Genre VIII. Le fabago / Genre IX. Le corhorus
59	0061	5593532	Classe VI. Les rosacées. Section IV. Genre IX. Le corhorus / Genre X. Le ciste
60	0062	5593533	Classe VI. Les rosacées. Section IV. Genre X. Le ciste
61	0063	5593534	Classe VI. Les rosacées. Section IV. Genre X. Le ciste
62	0064	5593535	Classe VI. Les rosacées. Section IV. Genre X. Le ciste / Genre XI. Le nénuphar
63	0065	5593536	Classe VI. Les rosacées. Section IV. Genre XI. Le nénuphar / Section V. Genre premier. Le nélumbo
64	0066	5593537	Classe VI. Les rosacées. Section V / Genre II. Le câprier
65	0067	5593538	Classe VI. Les rosacées. Section V. Genre II. Le câprier / Section VI. Genre premier. La joubarbe
66	0068	5593539	Classe VI. Les rosacées. Section VI. Genre premier. La joubarbe
67	0069	5593540	Classe VI. Les rosacées. Section VI. Genre premier. La joubarbe
68	0070	5593541	Classe VI. Les rosacées. Section VI. Genre premier. La joubarbe
69	0071	5593542	Classe VI. Les rosacées. Section VI. Genre premier. La joubarbe
70	0072	5593543	Classe VI. Les rosacées. Section VI . Genre premier. La joubarbe / Genre II. L'orpin
71	0073	5593544	Classe VI. Les rosacées. Section VI. Genre II. L'orpin
72	0074	5593545	Classe VI. Les rosacées. Section VI. Genre II. L'orpin / Genre III. La Reine des prés / Genre IV. La barbe de chèvre
73	0075	5593546	Classe VI. Les rosacées. Section VI. Genre IV. La barbe de chèvre / Genre V. Le fagonia
74	0076	5593547	Classe VI. Les rosacées. Section VI. Genre V. Le fagonia / Genre VI. Le Tribule
75	0077	5593548	Classe VI. Les rosacées. Section VI. Genre VII. Le juncago / Genre VIII. Le bec de grue
76	0078	5593549	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
77	0079	5593550	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
78	0080	5593551	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
79	0081	5593552	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
80	0082	5593553	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
81	0083	5593554	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue
82	0084	5593555	Classe VI. Les rosacées. Section VI. Genre VIII. Le bec de grue / Genre IX. Le thalictron
83	0085	5593556	Classe VI. Les rosacées. Section VI. Genre IX. Le thalictron
84	0086	5593557	Classe VI. Les rosacées. Section VI. Genre IX. Le thalictron
85	0087	5593558	Classe VI. Les rosacées. Section VI. Genre IX. Le thalictron. Genre X. Le butôme / Genre XI. L'ellébore noir
86	0088	5593559	Classe VI. Les rosacées. Section VI. Genre XI. L'ellébore noir
87	0089	5593560	Classe VI. Les rosacées. Section VI. Genre XI. L'ellébore noir
88	0090	5593561	Classe VI. Les rosacées. Section VI. Genre XI. L'ellébore noir / Genre XII. L'ellébore blanc
89	0091	5593562	Classe VI. Les rosacées. Section VI. Genre XII. L'ellébore blanc / Genre XIII. Le populage
90	0092	5593563	Classe VI. Les rosacées. Section VI. Genre XIII. Le populage / Genre XIV. La pivoine
91	0093	5593564	Classe VI. Les rosacées. Section VI. Genre XIV. La pivoine
92	0094	5593565	Classe VI. Les rosacées. Section VI. Genre XIV. La pivoine
93	0095	5593566	Classe VI. Les rosacées. Section VI. Genre XIV. La pivoine / Section VIII. Genre premier. L'anémone
94	0096	5593567	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
95	0097	5593568	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
96	0098	5593569	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
97	0099	5593570	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
98	0100	5593571	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
99	0101	5593572	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
100	0102	5593573	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
101	0103	5593574	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
102	0104	5593575	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
103	0105	5593576	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
104	0106	5593577	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
105	0107	5593578	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
106	0108	5593579	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
107	0109	5593580	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone
108	0110	5593581	Classe VI. Les rosacées. Section VII. Genre premier. L'anémone / Genre II. La coquelourde
109	0111	5593582	Classe VI. Les rosacées. Section VII. Genre II. La coquelourde
110	0112	5593583	Classe VI. Les rosacées. Section VII. Genre II. La coquelourde / Genre III. La renoncule
111	0113	5593584	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
112	0114	5593585	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
113	0115	5593586	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
114	0116	5593587	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
115	0117	5593588	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
116	0118	5593589	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
117	0119	5593590	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
118	0120	5593591	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
119	0121	5593592	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
120	0122	5593593	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
121	0123	5593594	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
122	0124	5593595	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
123	0125	5593596	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
124	0126	5593597	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
125	0127	5593598	Classe VI. Les rosacées. Section VII. Genre III. La renoncule
