pb	[s. pag.]	0001	5616031
pb	[s. pag.]	0002	5616032
entry	Ouvrages de M. Mérat qui se trouvent chez le même libraire
pb	[s. pag.]	0003	5616033
pb	[s. pag.]	0004	5616034
entry	Préface
pb	VI	0005	5616035
pb	VII	0006	5616036
pb	1	0007	5616037
entry	Supplément au Dictionnaire Universel de Matière Médicale et de Thérapeutique Générale
orth	Supplément au Dictionnaire Universel de Matière Médicale
orth	de Thérapeutique Générale
entry	A-poo
entry	Abaca
entry	Abama
entry	Abbatsjogo
entry	Abelicea
pb	2	0008	5616038
entry	Abhal
entry	Abies
entry	Abnous
entry	Abobra
entry	Abobrinha do mato
pb	3	0009	5616039
entry	Abricot d'Amérique
entry	Absac
entry	Abou-Fouroa
entry	Aboulschamm
entry	Abrus
entry	Absinthe de Galien
entry	Absorbans
entry	Abuta Flavescens
entry	Acacia
pb	4	0010	5616040
entry	Acapaiston
entry	Acaciroba
entry	Acafrao
pb	5	0011	5616041
entry	Acajou de gambie
entry	Acanthospermum Xanthioides
entry	Acarna
entry	Acer
entry	Acetosella
entry	Achaemenium Costum
entry	Achaovan Abiat
entry	Ache d'eau
entry	Ache des marais
entry	Achillea
entry	Achite
entry	Achit
entry	Achras
pb	6	0012	5616042
entry	Achupalla
entry	Acide
pb	7	0013	5616043
pb	8	0014	5616044
entry	Acidie
entry	Acimine
entry	Acipenser
entry	Aconit
entry	Aconitine
pb	9	0015	5616045
entry	Aconitum
pb	10	0016	5616046
entry	Acorus Calamus
pb	11	0017	5616047
entry	Acqua Sancta
entry	Acridium
entry	Acrivolia
entry	Acroclidium Camara
entry	Acrocomia Sclerocarpa
entry	Acrocorion
pb	12	0018	5616048
entry	Acrosticum
entry	Acataea Racemosa
entry	Actinophyllum angulatum
entry	Acupuncture
pb	13	0019	5616049
entry	Acuti
entry	Adaerca
entry	Adamaram
entry	Adansonia
entry	Adape-Tian-Keing
entry	Adathoda
entry	Adenopeltis
entry	Adenoropium Opiferum
entry	Adeps pavonis
entry	Adjoué
entry	Adottus
entry	Adoxa Moschatellina
pb	14	0020	5616050
entry	Ads
entry	Aechaemenis
