pb	[sans numérotation]	0001	4788676
entry	Page de titre]
pb	[sans numérotation]	0002	4788677
entry	Caldar
entry	Caldarium
entry	Calderiae
entry	Caldus
entry	Calefacientia
pb	[sans numérotation]	0003	4788678
pb	[sans numérotation]	0004	4788679
entry	Calendula
pb	[sans numérotation]	0005	4788680
entry	Calenture
entry	Caleruth
entry	Calesiam
entry	Cali
entry	Calichapa
entry	Calidarium
entry	Calidris
pb	[sans numérotation]	0006	4788681
entry	Calidum
entry	Calieta
entry	Caligo
entry	Calin
entry	Calix
entry	Callaeon
entry	Callaf
entry	Callarias
entry	Callecamenon
entry	Callena
entry	Callia
entry	Calliblepharon
entry	Callicreas
entry	Calliette
entry	Calligonum
entry	Calliomarcus
entry	Callionymus
entry	Calliphyllum
entry	Callitrichum
entry	Callone
entry	Callopismus
entry	Callos
entry	Callositas
entry	Callosum corpus
entry	Callus
entry	Calmet
entry	Calocatanos
entry	Calochierni
entry	Calomelanos turqueti
entry	Calomelas
pb	[sans numérotation]	0007	4788682
entry	Calonia
entry	Calor
entry	Caltha, Calthula
entry	Calva, Calvaria
entry	Calvata
entry	Calufal, Calufr, Calufax
entry	Calvities, Calvitium
entry	Calumenon
entry	Calusa
entry	Calx
pb	[sans numérotation]	0008	4788683
pb	[sans numérotation]	0009	4788684
pb	[sans numérotation]	0010	4788685
pb	[sans numérotation]	0011	4788686
pb	[sans numérotation]	0012	4788687
pb	[sans numérotation]	0013	4788688
pb	[sans numérotation]	0014	4788689
entry	Calypter
entry	Calyptra
entry	Calyx
entry	Camanhaya
entry	Camara
entry	Camara-japo
entry	Camara-mira
entry	Camara-tinga
entry	Camara-cuba
entry	Camaran-baja
entry	Camarin-bas
entry	Camarium
entry	Camarosis, Camaroma
entry	Camaru
entry	Camatos
entry	Cambar
entry	Cambil
entry	Cambium
entry	Cambogium
entry	Cambuca
entry	Cambui
pb	[sans numérotation]	0015	4788690
entry	Camelina, Cameline
entry	Camelopardalis, Camelopardus
entry	Camelus
entry	Cameratio
entry	Camet, Cames
entry	Caminus
entry	Camiri
entry	Camisia
entry	Cammarum, Cammorum, Camarum
entry	Camno
entry	Camomilla
entry	Camotes
entry	Campana
entry	Campaniform
entry	Campanula
pb	[sans numérotation]	0016	4788691
entry	Campe
entry	Camphora
pb	[sans numérotation]	0017	4788692
pb	[sans numérotation]	0018	4788693
pb	[sans numérotation]	0019	4788694
pb	[sans numérotation]	0020	4788695
pb	[sans numérotation]	0021	4788696
pb	[sans numérotation]	0022	4788697
pb	[sans numérotation]	0023	4788698
entry	Camphorata
entry	Campter
entry	Campton
entry	Campylon
entry	Canabil
entry	Canadella
entry	Canaliculus, or Canalis arteriosus
entry	Canalis
entry	Canalisculus
entry	Canangae oleum
entry	Canation
entry	Cancamum
pb	[sans numérotation]	0024	4788699
entry	Cancellus
entry	Cancer
pb	[sans numérotation]	0025	4788700
pb	[sans numérotation]	0026	4788701
pb	[sans numérotation]	0027	4788702
pb	[sans numérotation]	0028	4788703
entry	Canchrys, Canchry
entry	Cancinpericon
entry	Cancrena
entry	Candela
pb	[sans numérotation]	0029	4788704
entry	Candelaria, or Candela regia
entry	Candidus, Candor
entry	Candisatio
entry	Candou
entry	Candum, or rather Canthum
entry	Canela
entry	Canella
pb	[sans numérotation]	0030	4788705
entry	Caneon
entry	Canicaceus
entry	Canicae
entry	Canicida
entry	Canicidium
entry	Canicula
entry	Canicularis
entry	Canina appetentia
entry	Canina brassica
entry	Canini dentes
entry	Canina lingua
entry	Canina malus
entry	Canina rabies
entry	Caninus sentis
entry	Caninana
entry	Caniram
entry	Canirubus
entry	Canis
pb	[sans numérotation]	0031	4788706
pb	[sans numérotation]	0032	4788707
entry	Canis carcharias
entry	Canities
entry	Canna
entry	Canna fistula
entry	Canna indica
entry	Canna sepiaria
entry	Cannabina
entry	Cannabis
entry	Cannacorus
pb	[sans numérotation]	0033	4788708
entry	Canni
entry	Cannula
entry	Canon
entry	Canoniai
entry	Canopicon
entry	Canopite
