object			
volume	07399	Castelli	1746
entry	Altinuraum	0	
orth	Altinuraum		
entry	Altolizoim	0	
orth	Altolizoim		
entry	Altrix	0	
orth	Altrix		
entry	Altus	0	
orth	Altus		
entry	Aludel	0	
orth	Aludel		
entry	Aludit	0	
orth	Aludit		
entry	Alvearium	0	
orth	Alvearium		
entry	Alvech	0	
orth	Alvech		
entry	Alveoli	0	
orth	Alveoli		
ref	Bothria, Phathnia.		
entry	Alveus	0	
orth	Alveus		
entry	Alufir	0	
orth	Alufir		
entry	Alumboti	0	
orth	Alumboti		
entry	Alumen	0	
orth	Alumen		
entry	Alunibur	0	
orth	Alunibur		
entry	Alunsel	0	
orth	Alunsel		
entry	Alusar	0	
orth	Alusar		
entry	Alusen	0	
orth	Alusen		
entry	Alusia	0	
orth	Alusia		
entry	Aluta	0	
orth	Aluta		
pb	0037	0045	
entry	Alvus	0	
orth	Alvus		
entry	Alyce	0	
orth	Alyce		
entry	Alypias	0	
orth	Alypias		
entry	Alzegi	0	
orth	Alzegi		
entry	Alzemafor	0	
orth	Alzemafor		
entry	Alzilat	0	
orth	Alzilat		
entry	Alzimar	0	
orth	Alzimar		
entry	Alzofar	0	
orth	Alzofar		
entry	Amaldyno	0	
orth	Amaldyno		
entry	Amalgama	0	
orth	Amalgama		
entry	Amandinus	0	
orth	Amandinus		
entry	Amaracinon	0	
orth	Amaracinon		
entry	Amarum	0	
orth	Amarum		
entry	Amarygae	0	
orth	Amarygae		
entry	Amatoria	0	
orth	Amatoria		
entry	Amatoria	0	
orth	Amatoria		
entry	Amatorius	0	
orth	Amatorius		
entry	Amaurosis	1	
orth	Amaurosis		
pb	0038	0046	
entry	Amausum	0	
orth	Amausum		
entry	Amazonios	0	
orth	Amazonios		
entry	Ambar	0	
orth	Ambar		
entry	Ambe	0	
orth	Ambe		
entry	Ambidexter	0	
orth	Ambidexter		
entry	Amblosis	0	
orth	Amblosis		
entry	Amblyopia	0	
orth	Amblyopia		
ref	Amaurosis.		
entry	Ambon	0	
orth	Ambon		
entry	Ambra	0	
orth	Ambra		
entry	Ambrosia	0	
orth	Ambrosia		
entry	Ambulatio	0	
orth	Ambulatio		
entry	Ambulo	0	
orth	Ambulo		
entry	Ambusta	1	
orth	Ambusta		
pb	0039	0047	
entry	Ameibo	0	
orth	Ameibo		
entry	Amenenos	0	
orth	Amenenos		
entry	Amentia	0	
orth	Amentia		
entry	Amentum	0	
orth	Amentum		
entry	Amethodicum	0	
orth	Amethodicum		
entry	Amethysta	0	
orth	Amethysta		
entry	Ametria	0	
orth	Ametria		
entry	Amia	0	
orth	Amia		
entry	Amiantus	0	
orth	Amiantus		
entry	Amiculum	0	
orth	Amiculum		
entry	Amidum	0	
orth	Amidum		
entry	Aminaeus	0	
orth	Aminaeus		
entry	Amma	0	
orth	Amma		
entry	Ammion	0	
orth	Ammion		
entry	Ammochosia	0	
orth	Ammochosia		
entry	Ammochrysos	0	
orth	Ammochrysos		
pb	0040	0048	
entry	Ammodites	0	
orth	Ammodites		
entry	Ammoniacum	0	
orth	Ammoniacum		
ref	Sal. Ammoniaca Salia		
entry	Ammonion	0	
orth	Ammonion		
entry	Ammonis	0	
orth	Ammonis		
entry	Ammonitrum	0	
orth	Ammonitrum		
ref	Fritta.		
entry	Amna	0	
orth	Amna		
entry	Amnios	0	
orth	Amnios		
entry	Amnis	0	
orth	Amnis		
entry	Amolynton	0	
orth	Amolynton		
entry	Amongaeriel	0	
orth	Amongaeriel		
entry	Amor	0	
orth	Amor		
entry	Amorge	0	
orth	Amorge		
entry	Ampelis	0	
orth	Ampelis		
entry	Ampelitis	0	
orth	Ampelitis		
entry	Ajipharisteros	0	
orth	Ajipharisteros		
entry	Amphemerinus	0	
orth	Amphemerinus		
ref	Febris. Quotidiana.		
entry	Amphiblestaoides	0	
orth	Amphiblestaoides		
entry	Amphibranchia	0	
orth	Amphibranchia		
entry	Amphicathezomae	0	
orth	Amphicathezomae		
entry	Amphicaustis	1	
orth	Amphicaustis		
pb	0041	0049	
entry	Amphidexios	0	
orth	Amphidexios		
entry	Amphibion	0	
orth	Amphibion		
entry	Amphimetrion	0	
orth	Amphimetrion		
entry	Amphipneuma	0	
orth	Amphipneuma		
entry	Amphipolos	0	
orth	Amphipolos		
entry	Amphisbaena	0	
orth	Amphisbaena		
entry	Amphiscelos	0	
orth	Amphiscelos		
entry	Amphismila	0	
orth	Amphismila		
entry	Amphisphalsis	0	
orth	Amphisphalsis		
entry	Amphitane	0	
orth	Amphitane		
entry	Amphodonta	0	
orth	Amphodonta		
entry	Amphora	0	
orth	Amphora		
entry	Amplexatio	0	
orth	Amplexatio		
entry	Ampotis	0	
orth	Ampotis		
entry	Ampulla	0	
orth	Ampulla		
entry	Ampullascens	0	
orth	Ampullascens		
entry	Amputatio	0	
orth	Amputatio		
entry	Amuleta	0	
orth	Amuleta		
pb	0042	0050	
entry	Amurca	0	
orth	Amurca		
entry	Amyche	0	
orth	Amyche		
entry	Amycticos	0	
orth	Amycticos		
entry	Amydros	0	
orth	Amydros		
entry	Amygdalae	0	
orth	Amygdalae		
entry	Amygdalatum	0	
orth	Amygdalatum		
entry	Amylum	0	
orth	Amylum		
entry	Amyon	0	
orth	Amyon		
entry	Amythaonis	0	
orth	Amythaonis		
entry	An	0	
orth	An		
entry	Ana	0	
orth	Ana		
entry	Anabasis	0	
orth	Anabasis		
entry	Anabetto	0	
orth	Anabetto		
ref	Extussio.		
entry	Anablepo	0	
orth	Anablepo		
entry	Anablyo	0	
orth	Anablyo		
entry	Anabole	0	
orth	Anabole		
ref	Anagoge.		
entry	Anabrochismos	0	
orth	Anabrochismos		
entry	Anabrosis	0	
orth	Anabrosis		
entry	Anacar	0	
orth	Anacar		
entry	Anacatharsis	0	
orth	Anacatharsis		
entry	Anacestos	0	
orth	Anacestos		
entry	Anachmus	0	
orth	Anachmus		
entry	Anachrempsis	0	
orth	Anachrempsis		
entry	Anacinema	1	
orth	Anacinema		
pb	0043	0051	
entry	Anaclasis	0	
orth	Anaclasis		
entry	Anaclinterium	0	
orth	Anaclinterium		
entry	Anaclisis	0	
orth	Anaclisis		
entry	Anacoche	0	
orth	Anacoche		
entry	Anacollema	0	
orth	Anacollema		
entry	Anacomide	0	
orth	Anacomide		
entry	Anaconchizo	0	
orth	Anaconchizo		
entry	Anaconchylismos	0	
orth	Anaconchylismos		
entry	Anacos	0	
orth	Anacos		
entry	Anactesis	0	
orth	Anactesis		
entry	Anacuphisma	0	
orth	Anacuphisma		
entry	Anacycao	0	
orth	Anacycao		
entry	Anacycleon	0	
orth	Anacycleon		
entry	Anacypto	0	
orth	Anacypto		
entry	Anacyriosis	0	
orth	Anacyriosis		
entry	Anadiplosis	0	
orth	Anadiplosis		
entry	Anadosis	0	
orth	Anadosis		
entry	Anadrome	0	
orth	Anadrome		
entry	Anadromos	0	
orth	Anadromos		
entry	Anaedes	0	
orth	Anaedes		
entry	Anaenomae	0	
orth	Anaenomae		
entry	Anasthesia	0	
orth	Anasthesia		
ref	Stupor.		
entry	Anafolis	0	
orth	Anafolis		
entry	Anagargalicta	0	
orth	Anagargalicta		
ref	Gargarifmus.		
entry	Anagnosis	0	
orth	Anagnosis		
entry	Anagoge	1	
orth	Anagoge		
pb	0044	0052	
entry	Anagraphe	0	
orth	Anagraphe		
entry	Anaisso	0	
orth	Anaisso		
entry	Analces	0	
orth	Analces		
entry	Analdes	0	
orth	Analdes		
entry	Analentia	0	
orth	Analentia		
entry	Analepsia	0	
orth	Analepsia		
entry	Analepsis	0	
orth	Analepsis		
entry	Analgesia	0	
orth	Analgesia		
entry	Analmyron	0	
orth	Analmyron		
entry	Analogismus	0	
orth	Analogismus		
entry	Analosis	0	
orth	Analosis		
entry	Analthes	0	
orth	Analthes		
entry	Analtos	0	
orth	Analtos		
entry	Analysis	0	
orth	Analysis		
entry	Anamix	0	
orth	Anamix		
entry	Anamnesis	0	
orth	Anamnesis		
ref	Dogm. nostr. Med. Gen, P. III. c.		
entry	Anance	0	
orth	Anance		
ref	Necessitas. ArayKxir^, neceffatitts		
entry	Anandries	0	
orth	Anandries		
entry	Anapalin	0	
orth	Anapalin		
entry	Anapalindromeo	1	
orth	Anapalindromeo		
pb	0045	0053	
entry	Anapausis	0	
orth	Anapausis		
entry	Anapetia	0	
orth	Anapetia		
entry	Anaphalantiasis	0	
orth	Anaphalantiasis		
entry	Anaphonesis	0	
orth	Anaphonesis		
entry	Anaphora	0	
orth	Anaphora		
entry	Anaphorysso	0	
orth	Anaphorysso		
entry	Anaphrodisia	0	
orth	Anaphrodisia		
entry	Anaphron	0	
orth	Anaphron		
entry	Anaphyrao	0	
orth	Anaphyrao		
entry	Anapinomae	0	
orth	Anapinomae		
entry	Anaplasis	0	
orth	Anaplasis		
entry	Anaplerosis	0	
orth	Anaplerosis		
entry	Anapleusis	0	
orth	Anapleusis		
entry	Anapneusis	0	
orth	Anapneusis		
entry	Anapsyxis	0	
orth	Anapsyxis		
entry	Anapthia	0	
orth	Anapthia		
entry	Anaptyo	0	
orth	Anaptyo		
entry	Anaptyssomae	0	
orth	Anaptyssomae		
entry	Anaristesis	0	
orth	Anaristesis		
entry	Anarma	0	
orth	Anarma		
entry	Anarrhegnymae	0	
orth	Anarrhegnymae		
entry	Anarrhinon	0	
orth	Anarrhinon		
entry	Anasrhoea	0	
orth	Anasrhoea		
entry	Anarrhopia	0	
orth	Anarrhopia		
entry	Anarthros	0	
orth	Anarthros		
entry	Anas	1	
orth	Anas		
pb	0046	0054	
entry	Anasarca	0	
orth	Anasarca		
entry	Anasecoo	0	
orth	Anasecoo		
entry	Anaspasis	0	
orth	Anaspasis		
entry	Anaspongizo	0	
orth	Anaspongizo		
entry	Anassytos	0	
orth	Anassytos		
entry	Anastalticus	0	
orth	Anastalticus		
entry	Anastasis	0	
orth	Anastasis		
entry	Anastello	0	
orth	Anastello		
entry	Anastoecheiosis	0	
orth	Anastoecheiosis		
entry	Anastomosis	1	
orth	Anastomosis		
pb	0047	0055	
entry	Anatasis	0	
orth	Anatasis		
entry	Anates	0	
orth	Anates		
entry	Anathermaenomae	0	
orth	Anathermaenomae		
entry	Anathlasis	0	
orth	Anathlasis		
entry	Anathrepsis	0	
orth	Anathrepsis		
entry	Anathymiasis	0	
orth	Anathymiasis		
entry	Anatome	0	
orth	Anatome		
entry	Anaton	0	
orth	Anaton		
entry	Anatresis	0	
orth	Anatresis		
entry	Anatribe	0	
orth	Anatribe		
entry	Anatripsis	0	
orth	Anatripsis		
entry	Anatris	0	
orth	Anatris		
entry	Anatron	0	
orth	Anatron		
entry	Anatrope	0	
orth	Anatrope		
entry	Anaudia	0	
orth	Anaudia		
entry	Ancha	1	
orth	Ancha		
pb	0048	0056	
entry	Anchilops	0	
orth	Anchilops		
entry	Anchyle	0	
orth	Anchyle		
entry	Anci	0	
orth	Anci		
entry	Ancistron	0	
orth	Ancistron		
entry	Ancon	0	
orth	Ancon		
entry	Ancora	0	
orth	Ancora		
entry	Ancoralis	0	
orth	Ancoralis		
ref	Coracoides.		
entry	Ancosa	0	
orth	Ancosa		
entry	Ancteres	0	
orth	Ancteres		
entry	Ancubitus	0	
orth	Ancubitus		
entry	Ancyle	0	
orth	Ancyle		
entry	Ancylidoton	0	
orth	Ancylidoton		
entry	Ancyloblepharon	0	
orth	Ancyloblepharon		
entry	Ancyloglossum	0	
orth	Ancyloglossum		
entry	Ancylomelb	0	
orth	Ancylomelb		
entry	Ancylotomus	0	
orth	Ancylotomus		
entry	Ancyra	0	
orth	Ancyra		
entry	Ancyroides	0	
orth	Ancyroides		
entry	Ancyromele	0	
orth	Ancyromele		
ref	Ancylomele. Hamus.		
entry	Andarac	0	
orth	Andarac		
entry	Andas	0	
orth	Andas		
entry	Andena	0	
orth	Andena		
entry	Andranatome	0	
orth	Andranatome		
entry	Andrapodocapelos	0	
orth	Andrapodocapelos		
entry	Andreios	0	
orth	Andreios		
pb	0049	0057	
entry	Andria	0	
orth	Andria		
entry	Androcoeteo	0	
orth	Androcoeteo		
entry	Androgenia	0	
orth	Androgenia		
entry	Androgyni	0	
orth	Androgyni		
entry	Andronion	0	
orth	Andronion		
entry	Androtome	0	
orth	Androtome		
entry	Andeumae	0	
orth	Andeumae		
entry	Aneros	0	
orth	Aneros		
entry	Anecas	0	
orth	Anecas		
entry	Anecestos	0	
orth	Anecestos		
entry	Anecho	0	
orth	Anecho		
entry	Anecpyetos	0	
orth	Anecpyetos		
ref	Ecpyisco.		
entry	Aneilema	0	
orth	Aneilema		
entry	Aneleos	0	
orth	Aneleos		
entry	Anemius	0	
orth	Anemius		
entry	Anemos	0	
orth	Anemos		
entry	Anencephalos	0	
orth	Anencephalos		
entry	Anenios	0	
orth	Anenios		
entry	Anepicritos	0	
orth	Anepicritos		
ref	Acatalepsia. Foël.p.		
entry	Aner	0	
orth	Aner		
entry	Anerectos	0	
orth	Anerectos		
entry	Anesis	0	
orth	Anesis		
entry	Aneticus	0	
orth	Aneticus		
entry	Aneurysma	0	
orth	Aneurysma		
entry	Anfaka	0	
orth	Anfaka		
entry	Angeiologia	0	
orth	Angeiologia		
entry	Angeion	0	
orth	Angeion		
entry	Angelicus	1	
orth	Angelicus		
pb	0050	0058	
entry	Angi	0	
orth	Angi		
entry	Angina	0	
orth	Angina		
entry	Angiospermos	0	
orth	Angiospermos		
entry	Anglicus	0	
orth	Anglicus		
entry	Angor	0	
orth	Angor		
entry	Angos	0	
orth	Angos		
entry	Anguilla	0	
orth	Anguilla		
entry	Anguis	0	
orth	Anguis		
entry	Angulus	0	
orth	Angulus		
entry	Angustia	0	
orth	Angustia		
entry	Anhaldinum	1	
orth	Anhaldinum		
pb	0051	0059	
entry	Anhaltinus	0	
orth	Anhaltinus		
entry	Anhelitus	0	
orth	Anhelitus		
entry	Aniadon	0	
orth	Aniadon		
entry	Aniceton	0	
orth	Aniceton		
entry	Anidrosis	0	
orth	Anidrosis		
entry	Anima	1	
orth	Anima		
pb	0052	0060	
entry	Animal	0	
orth	Animal		
entry	Animalis	0	
orth	Animalis		
entry	Animalis	0	
orth	Animalis		
entry	Animalis	0	
orth	Animalis		
entry	Animatio	0	
orth	Animatio		
entry	Animellae	0	
orth	Animellae		
entry	Animi	0	
orth	Animi		
entry	Animi	0	
orth	Animi		
entry	Animus	0	
orth	Animus		
ref	Mens.		
entry	Aniscalptor	0	
orth	Aniscalptor		
entry	Anisos	0	
orth	Anisos		
entry	Anisosthenes	0	
orth	Anisosthenes		
entry	Anisotachys	0	
orth	Anisotachys		
entry	Annetestes	0	
orth	Annetestes		
entry	Annora	0	
orth	Annora		
entry	Annotatio	0	
orth	Annotatio		
entry	Annuens	0	
orth	Annuens		
entry	Annuitio	0	
orth	Annuitio		
ref	Renubus.		
entry	Annulus	1	
orth	Annulus		
pb	0053	0061	
entry	Annus	0	
orth	Annus		
entry	Ano	0	
orth	Ano		
entry	Anocheilon	0	
orth	Anocheilon		
entry	Anochybos	0	
orth	Anochybos		
entry	Anodia	0	
orth	Anodia		
entry	Anodmos	0	
orth	Anodmos		
entry	Anodus	0	
orth	Anodus		
entry	Anodyna	0	
orth	Anodyna		
entry	Anodynia	0	
orth	Anodynia		
entry	Anodinum	0	
orth	Anodinum		
entry	Anoea	0	
orth	Anoea		
entry	Anomalia	0	
orth	Anomalia		
entry	Anomoeomeres	0	
orth	Anomoeomeres		
ref	Dogm. Med. Gen. Ρ. I. c. a. dogm. fi. p. lo.seq.		
entry	Anomoeoe	0	
orth	Anomoeoe		
entry	Anomphalos	1	
orth	Anomphalos		
pb	0054	0062	
entry	Anontagius	0	
orth	Anontagius		
entry	Anonymus	0	
orth	Anonymus		
entry	Anorchides	0	
orth	Anorchides		
entry	Anorexia	0	
orth	Anorexia		
entry	Anorgismenon	0	
orth	Anorgismenon		
entry	Anosia	0	
orth	Anosia		
entry	Anotasier	0	
orth	Anotasier		
entry	Anser	0	
orth	Anser		
entry	Antachates	0	
orth	Antachates		
entry	Antacida	0	
orth	Antacida		
entry	Antagonista	0	
orth	Antagonista		
entry	Antal	0	
orth	Antal		
entry	Antalgicus	0	
orth	Antalgicus		
entry	Antali	0	
orth	Antali		
entry	Antaphrodisiacos	0	
orth	Antaphrodisiacos		
entry	Antapodosis	0	
orth	Antapodosis		
entry	Antatrophon	0	
orth	Antatrophon		
entry	Antecedens	0	
orth	Antecedens		
entry	Antecho	0	
orth	Antecho		
entry	Antemballomenos	0	
orth	Antemballomenos		
entry	Antembasis	0	
orth	Antembasis		
entry	Antemetica	0	
orth	Antemetica		
entry	Antendeixis	0	
orth	Antendeixis		
entry	Anteneasmus	0	
orth	Anteneasmus		
entry	Antephialticus	0	
orth	Antephialticus		
pb	0055	0063	
entry	Antepilepticos	0	
orth	Antepilepticos		
ref	Anti.		
entry	Anteprima	0	
orth	Anteprima		
entry	Antera	0	
orth	Antera		
entry	Antereisis	0	
orth	Antereisis		
entry	Anterit	0	
orth	Anterit		
entry	Anteros	0	
orth	Anteros		
ref	Amethystus.		
entry	Anthelix	0	
orth	Anthelix		
entry	Anthelminthica	0	
orth	Anthelminthica		
entry	Anthera	0	
orth	Anthera		
entry	Anthereon	0	
orth	Anthereon		
entry	Anthia	0	
orth	Anthia		
entry	Anthines	0	
orth	Anthines		
ref	Cyceon.		
entry	Anthonor	0	
orth	Anthonor		
entry	Anthophilli	0	
orth	Anthophilli		
entry	Anthos	0	
orth	Anthos		
entry	Anthosmias	0	
orth	Anthosmias		
entry	Anthracia	0	
orth	Anthracia		
entry	Anthracites	0	
orth	Anthracites		
entry	Anthracosis	0	
orth	Anthracosis		
entry	Anthrax	1	
orth	Anthrax		
pb	0056	0064	
ref	Carbunculus.		
entry	Anthrope	0	
orth	Anthrope		
entry	Anthropometria	0	
orth	Anthropometria		
entry	Anthropos	0	
orth	Anthropos		
entry	Anthroposophia	0	
orth	Anthroposophia		
entry	Anthypnotica	0	
orth	Anthypnotica		
entry	Anthysterica	0	
orth	Anthysterica		
entry	Anti	0	
orth	Anti		
entry	Antiades	0	
orth	Antiades		
entry	Antiagri	0	
orth	Antiagri		
entry	Antiballomenos	0	
orth	Antiballomenos		
entry	Anticadmia	0	
orth	Anticadmia		
entry	Anticae	0	
orth	Anticae		
entry	Anticardium	0	
orth	Anticardium		
entry	Anticatarrhalis	0	
orth	Anticatarrhalis		
entry	Anticausoticus	0	
orth	Anticausoticus		
entry	Anticheir	0	
orth	Anticheir		
entry	Anticipans	0	
orth	Anticipans		
ref	Postposisio.		
entry	Anticnemion	0	
orth	Anticnemion		
entry	Anticolica	0	
orth	Anticolica		
entry	Anticontosis	0	
orth	Anticontosis		
entry	Antididomae	0	
orth	Antididomae		
entry	Antidinica	1	
orth	Antidinica		
pb	0057	0065	
entry	Antidotarium	0	
orth	Antidotarium		
entry	Antidotus	0	
orth	Antidotus		
entry	Antifebrile	0	
orth	Antifebrile		
entry	Antifides	0	
orth	Antifides		
entry	Antihecticum	0	
orth	Antihecticum		
entry	Antilepsis	0	
orth	Antilepsis		
entry	Antilobium	0	
orth	Antilobium		
entry	Antilogia	0	
orth	Antilogia		
entry	Antimonium	0	
orth	Antimonium		
entry	Antinephritica	0	
orth	Antinephritica		
entry	Antiparalyticus	0	
orth	Antiparalyticus		
entry	Antipathes	0	
orth	Antipathes		
entry	Antipathia	1	
orth	Antipathia		
pb	0058	0066	
entry	Antiperistasis	0	
orth	Antiperistasis		
entry	Antipharmacum	0	
orth	Antipharmacum		
entry	Antiphysica	0	
orth	Antiphysica		
entry	Antipodagricus	0	
orth	Antipodagricus		
entry	Antipoeeo	0	
orth	Antipoeeo		
entry	Antipraxia	0	
orth	Antipraxia		
entry	Antipyreton	0	
orth	Antipyreton		
entry	Antiquaetium	0	
orth	Antiquaetium		
entry	Antiquus	0	
orth	Antiquus		
entry	Antirrhope	0	
orth	Antirrhope		
entry	Antisecosis	0	
orth	Antisecosis		
entry	Antispasis	1	
orth	Antispasis		
pb	0059	0067	
entry	Antispoda	0	
orth	Antispoda		
entry	Antistathmesis	0	
orth	Antistathmesis		
entry	Antisterigma	0	
orth	Antisterigma		
entry	Antisternon	0	
orth	Antisternon		
entry	Antitasis	0	
orth	Antitasis		
entry	Antithenar	0	
orth	Antithenar		
entry	Antitragus	0	
orth	Antitragus		
entry	Antitypos	0	
orth	Antitypos		
entry	Antivenereus	0	
orth	Antivenereus		
entry	Antrum	0	
orth	Antrum		
entry	Antylion	0	
orth	Antylion		
entry	Anus	0	
orth	Anus		
entry	Anxietas	0	
orth	Anxietas		
entry	Anydria	0	
orth	Anydria		
entry	Anyperbletos	0	
orth	Anyperbletos		
entry	Anypeuthynos	0	
orth	Anypeuthynos		
entry	Anystos	0	
orth	Anystos		
entry	Aochlesia	0	
orth	Aochlesia		
entry	Aocnia	0	
orth	Aocnia		
entry	Aoncon	0	
orth	Aoncon		
entry	Aorgesia	0	
orth	Aorgesia		
entry	Aornos	0	
orth	Aornos		
entry	Aorta	0	
orth	Aorta		
ref	Arteria i		
entry	Aortra	0	
orth	Aortra		
entry	Apaeoreomae	0	
orth	Apaeoreomae		
entry	Apagma	0	
orth	Apagma		
entry	Apallage	1	
orth	Apallage		
pb	0060	0068	
entry	Apanchomenos	0	
orth	Apanchomenos		
entry	Apantesis	0	
orth	Apantesis		
entry	Apanthismus	0	
orth	Apanthismus		
entry	Apanthropia	0	
orth	Apanthropia		
entry	Apanticry	0	
orth	Apanticry		
entry	Aparachytum	0	
orth	Aparachytum		
entry	Aparasceuasia	0	
orth	Aparasceuasia		
entry	Aparegoretos	0	
orth	Aparegoretos		
entry	Apartes	0	
orth	Apartes		
entry	Aparthrosis	0	
orth	Aparthrosis		
entry	Aparti	0	
orth	Aparti		
entry	Apartisis	0	
orth	Apartisis		
entry	Aparyo	0	
orth	Aparyo		
entry	Apate	0	
orth	Apate		
entry	Apathia	0	
orth	Apathia		
entry	Apaudao	0	
orth	Apaudao		
entry	Apauriscomae	0	
orth	Apauriscomae		
entry	Apechema	0	
orth	Apechema		
entry	Apeiros	0	
orth	Apeiros		
ref	Imperitia.		
entry	Apeitheumena	0	
orth	Apeitheumena		
entry	Apella	1	
orth	Apella		
pb	0061	0069	
entry	Apempolesis	0	
orth	Apempolesis		
entry	Apenes	0	
orth	Apenes		
entry	Apepsia	0	
orth	Apepsia		
entry	Apepton	0	
orth	Apepton		
entry	Aper	0	
orth	Aper		
entry	Apereugomae	0	
orth	Apereugomae		
entry	Aperientia	0	
orth	Aperientia		
entry	Aperistaton	0	
orth	Aperistaton		
entry	Aperittos	0	
orth	Aperittos		
entry	Apertus	0	
orth	Apertus		
entry	Apeuthysmenos	0	
orth	Apeuthysmenos		
entry	Apexabo	0	
orth	Apexabo		
entry	Aphaeresis	0	
orth	Aphaeresis		
entry	Aphanismos	0	
orth	Aphanismos		
entry	Aphassomenos	1	
orth	Aphassomenos		
pb	0062	0070	
entry	Aphebriok	0	
orth	Aphebriok		
entry	Apheideo	0	
orth	Apheideo		
entry	Aphelia	0	
orth	Aphelia		
entry	Aphelicesteros	0	
orth	Aphelicesteros		
entry	Aphepsema	0	
orth	Aphepsema		
entry	Aphesis	0	
orth	Aphesis		
entry	Aphicneomae	0	
orth	Aphicneomae		
entry	Aihiemi	0	
orth	Aihiemi		
entry	Aphilanthropia	0	
orth	Aphilanthropia		
entry	Aphistemi	0	
orth	Aphistemi		
ref	Apostasis. Apostema.		
entry	Aphlegmantos	0	
orth	Aphlegmantos		
entry	Aphodos	0	
orth	Aphodos		
entry	Aphonia	0	
orth	Aphonia		
entry	Aphoretos	0	
orth	Aphoretos		
entry	Aphorismus	0	
orth	Aphorismus		
entry	Aphorme	0	
orth	Aphorme		
entry	Aphrizo	0	
orth	Aphrizo		
entry	Aphrodes	0	
orth	Aphrodes		
entry	Aphrodisia	0	
orth	Aphrodisia		
entry	Aphroditarium	0	
orth	Aphroditarium		
entry	Aphrogala	0	
orth	Aphrogala		
entry	Aphrolitrum	1	
orth	Aphrolitrum		
pb	0063	0071	
entry	Aphronitrum	0	
orth	Aphronitrum		
entry	Aphrontisteo	0	
orth	Aphrontisteo		
entry	Aphros	0	
orth	Aphros		
entry	Aphroselenos	0	
orth	Aphroselenos		
entry	Aphrosyne	0	
orth	Aphrosyne		
entry	Aphtha	0	
orth	Aphtha		
entry	Aphthartos	0	
orth	Aphthartos		
entry	Aphya	0	
orth	Aphya		
entry	Aphysos	0	
orth	Aphysos		
entry	Apionta	0	
orth	Apionta		
entry	Apis	0	
orth	Apis		
entry	Apites	0	
orth	Apites		
entry	Aplestia	0	
orth	Aplestia		
entry	Apleuros	0	
orth	Apleuros		
entry	Aplytos	0	
orth	Aplytos		
entry	Apneusti	0	
orth	Apneusti		
entry	Apnoea	0	
orth	Apnoea		
entry	Apnus	0	
orth	Apnus		
entry	Apobaenon	0	
orth	Apobaenon		
entry	Apobamma	1	
orth	Apobamma		
pb	0064	0072	
entry	Apobrassomai	0	
orth	Apobrassomai		
entry	Apobregma	0	
orth	Apobregma		
entry	Apocapnismos	0	
orth	Apocapnismos		
entry	Apocartereon	0	
orth	Apocartereon		
entry	Apocatastasis	0	
orth	Apocatastasis		
entry	Apocatharsis	0	
orth	Apocatharsis		
entry	Apocaulizomae	0	
orth	Apocaulizomae		
ref	Cauledon.		
entry	Apocenosis	0	
orth	Apocenosis		
entry	Apoceeigma	0	
orth	Apoceeigma		
entry	Apochoreon	0	
orth	Apochoreon		
entry	Apochrempsis	0	
orth	Apochrempsis		
entry	Apochylisma	0	
orth	Apochylisma		
entry	Apochyma	0	
orth	Apochyma		
entry	Apoclasma	0	
orth	Apoclasma		
ref	Abductio		
entry	Apocleisis	0	
orth	Apocleisis		
entry	Apoconchizo	0	
orth	Apoconchizo		
entry	Apocope	0	
orth	Apocope		
entry	Apocrisis	0	
orth	Apocrisis		
ref	Contagium.		
entry	Apocrusticon	0	
orth	Apocrusticon		
entry	Apocyesis	0	
orth	Apocyesis		
entry	Apodacrytica	0	
orth	Apodacrytica		
entry	Apodeixis	0	
orth	Apodeixis		
entry	Apodyterium	0	
orth	Apodyterium		
entry	Apoeum	0	
orth	Apoeum		
ref	Insipidus.		
entry	Apogalactismus	0	
orth	Apogalactismus		
pb	0065	0073	
entry	Apogeuomae	0	
orth	Apogeuomae		
entry	Apoginomae	0	
orth	Apoginomae		
entry	Apoglaucosis	0	
orth	Apoglaucosis		
entry	Apogona	0	
orth	Apogona		
entry	Apolausis	0	
orth	Apolausis		
entry	Apoleia	0	
orth	Apoleia		
entry	Apolepsis	0	
orth	Apolepsis		
ref	Interceptio. Apolepsia		
entry	Apolexis	0	
orth	Apolexis		
entry	Apolinosis	0	
orth	Apolinosis		
entry	Apologia	0	
orth	Apologia		
entry	Apolysis	0	
orth	Apolysis		
entry	Apomagma	0	
orth	Apomagma		
entry	Apomathema	0	
orth	Apomathema		
entry	Apomeli	0	
orth	Apomeli		
entry	Apomylenas	0	
orth	Apomylenas		
entry	Aponenoemenos	0	
orth	Aponenoemenos		
entry	Aponeurosis	0	
orth	Aponeurosis		
entry	Aponia	0	
orth	Aponia		
entry	Aponitrosae	0	
orth	Aponitrosae		
entry	Apopallesae	0	
orth	Apopallesae		
entry	Apoparthenevomae	0	
orth	Apoparthenevomae		
entry	Apopatema	1	
orth	Apopatema		
pb	0066	0074	
entry	Apopedao	0	
orth	Apopedao		
entry	Apopheugo	0	
orth	Apopheugo		
entry	Apophlegmatismus	0	
orth	Apophlegmatismus		
entry	Apophrades	0	
orth	Apophrades		
entry	Apophrasso	0	
orth	Apophrasso		
entry	Apophthora	0	
orth	Apophthora		
ref	Abortus.		
entry	Apophyas	0	
orth	Apophyas		
entry	Apophysis	0	
orth	Apophysis		
entry	Apopiesma	0	
orth	Apopiesma		
